Phenotype,species,snp,chr,pos,p,logp
soilN,Arabidopsis,Chr3_15856421.0,3,15856421,8.763384e-07,6.0573281576749
soilN,Arabidopsis,Chr3_15856700.0,3,15856700,8.763384e-07,6.0573281576749
soilN,Arabidopsis,Chr3_15862614.0,3,15862614,8.763384e-07,6.0573281576749
soilN,Arabidopsis,Chr3_15864540.0,3,15864540,8.763384e-07,6.0573281576749
soilN,Arabidopsis,Chr3_15864721.0,3,15864721,8.763384e-07,6.0573281576749
soilN,Arabidopsis,Chr3_15865649.0,3,15865649,8.763384e-07,6.0573281576749
soilN,Arabidopsis,Chr3_15867669.0,3,15867669,8.763384e-07,6.0573281576749
soilN,Arabidopsis,Chr3_15788666.0,3,15788666,8.892488e-07,6.05097671220204
soilN,Arabidopsis,Chr3_15796503.0,3,15796503,9.423386e-07,6.02579301898089
soilN,Arabidopsis,Chr3_15371444.0,3,15371444,9.813382e-07,6.00818129528935
soilN,Arabidopsis,Chr3_15752742.0,3,15752742,9.893984e-07,6.00462879628812
soilN,Arabidopsis,Chr3_15756129.0,3,15756129,9.893984e-07,6.00462879628812
soilN,Arabidopsis,Chr3_15760526.0,3,15760526,9.893984e-07,6.00462879628812
soilN,Arabidopsis,Chr2_17658899.0,2,17658899,9.903678e-07,6.00420348838621
soilN,Arabidopsis,Chr2_7895522.0,2,7895522,9.983636e-07,6.00071126160328
soilN,Arabidopsis,Chr2_5376128.0,2,5376128,9.983828e-07,6.00070290956213
soilN,Arabidopsis,Chr2_13871969.0,2,13871969,1.008717e-06,5.99623065990539
soilN,Arabidopsis,Chr2_5790829.0,2,5790829,1.014302e-06,5.99383271817216
soilN,Arabidopsis,Chr1_966505.0,1,966505,1.022164e-06,5.99047941870133
soilN,Arabidopsis,Chr1_969325.0,1,969325,1.022164e-06,5.99047941870133
soilN,Arabidopsis,Chr3_15787616.0,3,15787616,1.032775e-06,5.98599428341927
soilN,Arabidopsis,Chr1_933525.0,1,933525,1.036304e-06,5.98451282552153
soilN,Arabidopsis,Chr3_18652095.0,3,18652095,1.039903e-06,5.98300716890259
soilN,Arabidopsis,Chr2_17627058.0,2,17627058,1.044371e-06,5.98114519613178
soilN,Arabidopsis,Chr2_17627197.0,2,17627197,1.044371e-06,5.98114519613178
soilN,Arabidopsis,Chr2_17627980.0,2,17627980,1.044371e-06,5.98114519613178
soilN,Arabidopsis,Chr2_5779426.0,2,5779426,1.049794e-06,5.97889591373052
soilN,Arabidopsis,Chr2_5788339.0,2,5788339,1.057631e-06,5.97566582815757
soilN,Arabidopsis,Chr3_15772928.0,3,15772928,1.058338e-06,5.9753756100966
soilN,Arabidopsis,Chr1_1171356.0,1,1171356,1.059187e-06,5.97502735821302
soilN,Arabidopsis,Chr1_933100.0,1,933100,1.065855e-06,5.97230187315477
soilN,Arabidopsis,Chr1_933113.0,1,933113,1.065855e-06,5.97230187315477
soilN,Arabidopsis,Chr3_15960840.0,3,15960840,1.069637e-06,5.97076358273008
soilN,Arabidopsis,Chr2_17709029.0,2,17709029,1.090639e-06,5.96231897649886
soilN,Arabidopsis,Chr4_8871438.0,4,8871438,1.090768e-06,5.96226761149615
soilN,Arabidopsis,Chr4_8871467.0,4,8871467,1.090768e-06,5.96226761149615
soilN,Arabidopsis,Chr4_8871991.0,4,8871991,1.090768e-06,5.96226761149615
soilN,Arabidopsis,Chr2_5561200.0,2,5561200,1.094627e-06,5.96073384378131
soilN,Arabidopsis,Chr2_5561234.0,2,5561234,1.094627e-06,5.96073384378131
soilN,Arabidopsis,Chr2_5561350.0,2,5561350,1.094627e-06,5.96073384378131
soilN,Arabidopsis,Chr2_8653192.0,2,8653192,1.111335e-06,5.9541550079167
soilN,Arabidopsis,Chr3_15850334.0,3,15850334,1.11955e-06,5.95095650571229
soilN,Arabidopsis,Chr4_5301125.0,4,5301125,1.12632e-06,5.9483382040759
soilN,Arabidopsis,Chr2_8329707.0,2,8329707,1.147591e-06,5.94021286637381
soilN,Arabidopsis,Chr2_8329762.0,2,8329762,1.147591e-06,5.94021286637381
soilN,Arabidopsis,Chr2_3919653.0,2,3919653,1.157741e-06,5.93638858642176
soilN,Arabidopsis,Chr2_5583263.0,2,5583263,1.252309e-06,5.90228849825228
soilN,Arabidopsis,Chr3_15861329.0,3,15861329,1.279441e-06,5.89297973632249
soilN,Arabidopsis,Chr2_17624848.0,2,17624848,1.283651e-06,5.89155303652934
soilN,Arabidopsis,Chr2_17627103.0,2,17627103,1.283651e-06,5.89155303652934
soilN,Arabidopsis,Chr2_5783252.0,2,5783252,1.332374e-06,5.87537385073822
soilN,Arabidopsis,Chr2_6940046.0,2,6940046,1.334254e-06,5.874761486538
soilN,Arabidopsis,Chr5_15969702.0,5,15969702,1.359784e-06,5.8665300732903
soilN,Arabidopsis,Chr5_15970270.0,5,15970270,1.359784e-06,5.8665300732903
soilN,Arabidopsis,Chr5_15970336.0,5,15970336,1.359784e-06,5.8665300732903
soilN,Arabidopsis,Chr2_5582963.0,2,5582963,1.364591e-06,5.86499749738502
soilN,Arabidopsis,Chr2_5557122.0,2,5557122,1.377167e-06,5.86101339250934
soilN,Arabidopsis,Chr3_18597068.0,3,18597068,1.388687e-06,5.85739563006582
soilN,Arabidopsis,Chr3_18600730.0,3,18600730,1.388687e-06,5.85739563006582
soilN,Arabidopsis,Chr3_18604263.0,3,18604263,1.388687e-06,5.85739563006582
soilN,Arabidopsis,Chr4_6149715.0,4,6149715,1.399673e-06,5.85397341495277
soilN,Arabidopsis,Chr4_6152310.0,4,6152310,1.399673e-06,5.85397341495277
soilN,Arabidopsis,Chr5_18910372.0,5,18910372,1.41764e-06,5.84843404127094
soilN,Arabidopsis,Chr3_15794571.0,3,15794571,1.423278e-06,5.84671026360222
soilN,Arabidopsis,Chr5_15970337.0,5,15970337,1.483061e-06,5.82884098557407
soilN,Arabidopsis,Chr2_17580354.0,2,17580354,1.48361e-06,5.82868024805158
soilN,Arabidopsis,Chr4_7925316.0,4,7925316,1.508408e-06,5.82148117293398
soilN,Arabidopsis,Chr3_15819919.0,3,15819919,1.527491e-06,5.8160213399475
soilN,Arabidopsis,Chr3_15821685.0,3,15821685,1.527491e-06,5.8160213399475
soilN,Arabidopsis,Chr3_15825726.0,3,15825726,1.527491e-06,5.8160213399475
soilN,Arabidopsis,Chr3_15829261.0,3,15829261,1.527491e-06,5.8160213399475
soilN,Arabidopsis,Chr3_15832758.0,3,15832758,1.527491e-06,5.8160213399475
soilN,Arabidopsis,Chr3_15834012.0,3,15834012,1.527491e-06,5.8160213399475
soilN,Arabidopsis,Chr1_6172568.0,1,6172568,1.58424e-06,5.80017902553681
soilN,Arabidopsis,Chr3_11587925.0,3,11587925,1.590766e-06,5.79839369991524
soilN,Arabidopsis,Chr5_11705037.0,5,11705037,1.599849e-06,5.79592100581998
soilN,Arabidopsis,Chr5_26279326.0,5,26279326,1.602769e-06,5.79512906607658
soilN,Arabidopsis,Chr1_21889692.0,1,21889692,1.602791e-06,5.79512310488503
soilN,Arabidopsis,Chr3_15971789.0,3,15971789,1.619548e-06,5.79060617588708
soilN,Arabidopsis,Chr4_1303065.0,4,1303065,1.641152e-06,5.7848511936549
soilN,Arabidopsis,Chr1_1079536.0,1,1079536,1.64857e-06,5.78289260753308
soilN,Arabidopsis,Chr2_19143641.0,2,19143641,1.695206e-06,5.77077751915576
soilN,Arabidopsis,Chr2_5588064.0,2,5588064,1.696827e-06,5.77036243392
soilN,Arabidopsis,Chr2_5558328.0,2,5558328,1.698195e-06,5.77001244214769
soilN,Arabidopsis,Chr2_5559332.0,2,5559332,1.698195e-06,5.77001244214769
soilN,Arabidopsis,Chr2_5559468.0,2,5559468,1.698195e-06,5.77001244214769
soilN,Arabidopsis,Chr2_5559806.0,2,5559806,1.698195e-06,5.77001244214769
soilN,Arabidopsis,Chr3_15790029.0,3,15790029,1.707967e-06,5.76752052466361
soilN,Arabidopsis,Chr2_5536770.0,2,5536770,1.731996e-06,5.7614531153094
soilN,Arabidopsis,Chr2_5676527.0,2,5676527,1.732057e-06,5.76143781995254
soilN,Arabidopsis,Chr4_8914537.0,4,8914537,1.781319e-06,5.74925829977647
soilN,Arabidopsis,Chr4_8914538.0,4,8914538,1.781319e-06,5.74925829977647
soilN,Arabidopsis,Chr3_15975307.0,3,15975307,1.802061e-06,5.74423051218325
soilN,Arabidopsis,Chr3_15975400.0,3,15975400,1.802061e-06,5.74423051218325
soilN,Arabidopsis,Chr3_15786898.0,3,15786898,1.802417e-06,5.74414472509505
soilN,Arabidopsis,Chr3_15796330.0,3,15796330,1.807726e-06,5.74286739560062
soilN,Arabidopsis,Chr3_15796349.0,3,15796349,1.807726e-06,5.74286739560062
soilN,Arabidopsis,Chr3_15796380.0,3,15796380,1.807726e-06,5.74286739560062
soilN,Arabidopsis,Chr3_15796593.0,3,15796593,1.807726e-06,5.74286739560062
soilN,Arabidopsis,Chr4_8922768.0,4,8922768,1.818803e-06,5.74021433812518
soilN,Arabidopsis,Chr2_17562247.0,2,17562247,1.833166e-06,5.73679820627632
soilN,Arabidopsis,Chr3_10023642.0,3,10023642,1.851201e-06,5.73254642379079
soilN,Arabidopsis,Chr2_6794909.0,2,6794909,1.93975e-06,5.71225423945988
soilN,Arabidopsis,Chr3_15852505.0,3,15852505,1.949048e-06,5.71017746520335
soilN,Arabidopsis,Chr4_6213002.0,4,6213002,1.994949e-06,5.7000682023841
soilN,Arabidopsis,Chr2_5559967.0,2,5559967,2.006323e-06,5.69759914817234
soilN,Arabidopsis,Chr1_1697650.0,1,1697650,2.009251e-06,5.69696580685259
soilN,Arabidopsis,Chr3_15835537.0,3,15835537,2.017954e-06,5.69508873788794
soilN,Arabidopsis,Chr2_5580262.0,2,5580262,2.071362e-06,5.68374399532967
soilN,Arabidopsis,Chr2_5580350.0,2,5580350,2.071362e-06,5.68374399532967
soilN,Arabidopsis,Chr2_5580667.0,2,5580667,2.071362e-06,5.68374399532967
soilN,Arabidopsis,Chr2_5580674.0,2,5580674,2.071362e-06,5.68374399532967
soilN,Arabidopsis,Chr2_5580677.0,2,5580677,2.071362e-06,5.68374399532967
soilN,Arabidopsis,Chr1_20951511.0,1,20951511,2.075352e-06,5.68290823211207
soilN,Arabidopsis,Chr5_15975562.0,5,15975562,2.075978e-06,5.68277725319797
soilN,Arabidopsis,Chr5_10479601.0,5,10479601,2.107069e-06,5.6763212423565
soilN,Arabidopsis,Chr3_15882877.0,3,15882877,2.126844e-06,5.67226436361104
soilN,Arabidopsis,Chr1_968588.0,1,968588,2.139608e-06,5.66966578694576
soilN,Arabidopsis,Chr1_970465.0,1,970465,2.139608e-06,5.66966578694576
soilN,Arabidopsis,Chr1_971565.0,1,971565,2.139608e-06,5.66966578694576
soilN,Arabidopsis,Chr1_972972.0,1,972972,2.139608e-06,5.66966578694576
soilN,Arabidopsis,Chr1_1163523.0,1,1163523,2.190508e-06,5.65945515638697
soilN,Arabidopsis,Chr3_15854247.0,3,15854247,2.200651e-06,5.6574488265026
soilN,Arabidopsis,Chr3_15392977.0,3,15392977,2.228871e-06,5.65191506638265
soilN,Arabidopsis,Chr2_456497.0,2,456497,2.2498e-06,5.64785608755842
soilN,Arabidopsis,Chr3_15974366.0,3,15974366,2.302743e-06,5.63775452921336
soilN,Arabidopsis,Chr3_12265613.0,3,12265613,2.315661e-06,5.6353250186084
soilN,Arabidopsis,Chr2_428529.0,2,428529,2.320315e-06,5.63445305240419
soilN,Arabidopsis,Chr3_18844648.0,3,18844648,2.325275e-06,5.63352567764716
soilN,Arabidopsis,Chr2_5583588.0,2,5583588,2.33229e-06,5.63221744980954
soilN,Arabidopsis,Chr3_16668008.0,3,16668008,2.342522e-06,5.63031632170647
soilN,Arabidopsis,Chr3_16668017.0,3,16668017,2.342522e-06,5.63031632170647
soilN,Arabidopsis,Chr2_5579285.0,2,5579285,2.353564e-06,5.62827398751293
soilN,Arabidopsis,Chr2_5579338.0,2,5579338,2.353564e-06,5.62827398751293
soilN,Arabidopsis,Chr2_5579738.0,2,5579738,2.353564e-06,5.62827398751293
soilN,Arabidopsis,Chr2_5581649.0,2,5581649,2.353564e-06,5.62827398751293
soilN,Arabidopsis,Chr2_5581812.0,2,5581812,2.353564e-06,5.62827398751293
soilN,Arabidopsis,Chr2_5582424.0,2,5582424,2.353564e-06,5.62827398751293
soilN,Arabidopsis,Chr2_5582425.0,2,5582425,2.353564e-06,5.62827398751293
soilN,Arabidopsis,Chr2_5582975.0,2,5582975,2.353564e-06,5.62827398751293
soilN,Arabidopsis,Chr2_5583408.0,2,5583408,2.353564e-06,5.62827398751293
soilN,Arabidopsis,Chr2_5583845.0,2,5583845,2.353564e-06,5.62827398751293
soilN,Arabidopsis,Chr2_5585371.0,2,5585371,2.353564e-06,5.62827398751293
soilN,Arabidopsis,Chr2_5585561.0,2,5585561,2.353564e-06,5.62827398751293
soilN,Arabidopsis,Chr2_5585928.0,2,5585928,2.353564e-06,5.62827398751293
soilN,Arabidopsis,Chr2_5586312.0,2,5586312,2.353564e-06,5.62827398751293
soilN,Arabidopsis,Chr1_1687058.0,1,1687058,2.384698e-06,5.62256661253082
soilN,Arabidopsis,Chr1_1689943.0,1,1689943,2.384698e-06,5.62256661253082
soilN,Arabidopsis,Chr1_1690139.0,1,1690139,2.384698e-06,5.62256661253082
soilN,Arabidopsis,Chr3_15794729.0,3,15794729,2.410381e-06,5.61791430467841
soilN,Arabidopsis,Chr2_17613887.0,2,17613887,2.435595e-06,5.61339492617386
soilN,Arabidopsis,Chr3_9119626.0,3,9119626,2.448266e-06,5.61114139859498
soilN,Arabidopsis,Chr3_15850086.0,3,15850086,2.454555e-06,5.61002723207954
soilN,Arabidopsis,Chr1_459050.0,1,459050,2.465342e-06,5.60812282551042
soilN,Arabidopsis,Chr2_5788347.0,2,5788347,2.480257e-06,5.60550331598869
soilN,Arabidopsis,Chr3_15752846.0,3,15752846,2.494882e-06,5.60294999030542
soilN,Arabidopsis,Chr3_13975752.0,3,13975752,2.597945e-06,5.58537004743133
soilN,Arabidopsis,Chr1_4323957.0,1,4323957,2.611959e-06,5.58303364447717
soilN,Arabidopsis,Chr1_4324376.0,1,4324376,2.611959e-06,5.58303364447717
soilN,Arabidopsis,Chr1_4324908.0,1,4324908,2.611959e-06,5.58303364447717
soilN,Arabidopsis,Chr3_12126886.0,3,12126886,2.644781e-06,5.57761028371546
soilN,Arabidopsis,Chr3_3154829.0,3,3154829,2.696488e-06,5.56920150808317
soilN,Arabidopsis,Chr4_3305406.0,4,3305406,2.734366e-06,5.56314335474921
soilN,Arabidopsis,Chr5_9275721.0,5,9275721,2.747976e-06,5.56098706459396
soilN,Arabidopsis,Chr2_5778048.0,2,5778048,2.762807e-06,5.55864945231207
soilN,Arabidopsis,Chr2_71252.0,2,71252,2.774224e-06,5.55685847547744
soilN,Arabidopsis,Chr4_9492936.0,4,9492936,2.856831e-06,5.5441154501802
soilN,Arabidopsis,Chr5_17339572.0,5,17339572,2.858968e-06,5.5437907056078
soilN,Arabidopsis,Chr3_2989331.0,3,2989331,2.870559e-06,5.5420335224382
soilN,Arabidopsis,Chr2_81012.0,2,81012,2.888431e-06,5.53933800259969
soilN,Arabidopsis,Chr5_25948936.0,5,25948936,2.935124e-06,5.53237354641698
soilN,Arabidopsis,Chr3_18633695.0,3,18633695,2.958056e-06,5.5289936084795
soilN,Arabidopsis,Chr4_13900448.0,4,13900448,2.986566e-06,5.52482788335485
soilN,Arabidopsis,Chr1_1626512.0,1,1626512,3.119053e-06,5.50597724550192
soilN,Arabidopsis,Chr1_1630713.0,1,1630713,3.119053e-06,5.50597724550192
soilN,Arabidopsis,Chr1_1634944.0,1,1634944,3.119053e-06,5.50597724550192
soilN,Arabidopsis,Chr3_15868386.0,3,15868386,3.194485e-06,5.49559914679699
soilN,Arabidopsis,Chr1_1075103.0,1,1075103,3.197291e-06,5.49521783481281
soilN,Arabidopsis,Chr2_5785035.0,2,5785035,3.21444e-06,5.49289467626805
soilN,Arabidopsis,Chr1_17488470.0,1,17488470,3.244531e-06,5.48884807200157
soilN,Arabidopsis,Chr3_4551107.0,3,4551107,3.251614e-06,5.48790101523657
soilN,Arabidopsis,Chr1_1080453.0,1,1080453,3.277323e-06,5.48448075416085
soilN,Arabidopsis,Chr3_3146568.0,3,3146568,3.366072e-06,5.47287659873801
soilN,Arabidopsis,Chr3_3147318.0,3,3147318,3.366072e-06,5.47287659873801
soilN,Arabidopsis,Chr3_3149193.0,3,3149193,3.366072e-06,5.47287659873801
soilN,Arabidopsis,Chr3_3155040.0,3,3155040,3.366072e-06,5.47287659873801
soilN,Arabidopsis,Chr1_1676884.0,1,1676884,3.367504e-06,5.47269187973953
soilN,Arabidopsis,Chr4_8914255.0,4,8914255,3.389596e-06,5.46985206150971
soilN,Arabidopsis,Chr2_71630.0,2,71630,3.396981e-06,5.46890688221983
soilN,Arabidopsis,Chr2_74963.0,2,74963,3.396981e-06,5.46890688221983
soilN,Arabidopsis,Chr2_79508.0,2,79508,3.396981e-06,5.46890688221983
soilN,Arabidopsis,Chr2_94622.0,2,94622,3.396981e-06,5.46890688221983
soilN,Arabidopsis,Chr2_5781327.0,2,5781327,3.400386e-06,5.46847178055927
soilN,Arabidopsis,Chr3_15786308.0,3,15786308,3.429653e-06,5.46474981809385
soilN,Arabidopsis,Chr2_465983.0,2,465983,3.474531e-06,5.45910380916258
soilN,Arabidopsis,Chr2_465987.0,2,465987,3.474531e-06,5.45910380916258
soilN,Arabidopsis,Chr4_9030278.0,4,9030278,3.498784e-06,5.45608286817833
soilN,Arabidopsis,Chr4_9030651.0,4,9030651,3.498784e-06,5.45608286817833
soilN,Arabidopsis,Chr2_5536305.0,2,5536305,3.523495e-06,5.45302634044994
soilN,Arabidopsis,Chr2_5537705.0,2,5537705,3.523495e-06,5.45302634044994
soilN,Arabidopsis,Chr3_15863558.0,3,15863558,3.617435e-06,5.44159926377352
soilN,Arabidopsis,Chr3_18844691.0,3,18844691,3.621618e-06,5.44109735999689
soilN,Arabidopsis,Chr4_5498839.0,4,5498839,3.671486e-06,5.43515812349167
soilN,Arabidopsis,Chr4_9031324.0,4,9031324,3.712225e-06,5.43036570882789
soilN,Arabidopsis,Chr5_335489.0,5,335489,3.792662e-06,5.42105585966359
soilN,Arabidopsis,Chr2_68599.0,2,68599,3.805416e-06,5.41959786014727
soilN,Arabidopsis,Chr3_15888899.0,3,15888899,3.841255e-06,5.41552686143234
soilN,Arabidopsis,Chr3_15893401.0,3,15893401,3.841255e-06,5.41552686143234
soilN,Arabidopsis,Chr3_15895641.0,3,15895641,3.841255e-06,5.41552686143234
soilN,Arabidopsis,Chr3_15895647.0,3,15895647,3.841255e-06,5.41552686143234
soilN,Arabidopsis,Chr3_15895756.0,3,15895756,3.841255e-06,5.41552686143234
soilN,Arabidopsis,Chr3_15899730.0,3,15899730,3.841255e-06,5.41552686143234
soilN,Arabidopsis,Chr3_15283452.0,3,15283452,3.879009e-06,5.4112792127573
soilN,Arabidopsis,Chr1_4293462.0,1,4293462,3.883012e-06,5.41083126731495
soilN,Arabidopsis,Chr3_15854266.0,3,15854266,3.902277e-06,5.40868190580216
soilN,Arabidopsis,Chr5_26280243.0,5,26280243,3.955115e-06,5.40284088431818
soilN,Arabidopsis,Chr5_26280560.0,5,26280560,3.955115e-06,5.40284088431818
soilN,Arabidopsis,Chr3_15893546.0,3,15893546,3.97628e-06,5.40052304123314
soilN,Arabidopsis,Chr3_15896207.0,3,15896207,3.97628e-06,5.40052304123314
soilN,Arabidopsis,Chr3_15896217.0,3,15896217,3.97628e-06,5.40052304123314
soilN,Arabidopsis,Chr2_13877467.0,2,13877467,4.034553e-06,5.39420457504033
soilN,Arabidopsis,Chr1_4321016.0,1,4321016,4.04108e-06,5.39350255187988
soilN,Arabidopsis,Chr1_1621808.0,1,1621808,4.065286e-06,5.39090889561663
soilN,Arabidopsis,Chr1_4294740.0,1,4294740,4.087266e-06,5.38856709740634
soilN,Arabidopsis,Chr2_105257.0,2,105257,4.096415e-06,5.38759605225679
soilN,Arabidopsis,Chr5_25790765.0,5,25790765,4.097403e-06,5.38749131891997
soilN,Arabidopsis,Chr1_4312715.0,1,4312715,4.109248e-06,5.38623764754773
soilN,Arabidopsis,Chr3_15946300.0,3,15946300,4.130695e-06,5.38397687103821
soilN,Arabidopsis,Chr3_15946720.0,3,15946720,4.130695e-06,5.38397687103821
soilN,Arabidopsis,Chr3_15946883.0,3,15946883,4.130695e-06,5.38397687103821
soilN,Arabidopsis,Chr2_78590.0,2,78590,4.136892e-06,5.38332581688943
soilN,Arabidopsis,Chr3_4638322.0,3,4638322,4.192058e-06,5.37757271722049
soilN,Arabidopsis,Chr4_1217356.0,4,1217356,4.199862e-06,5.37676497951237
soilN,Arabidopsis,Chr1_4228259.0,1,4228259,4.214928e-06,5.37520983965603
soilN,Arabidopsis,Chr4_5499687.0,4,5499687,4.258223e-06,5.37077159862022
soilN,Arabidopsis,Chr3_15973550.0,3,15973550,4.382063e-06,5.35832138296982
soilN,Arabidopsis,Chr3_15891559.0,3,15891559,4.405191e-06,5.35603525673031
soilN,Arabidopsis,Chr5_10066944.0,5,10066944,4.470918e-06,5.34960329534648
soilN,Arabidopsis,Chr2_5580166.0,2,5580166,4.561882e-06,5.34085595259984
soilN,Arabidopsis,Chr3_14743606.0,3,14743606,4.594515e-06,5.33776032626712
soilN,Arabidopsis,Chr1_1171306.0,1,1171306,4.625466e-06,5.33484450702579
soilN,Arabidopsis,Chr2_453275.0,2,453275,4.644543e-06,5.3330570119916
soilN,Arabidopsis,Chr2_457347.0,2,457347,4.644543e-06,5.3330570119916
soilN,Arabidopsis,Chr4_8881684.0,4,8881684,4.666484e-06,5.331010218901
soilN,Arabidopsis,Chr2_11201779.0,2,11201779,4.715759e-06,5.32644839773398
soilN,Arabidopsis,Chr2_5818476.0,2,5818476,4.80205e-06,5.31857332228585
soilN,Arabidopsis,Chr1_22379746.0,1,22379746,4.836166e-06,5.31549880052287
soilN,Arabidopsis,Chr1_22382676.0,1,22382676,4.836166e-06,5.31549880052287
soilN,Arabidopsis,Chr2_13841610.0,2,13841610,4.850829e-06,5.31418403472569
soilN,Arabidopsis,Chr4_9492804.0,4,9492804,4.960028e-06,5.30451587185433
soilN,Arabidopsis,Chr1_4319256.0,1,4319256,4.963773e-06,5.30418808758861
soilN,Arabidopsis,Chr3_15698221.0,3,15698221,5.015509e-06,5.29968498593889
soilN,Arabidopsis,Chr2_5297579.0,2,5297579,5.017654e-06,5.29949928942865
soilN,Arabidopsis,Chr3_15827192.0,3,15827192,5.032917e-06,5.29818023168099
soilN,Arabidopsis,Chr4_8909900.0,4,8909900,5.049124e-06,5.2967839634589
soilN,Arabidopsis,Chr3_15900313.0,3,15900313,5.056871e-06,5.29611812501146
soilN,Arabidopsis,Chr3_15788697.0,3,15788697,5.086075e-06,5.29361723994364
soilN,Arabidopsis,Chr3_15233095.0,3,15233095,5.225451e-06,5.28187622036358
soilN,Arabidopsis,Chr3_12040247.0,3,12040247,5.235684e-06,5.281026573198
soilN,Arabidopsis,Chr3_12040598.0,3,12040598,5.235684e-06,5.281026573198
soilN,Arabidopsis,Chr3_12040622.0,3,12040622,5.235684e-06,5.281026573198
soilN,Arabidopsis,Chr3_12041223.0,3,12041223,5.235684e-06,5.281026573198
soilN,Arabidopsis,Chr1_4293215.0,1,4293215,5.267622e-06,5.27838539718864
soilN,Arabidopsis,Chr1_4294000.0,1,4294000,5.267622e-06,5.27838539718864
soilN,Arabidopsis,Chr1_4294038.0,1,4294038,5.267622e-06,5.27838539718864
soilN,Arabidopsis,Chr1_4294066.0,1,4294066,5.267622e-06,5.27838539718864
soilN,Arabidopsis,Chr1_4294123.0,1,4294123,5.267622e-06,5.27838539718864
soilN,Arabidopsis,Chr1_4294164.0,1,4294164,5.267622e-06,5.27838539718864
soilN,Arabidopsis,Chr1_4294174.0,1,4294174,5.267622e-06,5.27838539718864
soilN,Arabidopsis,Chr1_4294278.0,1,4294278,5.267622e-06,5.27838539718864
soilN,Arabidopsis,Chr1_4294369.0,1,4294369,5.267622e-06,5.27838539718864
soilN,Arabidopsis,Chr1_4294469.0,1,4294469,5.267622e-06,5.27838539718864
soilN,Arabidopsis,Chr1_1194772.0,1,1194772,5.322574e-06,5.27387829183079
soilN,Arabidopsis,Chr1_4320992.0,1,4320992,5.338243e-06,5.27260166075513
soilN,Arabidopsis,Chr1_4321014.0,1,4321014,5.338243e-06,5.27260166075513
soilN,Arabidopsis,Chr1_4321230.0,1,4321230,5.338243e-06,5.27260166075513
soilN,Arabidopsis,Chr1_4321233.0,1,4321233,5.338243e-06,5.27260166075513
soilN,Arabidopsis,Chr1_4321249.0,1,4321249,5.338243e-06,5.27260166075513
soilN,Arabidopsis,Chr1_4321285.0,1,4321285,5.338243e-06,5.27260166075513
soilN,Arabidopsis,Chr1_4321297.0,1,4321297,5.338243e-06,5.27260166075513
soilN,Arabidopsis,Chr1_4321299.0,1,4321299,5.338243e-06,5.27260166075513
soilN,Arabidopsis,Chr1_4321301.0,1,4321301,5.338243e-06,5.27260166075513
soilN,Arabidopsis,Chr1_4321316.0,1,4321316,5.338243e-06,5.27260166075513
soilN,Arabidopsis,Chr1_4321317.0,1,4321317,5.338243e-06,5.27260166075513
soilN,Arabidopsis,Chr4_8871915.0,4,8871915,5.392681e-06,5.26819526931637
soilN,Arabidopsis,Chr1_1668865.0,1,1668865,5.407712e-06,5.26698644579078
soilN,Arabidopsis,Chr5_13560536.0,5,13560536,5.425509e-06,5.26555951176115
soilN,Arabidopsis,Chr2_5551807.0,2,5551807,5.451152e-06,5.26351170792995
soilN,Arabidopsis,Chr4_10512014.0,4,10512014,5.46783e-06,5.26218499652002
soilN,Arabidopsis,Chr2_19074832.0,2,19074832,5.476211e-06,5.26151982672317
soilN,Arabidopsis,Chr2_19077743.0,2,19077743,5.476211e-06,5.26151982672317
soilN,Arabidopsis,Chr2_19078335.0,2,19078335,5.476211e-06,5.26151982672317
soilN,Arabidopsis,Chr5_26369582.0,5,26369582,5.480444e-06,5.2611842555779
soilN,Arabidopsis,Chr3_6722757.0,3,6722757,5.487026e-06,5.26066298191623
soilN,Arabidopsis,Chr1_22376674.0,1,22376674,5.50778e-06,5.25902341530948
soilN,Arabidopsis,Chr1_12665483.0,1,12665483,5.599311e-06,5.25186541001299
soilN,Arabidopsis,Chr2_7291975.0,2,7291975,5.602657e-06,5.25160596464059
soilN,Arabidopsis,Chr2_7292077.0,2,7292077,5.602657e-06,5.25160596464059
soilN,Arabidopsis,Chr3_13820561.0,3,13820561,5.631411e-06,5.24938277517749
soilN,Arabidopsis,Chr3_15912210.0,3,15912210,5.658086e-06,5.24733045577588
soilN,Arabidopsis,Chr5_3161739.0,5,3161739,5.667889e-06,5.24657866356917
soilN,Arabidopsis,Chr2_6794968.0,2,6794968,5.676744e-06,5.24590069039573
soilN,Arabidopsis,Chr5_1511006.0,5,1511006,5.72704e-06,5.24206978358501
