PC1_Arabidopsis,PC1_Barley,PC1_Rice,PC1_Maize,PC1_Sorghum,PC2_Arabidopsis,PC2_Barley,PC2_Rice,PC2_Maize,PC2_Sorghum,PC3_Arabidopsis,PC3_Barley,PC3_Rice,PC3_Maize,PC3_Sorghum,pH_Arabidopsis,pH_Barley,pH_Rice,pH_Maize,pH_Sorghum,soilN_Arabidopsis,soilN_Barley,soilN_Rice,soilN_Maize,soilN_Sorghum,AM_rel_Arabidopsis,AM_rel_Barley,AM_rel_Rice,AM_rel_Maize,AM_rel_Sorghum,AM_roots_Arabidopsis,AM_roots_Barley,AM_roots_Rice,AM_roots_Maize,AM_roots_Sorghum,aridity_Arabidopsis,aridity_Barley,aridity_Rice,aridity_Maize,aridity_Sorghum
AT1G10020,HORVU.MOREX.r3.2HG0112600,LOC_Os03g02270,Zm00001eb015120,SORBI_3001G078800,AT1G11090,HORVU.MOREX.r3.2HG0097850,LOC_Os04g06700,Zm00001eb020330,SORBI_3001G076300,AT1G10370,HORVU.MOREX.r3.1HG0094180,LOC_Os02g06990,Zm00001eb015870,SORBI_3001G333700,AT1G12360,HORVU.MOREX.r3.1HG0084490,LOC_Os02g06890,Zm00001eb011200,SORBI_3001G209300,AT1G08880,HORVU.MOREX.r3.1HG0078610,LOC_Os08g05520,Zm00001eb012060,SORBI_3001G196000,AT1G14420,HORVU.MOREX.r3.2HG0102910,LOC_Os04g05080,Zm00001eb022050,SORBI_3001G332900,AT1G13250,HORVU.MOREX.r3.2HG0097620,LOC_Os05g01620,Zm00001eb006870,SORBI_3001G207000,AT1G14630,HORVU.MOREX.r3.2HG0186630,LOC_Os03g08000,Zm00001eb053220,
AT1G10820,HORVU.MOREX.r3.2HG0112630,LOC_Os03g04130,Zm00001eb015440,SORBI_3001G078900,AT1G11130,HORVU.MOREX.r3.2HG0105050,LOC_Os04g06820,Zm00001eb022050,SORBI_3001G076400,AT1G10820,HORVU.MOREX.r3.1HG0094260,LOC_Os02g07020,Zm00001eb015890,SORBI_3001G333800,AT1G12780,HORVU.MOREX.r3.1HG0084510,LOC_Os02g06920,Zm00001eb011370,SORBI_3001G209500,AT1G09157,HORVU.MOREX.r3.1HG0078650,LOC_Os08g05560,Zm00001eb012190,SORBI_3001G196100,AT1G14430,HORVU.MOREX.r3.2HG0105050,LOC_Os04g05550,Zm00001eb022940,SORBI_3001G334200,AT1G13380,HORVU.MOREX.r3.2HG0099040,LOC_Os05g01690,Zm00001eb007670,SORBI_3001G211400,AT1G16900,HORVU.MOREX.r3.2HG0198640,LOC_Os03g08030,Zm00001eb053580,
AT1G10880,HORVU.MOREX.r3.2HG0112660,LOC_Os03g05820,Zm00001eb015570,SORBI_3001G079300,AT1G11380,HORVU.MOREX.r3.2HG0105070,LOC_Os05g01030,Zm00001eb023230,SORBI_3001G076700,AT1G11545,HORVU.MOREX.r3.1HG0094520,LOC_Os02g07520,Zm00001eb020090,SORBI_3001G333900,AT1G13250,HORVU.MOREX.r3.2HG0095510,LOC_Os02g06990,Zm00001eb013650,SORBI_3001G212500,AT1G09660,HORVU.MOREX.r3.1HG0079000,LOC_Os09g02530,Zm00001eb012270,SORBI_3001G199300,AT1G14510,HORVU.MOREX.r3.2HG0105070,LOC_Os04g05810,Zm00001eb023010,SORBI_3001G335500,AT1G13440,HORVU.MOREX.r3.2HG0102130,LOC_Os05g04850,Zm00001eb007730,SORBI_3001G217100,AT1G16970,HORVU.MOREX.r3.2HG0201790,LOC_Os03g08240,Zm00001eb054090,
AT1G10900,HORVU.MOREX.r3.2HG0112670,LOC_Os03g07480,Zm00001eb015960,SORBI_3001G079500,AT1G11545,HORVU.MOREX.r3.2HG0106220,LOC_Os05g01760,Zm00001eb030440,SORBI_3001G079100,AT1G12110,HORVU.MOREX.r3.1HG0095080,LOC_Os02g07700,Zm00001eb022230,SORBI_3001G376600,AT1G14330,HORVU.MOREX.r3.2HG0096530,LOC_Os02g07000,Zm00001eb013700,SORBI_3001G213400,AT1G09812,HORVU.MOREX.r3.1HG0079140,LOC_Os09g03220,Zm00001eb012470,SORBI_3001G199400,AT1G14540,HORVU.MOREX.r3.2HG0105080,LOC_Os04g06530,Zm00001eb023250,SORBI_3001G335600,AT1G13580,HORVU.MOREX.r3.2HG0102700,LOC_Os05g04940,Zm00001eb008930,SORBI_3001G263600,AT1G19330,HORVU.MOREX.r3.2HG0205250,LOC_Os04g02280,Zm00001eb055950,
AT1G10970,HORVU.MOREX.r3.2HG0112690,LOC_Os03g07630,Zm00001eb016040,SORBI_3001G079600,AT1G11650,HORVU.MOREX.r3.2HG0106230,LOC_Os05g03770,Zm00001eb031410,SORBI_3001G079300,AT1G12140,HORVU.MOREX.r3.2HG0097240,LOC_Os03g01320,Zm00001eb022940,SORBI_3001G376700,AT1G14340,HORVU.MOREX.r3.2HG0096540,LOC_Os03g01290,Zm00001eb013820,SORBI_3001G217000,AT1G09970,HORVU.MOREX.r3.1HG0079200,LOC_Os09g03230,Zm00001eb014110,SORBI_3001G207400,AT1G14560,HORVU.MOREX.r3.2HG0107000,LOC_Os05g01620,Zm00001eb028030,SORBI_3001G358500,AT1G13600,HORVU.MOREX.r3.2HG0103170,LOC_Os05g04960,Zm00001eb009430,SORBI_3001G270800,AT1G21630,HORVU.MOREX.r3.2HG0205400,LOC_Os04g04430,Zm00001eb057860,
AT1G11000,HORVU.MOREX.r3.2HG0112720,LOC_Os03g07640,Zm00001eb016920,SORBI_3001G079700,AT1G11670,HORVU.MOREX.r3.2HG0106600,LOC_Os05g05950,Zm00001eb031590,SORBI_3001G079500,AT1G12200,HORVU.MOREX.r3.2HG0100810,LOC_Os03g01460,Zm00001eb022950,SORBI_3001G399200,AT1G14420,HORVU.MOREX.r3.2HG0096600,LOC_Os03g01320,Zm00001eb014050,SORBI_3001G219400,AT1G10090,HORVU.MOREX.r3.1HG0082310,LOC_Os09g03750,Zm00001eb014500,SORBI_3001G240100,AT1G14630,HORVU.MOREX.r3.2HG0107260,LOC_Os05g05270,Zm00001eb028440,SORBI_3001G386000,AT1G13950,HORVU.MOREX.r3.2HG0103190,LOC_Os05g05450,Zm00001eb010640,SORBI_3001G293000,AT1G22150,HORVU.MOREX.r3.2HG0206000,LOC_Os04g04520,Zm00001eb058320,
AT1G11080,HORVU.MOREX.r3.2HG0113040,LOC_Os03g07660,Zm00001eb016930,SORBI_3001G080000,AT1G12000,HORVU.MOREX.r3.2HG0107720,LOC_Os06g02250,Zm00001eb031670,SORBI_3001G079600,AT1G12500,HORVU.MOREX.r3.2HG0101260,LOC_Os03g02050,Zm00001eb023740,SORBI_3001G399300,AT1G14450,HORVU.MOREX.r3.2HG0096610,LOC_Os03g01490,Zm00001eb015710,SORBI_3001G239000,AT1G10120,HORVU.MOREX.r3.1HG0083880,LOC_Os09g04010,Zm00001eb014600,SORBI_3001G240300,AT1G14690,HORVU.MOREX.r3.2HG0107730,LOC_Os05g05780,Zm00001eb029250,SORBI_3001G386400,AT1G13990,HORVU.MOREX.r3.2HG0105050,LOC_Os05g05780,Zm00001eb010910,SORBI_3001G361000,AT1G23320,HORVU.MOREX.r3.2HG0207580,LOC_Os04g05420,Zm00001eb058970,
AT1G11130,HORVU.MOREX.r3.2HG0119030,LOC_Os03g07990,Zm00001eb017290,SORBI_3001G080200,AT1G12020,HORVU.MOREX.r3.2HG0110060,LOC_Os07g01200,Zm00001eb031800,SORBI_3001G114400,AT1G12560,HORVU.MOREX.r3.2HG0103170,LOC_Os03g02090,Zm00001eb023810,SORBI_3001G399400,AT1G14670,HORVU.MOREX.r3.2HG0096800,LOC_Os03g01620,Zm00001eb017290,SORBI_3001G239200,AT1G10280,HORVU.MOREX.r3.1HG0084010,LOC_Os09g04260,Zm00001eb014850,SORBI_3001G240600,AT1G14980,HORVU.MOREX.r3.2HG0107750,LOC_Os06g01934,Zm00001eb030190,SORBI_3001G399300,AT1G14010,HORVU.MOREX.r3.2HG0105070,LOC_Os06g02100,Zm00001eb011320,SORBI_3001G361100,AT1G26850,HORVU.MOREX.r3.2HG0213380,LOC_Os04g05560,Zm00001eb059930,
AT1G11250,HORVU.MOREX.r3.2HG0126360,LOC_Os03g08030,Zm00001eb017320,SORBI_3001G085300,AT1G12110,HORVU.MOREX.r3.2HG0114460,LOC_Os07g02080,Zm00001eb031830,SORBI_3001G115300,AT1G12600,HORVU.MOREX.r3.2HG0103190,LOC_Os03g07610,Zm00001eb024400,SORBI_3001G402200,AT1G14690,HORVU.MOREX.r3.2HG0097600,LOC_Os03g01660,Zm00001eb019550,SORBI_3001G239500,AT1G10360,HORVU.MOREX.r3.1HG0084370,LOC_Os09g04380,Zm00001eb016180,SORBI_3001G256700,AT1G15110,HORVU.MOREX.r3.2HG0110850,LOC_Os06g02250,Zm00001eb031340,SORBI_3001G421700,AT1G14160,HORVU.MOREX.r3.2HG0105470,LOC_Os06g02250,Zm00001eb011900,SORBI_3001G361300,AT1G30650,HORVU.MOREX.r3.2HG0214670,LOC_Os04g06820,Zm00001eb060140,
AT1G11310,HORVU.MOREX.r3.2HG0129780,LOC_Os03g08090,Zm00001eb017630,SORBI_3001G085400,AT1G12780,HORVU.MOREX.r3.2HG0114920,LOC_Os07g04370,Zm00001eb032760,SORBI_3001G133900,AT1G12610,HORVU.MOREX.r3.2HG0103880,LOC_Os03g08114,Zm00001eb026550,SORBI_3002G115400,AT1G14710,HORVU.MOREX.r3.2HG0097610,LOC_Os03g01670,Zm00001eb020260,SORBI_3001G246500,AT1G10370,HORVU.MOREX.r3.1HG0084770,LOC_Os09g04410,Zm00001eb017290,SORBI_3001G264000,AT1G15550,HORVU.MOREX.r3.2HG0112600,LOC_Os06g07080,Zm00001eb031400,SORBI_3001G421900,AT1G14510,HORVU.MOREX.r3.2HG0107750,LOC_Os06g02380,Zm00001eb011910,SORBI_3001G430500,AT1G32450,HORVU.MOREX.r3.3HG0226150,LOC_Os05g01030,Zm00001eb060260,
AT1G11380,HORVU.MOREX.r3.2HG0129980,LOC_Os03g08220,Zm00001eb017810,SORBI_3001G085500,AT1G14345,HORVU.MOREX.r3.2HG0116500,LOC_Os07g05430,Zm00001eb032940,SORBI_3001G189200,AT1G13250,HORVU.MOREX.r3.2HG0104870,LOC_Os03g08220,Zm00001eb028380,SORBI_3002G125700,AT1G14740,HORVU.MOREX.r3.2HG0100670,LOC_Os03g01800,Zm00001eb021020,SORBI_3001G252000,AT1G10430,HORVU.MOREX.r3.1HG0087150,LOC_Os09g04600,Zm00001eb019160,SORBI_3001G297000,AT1G15950,HORVU.MOREX.r3.2HG0112610,LOC_Os06g07130,Zm00001eb031600,SORBI_3001G422100,AT1G14540,HORVU.MOREX.r3.2HG0108460,LOC_Os06g04860,Zm00001eb012340,SORBI_3002G002600,AT1G34320,HORVU.MOREX.r3.3HG0227830,LOC_Os05g01050,Zm00001eb061310,
AT1G11930,HORVU.MOREX.r3.2HG0141980,LOC_Os03g08230,Zm00001eb018360,SORBI_3001G085600,AT1G16670,HORVU.MOREX.r3.2HG0117640,LOC_Os07g05810,Zm00001eb034780,SORBI_3001G189700,AT1G13820,HORVU.MOREX.r3.2HG0104880,LOC_Os03g08310,Zm00001eb030420,SORBI_3002G321400,AT1G14750,HORVU.MOREX.r3.2HG0100680,LOC_Os03g01870,Zm00001eb026460,SORBI_3001G254000,AT1G11050,HORVU.MOREX.r3.1HG0087170,LOC_Os09g04680,Zm00001eb020420,SORBI_3001G308200,AT1G15960,HORVU.MOREX.r3.2HG0112900,LOC_Os06g07160,Zm00001eb032750,SORBI_3001G438100,AT1G14687,HORVU.MOREX.r3.2HG0111610,LOC_Os07g01340,Zm00001eb012470,SORBI_3002G002700,AT1G34540,HORVU.MOREX.r3.3HG0230880,LOC_Os05g01060,Zm00001eb062530,
AT1G12110,HORVU.MOREX.r3.2HG0142100,LOC_Os03g08240,Zm00001eb019240,SORBI_3001G089800,AT1G16920,HORVU.MOREX.r3.2HG0126910,LOC_Os07g06670,Zm00001eb035860,SORBI_3001G189800,AT1G13880,HORVU.MOREX.r3.2HG0104890,LOC_Os04g03680,Zm00001eb032110,SORBI_3002G321500,AT1G14780,HORVU.MOREX.r3.2HG0100890,LOC_Os03g02010,Zm00001eb027970,SORBI_3001G254100,AT1G11530,HORVU.MOREX.r3.1HG0092810,LOC_Os09g04820,Zm00001eb022740,SORBI_3001G308400,AT1G16670,HORVU.MOREX.r3.2HG0140790,LOC_Os07g05400,Zm00001eb032760,SORBI_3001G447000,AT1G14690,HORVU.MOREX.r3.2HG0111620,LOC_Os07g01520,Zm00001eb013110,SORBI_3002G012300,AT1G34750,HORVU.MOREX.r3.3HG0239530,LOC_Os05g01250,Zm00001eb062550,
AT1G12430,HORVU.MOREX.r3.2HG0148060,LOC_Os03g08290,Zm00001eb020730,SORBI_3001G090100,AT1G17760,HORVU.MOREX.r3.2HG0126960,LOC_Os08g02204,Zm00001eb036270,SORBI_3001G190100,AT1G14130,HORVU.MOREX.r3.2HG0108040,LOC_Os04g04180,Zm00001eb034700,SORBI_3002G355300,AT1G15180,HORVU.MOREX.r3.2HG0100900,LOC_Os03g02270,Zm00001eb028380,SORBI_3001G265700,AT1G11670,HORVU.MOREX.r3.1HG0092820,LOC_Os09g04860,Zm00001eb024870,SORBI_3001G327900,AT1G16890,HORVU.MOREX.r3.2HG0142680,LOC_Os07g05580,Zm00001eb035310,SORBI_3002G043300,AT1G15130,HORVU.MOREX.r3.2HG0111640,LOC_Os07g01600,Zm00001eb013120,SORBI_3002G040300,AT1G47220,HORVU.MOREX.r3.3HG0255050,LOC_Os05g01530,Zm00001eb062910,
AT1G12450,HORVU.MOREX.r3.2HG0159100,LOC_Os04g03380,Zm00001eb026700,SORBI_3001G090500,AT1G18830,HORVU.MOREX.r3.2HG0129450,LOC_Os08g03840,Zm00001eb037610,SORBI_3001G196200,AT1G14540,HORVU.MOREX.r3.2HG0108050,LOC_Os04g04500,Zm00001eb034940,SORBI_3002G355400,AT1G15200,HORVU.MOREX.r3.2HG0105050,LOC_Os03g03300,Zm00001eb028610,SORBI_3001G314000,AT1G11860,HORVU.MOREX.r3.1HG0092830,LOC_Os09g04970,Zm00001eb026440,SORBI_3001G328100,AT1G16920,HORVU.MOREX.r3.2HG0142760,LOC_Os07g05810,Zm00001eb036560,SORBI_3002G043500,AT1G15370,HORVU.MOREX.r3.2HG0112720,LOC_Os07g01810,Zm00001eb013180,SORBI_3002G043300,AT1G47230,HORVU.MOREX.r3.3HG0273790,LOC_Os05g01590,Zm00001eb063620,
AT1G14120,HORVU.MOREX.r3.2HG0186490,LOC_Os04g04520,Zm00001eb029220,SORBI_3001G098400,AT1G18880,HORVU.MOREX.r3.2HG0169240,LOC_Os08g05000,Zm00001eb038370,SORBI_3001G196400,AT1G14680,HORVU.MOREX.r3.2HG0110130,LOC_Os04g04590,Zm00001eb034990,SORBI_3002G355500,AT1G15310,HORVU.MOREX.r3.2HG0105070,LOC_Os03g05770,Zm00001eb029710,SORBI_3001G314400,AT1G12020,HORVU.MOREX.r3.1HG0092870,LOC_Os09g05040,Zm00001eb027970,SORBI_3001G357400,AT1G17200,HORVU.MOREX.r3.2HG0142770,LOC_Os07g05850,Zm00001eb036580,SORBI_3002G043600,AT1G15550,HORVU.MOREX.r3.2HG0130900,LOC_Os07g01860,Zm00001eb013650,SORBI_3002G043600,AT1G47640,HORVU.MOREX.r3.3HG0276050,LOC_Os05g01690,Zm00001eb063800,
AT1G14130,HORVU.MOREX.r3.2HG0186500,LOC_Os04g04590,Zm00001eb030420,SORBI_3001G099100,AT1G19430,HORVU.MOREX.r3.2HG0169250,LOC_Os08g05240,Zm00001eb039590,SORBI_3001G196600,AT1G14687,HORVU.MOREX.r3.2HG0111350,LOC_Os04g05080,Zm00001eb035860,SORBI_3002G365900,AT1G15420,HORVU.MOREX.r3.2HG0105080,LOC_Os03g06930,Zm00001eb029720,SORBI_3001G323701,AT1G12110,HORVU.MOREX.r3.1HG0092880,LOC_Os09g05060,Zm00001eb028680,SORBI_3001G357900,AT1G17500,HORVU.MOREX.r3.2HG0144990,LOC_Os07g06040,Zm00001eb036840,SORBI_3002G045700,AT1G16300,HORVU.MOREX.r3.2HG0137420,LOC_Os07g01900,Zm00001eb013950,SORBI_3002G074000,AT1G57550,HORVU.MOREX.r3.3HG0276180,LOC_Os05g02230,Zm00001eb064750,
AT1G14160,HORVU.MOREX.r3.2HG0186650,LOC_Os04g04770,Zm00001eb032110,SORBI_3001G133900,AT1G19850,HORVU.MOREX.r3.2HG0171990,LOC_Os09g02530,Zm00001eb039720,SORBI_3001G196700,AT1G15950,HORVU.MOREX.r3.2HG0111790,LOC_Os04g05780,Zm00001eb037710,SORBI_3002G366000,AT1G15550,HORVU.MOREX.r3.2HG0105470,LOC_Os03g07030,Zm00001eb030870,SORBI_3001G342500,AT1G12360,HORVU.MOREX.r3.1HG0093030,LOC_Os10g05730,Zm00001eb030420,SORBI_3001G358200,AT1G17520,HORVU.MOREX.r3.2HG0149410,LOC_Os07g06930,Zm00001eb037710,SORBI_3002G045800,AT1G16520,HORVU.MOREX.r3.2HG0141250,LOC_Os07g01940,Zm00001eb015210,SORBI_3002G074200,AT1G58360,HORVU.MOREX.r3.3HG0298370,LOC_Os05g04290,Zm00001eb067730,
AT1G14630,HORVU.MOREX.r3.2HG0186670,LOC_Os04g05330,Zm00001eb032380,SORBI_3001G153400,AT1G20850,HORVU.MOREX.r3.2HG0172080,LOC_Os09g02580,Zm00001eb040890,SORBI_3001G202400,AT1G16190,HORVU.MOREX.r3.2HG0111800,LOC_Os05g01030,Zm00001eb038270,SORBI_3002G366200,AT1G15570,HORVU.MOREX.r3.2HG0105650,LOC_Os03g07640,Zm00001eb031730,SORBI_3001G342600,AT1G12430,HORVU.MOREX.r3.1HG0093050,LOC_Os11g01090,Zm00001eb030640,SORBI_3001G358500,AT1G17650,HORVU.MOREX.r3.2HG0166000,LOC_Os08g01008,Zm00001eb038510,SORBI_3002G094600,AT1G17940,HORVU.MOREX.r3.2HG0156100,LOC_Os07g04370,Zm00001eb015460,SORBI_3002G134100,AT1G59740,HORVU.MOREX.r3.3HG0304730,LOC_Os05g04850,Zm00001eb068160,
AT1G15110,HORVU.MOREX.r3.2HG0188130,LOC_Os04g05520,Zm00001eb033130,SORBI_3001G153800,AT1G22050,HORVU.MOREX.r3.2HG0172200,LOC_Os09g03750,Zm00001eb040900,SORBI_3001G205350,AT1G16670,HORVU.MOREX.r3.2HG0111810,LOC_Os05g01060,Zm00001eb038710,SORBI_3002G388400,AT1G16040,HORVU.MOREX.r3.2HG0105670,LOC_Os03g07650,Zm00001eb032060,SORBI_3001G359400,AT1G12500,HORVU.MOREX.r3.1HG0093750,LOC_Os11g01280,Zm00001eb031340,SORBI_3001G359400,AT1G17710,HORVU.MOREX.r3.2HG0173680,LOC_Os08g05300,Zm00001eb038710,SORBI_3002G095100,AT1G18720,HORVU.MOREX.r3.2HG0159040,LOC_Os07g04850,Zm00001eb015710,SORBI_3002G137000,AT1G61520,HORVU.MOREX.r3.3HG0311810,LOC_Os05g05020,Zm00001eb068210,
AT1G15950,HORVU.MOREX.r3.2HG0188160,LOC_Os04g05560,Zm00001eb033140,SORBI_3001G158000,AT1G22200,HORVU.MOREX.r3.2HG0174320,LOC_Os09g04000,Zm00001eb041470,SORBI_3001G205700,AT1G17500,HORVU.MOREX.r3.2HG0111960,LOC_Os05g01160,Zm00001eb039590,SORBI_3002G388600,AT1G16470,HORVU.MOREX.r3.2HG0106220,LOC_Os03g07670,Zm00001eb032280,SORBI_3001G359800,AT1G12560,HORVU.MOREX.r3.1HG0093760,,Zm00001eb031670,SORBI_3001G359601,AT1G17745,HORVU.MOREX.r3.2HG0178520,LOC_Os08g05490,Zm00001eb040240,SORBI_3002G095400,AT1G19180,HORVU.MOREX.r3.2HG0167410,LOC_Os07g05810,Zm00001eb016040,SORBI_3002G174000,AT1G64060,HORVU.MOREX.r3.3HG0313010,LOC_Os05g05740,Zm00001eb069320,
AT1G16240,HORVU.MOREX.r3.2HG0188890,LOC_Os04g05570,Zm00001eb034990,SORBI_3001G226300,AT1G22240,HORVU.MOREX.r3.2HG0176560,LOC_Os09g04260,Zm00001eb041610,SORBI_3001G205900,AT1G17580,HORVU.MOREX.r3.2HG0119120,LOC_Os05g01250,Zm00001eb040260,SORBI_3002G388700,AT1G16520,HORVU.MOREX.r3.2HG0106230,LOC_Os03g07990,Zm00001eb033190,SORBI_3001G360200,AT1G12780,HORVU.MOREX.r3.2HG0096800,,Zm00001eb031940,SORBI_3001G359700,AT1G17750,HORVU.MOREX.r3.2HG0178930,LOC_Os08g05520,Zm00001eb040890,SORBI_3002G098800,AT1G19300,HORVU.MOREX.r3.2HG0168730,LOC_Os08g01008,Zm00001eb019800,SORBI_3002G175400,AT1G65820,HORVU.MOREX.r3.3HG0314780,LOC_Os06g02250,Zm00001eb070400,
AT1G16300,HORVU.MOREX.r3.2HG0192940,LOC_Os04g06820,Zm00001eb035010,SORBI_3001G226600,AT1G22280,HORVU.MOREX.r3.2HG0187780,LOC_Os09g04460,Zm00001eb041840,SORBI_3001G206000,AT1G17745,HORVU.MOREX.r3.2HG0125840,LOC_Os05g01620,Zm00001eb040890,SORBI_3003G161600,AT1G16670,HORVU.MOREX.r3.2HG0106600,LOC_Os03g08030,Zm00001eb034780,SORBI_3001G361800,AT1G12820,HORVU.MOREX.r3.2HG0096810,,Zm00001eb031970,SORBI_3001G359800,AT1G17790,HORVU.MOREX.r3.2HG0178940,LOC_Os08g05560,Zm00001eb040900,SORBI_3002G098900,AT1G19380,HORVU.MOREX.r3.2HG0168790,LOC_Os08g01220,Zm00001eb021390,SORBI_3002G175500,AT1G66180,HORVU.MOREX.r3.3HG0316870,LOC_Os06g06140,Zm00001eb070560,
AT1G16500,HORVU.MOREX.r3.2HG0192950,LOC_Os04g06879,Zm00001eb035820,SORBI_3001G252000,AT1G22410,HORVU.MOREX.r3.2HG0192000,LOC_Os09g04600,Zm00001eb042050,SORBI_3001G244400,AT1G17840,HORVU.MOREX.r3.2HG0128270,LOC_Os05g04050,Zm00001eb041050,SORBI_3003G161700,AT1G16880,HORVU.MOREX.r3.2HG0108020,LOC_Os03g08220,Zm00001eb034970,SORBI_3001G362100,AT1G12910,HORVU.MOREX.r3.2HG0097600,,Zm00001eb032940,SORBI_3001G398800,AT1G17840,HORVU.MOREX.r3.2HG0183080,LOC_Os08g05590,Zm00001eb041140,SORBI_3002G137400,AT1G19450,HORVU.MOREX.r3.2HG0168820,LOC_Os08g01330,Zm00001eb022050,SORBI_3002G177400,AT1G68360,HORVU.MOREX.r3.3HG0320720,LOC_Os06g07080,Zm00001eb070570,
AT1G16870,HORVU.MOREX.r3.2HG0193130,LOC_Os05g01690,Zm00001eb035840,SORBI_3001G254000,AT1G22500,HORVU.MOREX.r3.2HG0192050,LOC_Os09g05060,Zm00001eb042070,SORBI_3001G244600,AT1G17950,HORVU.MOREX.r3.2HG0131310,LOC_Os05g04260,Zm00001eb041610,SORBI_3003G164500,AT1G16890,HORVU.MOREX.r3.2HG0109140,LOC_Os03g08230,Zm00001eb036220,SORBI_3001G362300,AT1G14320,HORVU.MOREX.r3.2HG0098810,,Zm00001eb033650,SORBI_3001G399200,AT1G17960,HORVU.MOREX.r3.2HG0184640,LOC_Os08g05660,Zm00001eb041280,SORBI_3002G164300,AT1G19730,HORVU.MOREX.r3.2HG0169150,LOC_Os08g02204,Zm00001eb023610,SORBI_3002G179800,AT1G68840,HORVU.MOREX.r3.3HG0326240,LOC_Os07g01340,Zm00001eb071550,
AT1G16880,HORVU.MOREX.r3.2HG0195130,LOC_Os05g02230,Zm00001eb036760,SORBI_3001G254100,AT1G22610,HORVU.MOREX.r3.2HG0192900,LOC_Os10g03300,Zm00001eb043380,SORBI_3001G261700,AT1G18630,HORVU.MOREX.r3.2HG0134190,LOC_Os05g04760,Zm00001eb041630,SORBI_3003G183300,AT1G16920,HORVU.MOREX.r3.2HG0109150,LOC_Os04g03380,Zm00001eb036270,SORBI_3001G375500,AT1G14330,HORVU.MOREX.r3.2HG0100050,,Zm00001eb034260,SORBI_3001G399300,AT1G18090,HORVU.MOREX.r3.2HG0189830,LOC_Os08g05670,Zm00001eb041340,SORBI_3002G274000,AT1G21460,HORVU.MOREX.r3.2HG0169240,LOC_Os08g03850,Zm00001eb023690,SORBI_3002G180000,AT1G71000,HORVU.MOREX.r3.3HG0326770,LOC_Os07g01920,Zm00001eb072020,
AT1G16890,HORVU.MOREX.r3.2HG0195300,LOC_Os05g05400,Zm00001eb037000,SORBI_3001G265700,AT1G22620,HORVU.MOREX.r3.2HG0192910,LOC_Os10g04760,Zm00001eb043390,SORBI_3001G284100,AT1G18650,HORVU.MOREX.r3.2HG0139400,LOC_Os05g04850,Zm00001eb043110,SORBI_3003G184500,AT1G16970,HORVU.MOREX.r3.2HG0110000,LOC_Os04g04500,Zm00001eb037890,SORBI_3001G377600,AT1G15110,HORVU.MOREX.r3.2HG0100750,,Zm00001eb034990,SORBI_3001G402200,AT1G18100,HORVU.MOREX.r3.2HG0189840,LOC_Os09g02580,Zm00001eb041730,SORBI_3002G274600,AT1G25280,HORVU.MOREX.r3.2HG0169290,LOC_Os08g04470,Zm00001eb023840,SORBI_3002G180300,AT1G72175,HORVU.MOREX.r3.3HG0330950,LOC_Os07g05430,Zm00001eb075370,
AT1G16920,HORVU.MOREX.r3.2HG0195650,LOC_Os05g05740,Zm00001eb037030,SORBI_3001G295800,AT1G22740,HORVU.MOREX.r3.2HG0193690,LOC_Os10g04770,Zm00001eb044590,SORBI_3001G328500,AT1G19170,HORVU.MOREX.r3.2HG0156870,LOC_Os05g04940,Zm00001eb043120,SORBI_3003G225000,AT1G17420,HORVU.MOREX.r3.2HG0110130,LOC_Os04g05520,Zm00001eb038600,SORBI_3001G380100,AT1G15960,HORVU.MOREX.r3.2HG0100890,,Zm00001eb035680,SORBI_3001G439800,AT1G18200,HORVU.MOREX.r3.2HG0193650,LOC_Os09g03750,Zm00001eb042070,SORBI_3002G283300,AT1G25380,HORVU.MOREX.r3.2HG0169970,LOC_Os08g04480,Zm00001eb023910,SORBI_3002G198500,AT1G72300,HORVU.MOREX.r3.4HG0331380,LOC_Os07g05810,Zm00001eb076780,
AT1G17420,HORVU.MOREX.r3.2HG0198640,LOC_Os06g05480,Zm00001eb037360,SORBI_3001G328500,AT1G23080,HORVU.MOREX.r3.2HG0193700,LOC_Os10g04780,Zm00001eb044660,SORBI_3001G350700,AT1G19180,HORVU.MOREX.r3.2HG0170880,LOC_Os05g04960,Zm00001eb043610,SORBI_3003G225200,AT1G17950,HORVU.MOREX.r3.2HG0110140,LOC_Os04g05560,Zm00001eb038610,SORBI_3001G380600,AT1G16880,HORVU.MOREX.r3.2HG0100900,,Zm00001eb035710,SORBI_3001G439900,AT1G18210,HORVU.MOREX.r3.2HG0195130,LOC_Os09g04260,Zm00001eb043080,SORBI_3002G283800,AT1G25480,HORVU.MOREX.r3.2HG0173040,LOC_Os08g04600,Zm00001eb029710,SORBI_3002G198600,AT1G72416,HORVU.MOREX.r3.4HG0332230,LOC_Os08g02370,Zm00001eb078120,
