PC1_Arabidopsis,PC1_Barley,PC1_Rice,PC1_Maize,PC1_Sorghum,PC2_Arabidopsis,PC2_Barley,PC2_Rice,PC2_Maize,PC2_Sorghum,PC3_Arabidopsis,PC3_Barley,PC3_Rice,PC3_Maize,PC3_Sorghum,pH_Arabidopsis,pH_Barley,pH_Rice,pH_Maize,pH_Sorghum,soilN_Arabidopsis,soilN_Barley,soilN_Rice,soilN_Maize,soilN_Sorghum,AM_rel_Arabidopsis,AM_rel_Barley,AM_rel_Rice,AM_rel_Maize,AM_rel_Sorghum,AM_roots_Arabidopsis,AM_roots_Barley,AM_roots_Rice,AM_roots_Maize,AM_roots_Sorghum,aridity_Arabidopsis,aridity_Barley,aridity_Rice,aridity_Maize,aridity_Sorghum
AT1G02770,HORVU.MOREX.r3.1HG0004600,LOC_Os01g01340,Zm00001eb002190,SORBI_3001G031700,AT1G03160,HORVU.MOREX.r3.1HG0009740,LOC_Os01g04430,Zm00001eb001580,SORBI_3001G042600,AT1G01540,HORVU.MOREX.r3.1HG0012320,LOC_Os01g02190,Zm00001eb003180,SORBI_3001G028301,AT1G02380,HORVU.MOREX.r3.1HG0004000,LOC_Os01g01340,Zm00001eb001800,SORBI_3001G030400,AT1G02800,HORVU.MOREX.r3.1HG0003110,LOC_Os01g09490,Zm00001eb002020,SORBI_3001G043601,AT1G02510,HORVU.MOREX.r3.1HG0019330,LOC_Os01g04320,Zm00001eb003120,SORBI_3001G050500,AT1G03010,HORVU.MOREX.r3.1HG0009860,LOC_Os01g03770,Zm00001eb002200,SORBI_3001G079100,AT1G01600,HORVU.MOREX.r3.1HG0040810,LOC_Os01g01640,At3g09070_4,SORBI_3003G225100
AT1G02780,HORVU.MOREX.r3.1HG0004610,LOC_Os01g01350,Zm00001eb002200,SORBI_3001G031800,AT1G03170,HORVU.MOREX.r3.1HG0009760,LOC_Os01g04440,Zm00001eb001590,SORBI_3001G042700,AT1G01550,HORVU.MOREX.r3.1HG0012330,LOC_Os01g02200,Zm00001eb003190,SORBI_3001G046600,AT1G02610,HORVU.MOREX.r3.1HG0004540,LOC_Os01g01350,Zm00001eb002170,SORBI_3001G030500,AT1G02830,HORVU.MOREX.r3.1HG0003120,LOC_Os01g09520,Zm00001eb002170,SORBI_3001G043700,AT1G02520,HORVU.MOREX.r3.1HG0019340,LOC_Os01g04324,Zm00001eb003350,SORBI_3001G050600,AT1G03040,HORVU.MOREX.r3.1HG0010980,LOC_Os01g03780,Zm00001eb002210,SORBI_3001G079150,AT1G01630,HORVU.MOREX.r3.1HG0041550,LOC_Os01g01650,At3g47200_5,SORBI_3003G226900
AT1G02800,HORVU.MOREX.r3.1HG0004640,LOC_Os01g01360,Zm00001eb002210,SORBI_3001G031900,AT1G03200,HORVU.MOREX.r3.1HG0009770,LOC_Os01g04450,Zm00001eb001600,SORBI_3001G042800,AT1G01590,HORVU.MOREX.r3.1HG0012340,LOC_Os01g02220,Zm00001eb003200,SORBI_3001G046700,AT1G02630,HORVU.MOREX.r3.1HG0004550,LOC_Os01g01360,Zm00001eb002180,SORBI_3001G030600,AT1G02840,HORVU.MOREX.r3.1HG0003260,LOC_Os01g09550,Zm00001eb002180,SORBI_3001G043800,AT1G02530,HORVU.MOREX.r3.1HG0019980,LOC_Os01g04330,Zm00001eb003360,SORBI_3001G104300,AT1G03060,HORVU.MOREX.r3.1HG0013050,LOC_Os01g03790,Zm00001eb002220,SORBI_3001G079200,AT1G01660,HORVU.MOREX.r3.1HG0041600,LOC_Os01g01660,At4g12980,SORBI_3003G227700
AT1G02840,HORVU.MOREX.r3.1HG0004910,LOC_Os01g01369,Zm00001eb002220,SORBI_3001G032000,AT1G03220,HORVU.MOREX.r3.1HG0010690,LOC_Os01g04460,Zm00001eb001680,SORBI_3001G043601,AT1G01600,HORVU.MOREX.r3.1HG0012730,LOC_Os01g02240,Zm00001eb003210,SORBI_3001G046800,AT1G02640,HORVU.MOREX.r3.1HG0004560,LOC_Os01g01369,Zm00001eb002190,SORBI_3001G030800,AT1G02890,HORVU.MOREX.r3.1HG0003270,LOC_Os01g09560,Zm00001eb002190,SORBI_3001G043900,AT1G02540,HORVU.MOREX.r3.1HG0019990,LOC_Os01g04340,Zm00001eb004290,SORBI_3001G104400,AT1G03160,HORVU.MOREX.r3.1HG0013070,LOC_Os01g03800,Zm00001eb002240,SORBI_3001G079300,AT1G01670,HORVU.MOREX.r3.1HG0041720,LOC_Os01g01670,At4g18970,SORBI_3003G279300
AT1G02880,HORVU.MOREX.r3.1HG0005170,LOC_Os01g01380,Zm00001eb002240,SORBI_3001G040400,AT1G03230,HORVU.MOREX.r3.1HG0011080,LOC_Os01g04470,Zm00001eb001690,SORBI_3001G043700,AT1G01620,HORVU.MOREX.r3.1HG0018190,LOC_Os01g02560,Zm00001eb003510,SORBI_3001G046900,AT1G02650,HORVU.MOREX.r3.1HG0004600,LOC_Os01g01380,Zm00001eb002200,SORBI_3001G030900,AT1G02940,HORVU.MOREX.r3.1HG0003280,LOC_Os01g09570,Zm00001eb002200,SORBI_3001G044000,AT1G02550,HORVU.MOREX.r3.1HG0020390,LOC_Os01g04350,Zm00001eb004300,SORBI_3001G104500,AT1G03170,HORVU.MOREX.r3.1HG0013180,LOC_Os01g03830,Zm00001eb002250,SORBI_3001G079401,AT1G01695,HORVU.MOREX.r3.1HG0043310,LOC_Os01g01680,At4g26020,SORBI_3003G305200
AT1G02890,HORVU.MOREX.r3.1HG0005190,LOC_Os01g01400,Zm00001eb002250,SORBI_3001G040500,AT1G03350,HORVU.MOREX.r3.1HG0011090,LOC_Os01g04480,Zm00001eb001700,SORBI_3001G043800,AT1G01650,HORVU.MOREX.r3.1HG0018200,LOC_Os01g02610,Zm00001eb003680,SORBI_3001G047000,AT1G02680,HORVU.MOREX.r3.1HG0005750,LOC_Os01g01400,Zm00001eb002210,SORBI_3001G031000,AT1G03010,HORVU.MOREX.r3.1HG0003970,LOC_Os01g09580,Zm00001eb002210,SORBI_3001G044800,AT1G02560,HORVU.MOREX.r3.1HG0021800,LOC_Os01g04360,Zm00001eb004310,SORBI_3001G104550,AT1G03210,HORVU.MOREX.r3.1HG0013220,LOC_Os01g03840,Zm00001eb002260,SORBI_3001G079500,AT1G01700,HORVU.MOREX.r3.1HG0043600,LOC_Os01g01689,At4g31250_2,SORBI_3003G307000
AT1G02900,HORVU.MOREX.r3.1HG0008840,LOC_Os01g01410,Zm00001eb002260,SORBI_3001G040600,AT1G03410,HORVU.MOREX.r3.1HG0011100,LOC_Os01g04490,Zm00001eb001710,SORBI_3001G043900,AT1G01710,HORVU.MOREX.r3.1HG0018210,LOC_Os01g02629,Zm00001eb003910,SORBI_3001G047100,AT1G02740,HORVU.MOREX.r3.1HG0005760,LOC_Os01g01410,Zm00001eb002220,SORBI_3001G031100,AT1G03070,HORVU.MOREX.r3.1HG0003980,LOC_Os01g09590,Zm00001eb002220,SORBI_3001G044900,AT1G02580,HORVU.MOREX.r3.1HG0037670,LOC_Os01g04370,Zm00001eb004320,SORBI_3001G104600,AT1G03220,HORVU.MOREX.r3.1HG0017310,LOC_Os01g03860,Zm00001eb002600,SORBI_3001G079600,AT1G01710,HORVU.MOREX.r3.1HG0044610,LOC_Os01g01700,At5g01610_7,SORBI_3003G307700
AT1G02920,HORVU.MOREX.r3.1HG0008950,LOC_Os01g01420,Zm00001eb002270,SORBI_3001G040701,AT1G03445,HORVU.MOREX.r3.1HG0012720,LOC_Os01g04510,Zm00001eb001720,SORBI_3001G044000,AT1G01770,HORVU.MOREX.r3.1HG0018350,LOC_Os01g02710,Zm00001eb003920,SORBI_3001G047200,AT1G02780,HORVU.MOREX.r3.1HG0005770,LOC_Os01g01420,Zm00001eb002240,SORBI_3001G040100,AT1G03080,HORVU.MOREX.r3.1HG0003990,LOC_Os01g09600,Zm00001eb002240,SORBI_3001G045000,AT1G02610,HORVU.MOREX.r3.1HG0037710,LOC_Os01g04380,Zm00001eb005030,SORBI_3001G104700,AT1G03240,HORVU.MOREX.r3.1HG0021450,LOC_Os01g03870,Zm00001eb002610,SORBI_3001G079900,AT1G01770,HORVU.MOREX.r3.1HG0044640,LOC_Os01g01710,At5g10290_0,SORBI_3003G309500
AT1G02940,HORVU.MOREX.r3.1HG0009670,LOC_Os01g01430,Zm00001eb002280,SORBI_3001G040800,AT1G03457,HORVU.MOREX.r3.1HG0014340,LOC_Os01g04520,Zm00001eb001810,SORBI_3001G044100,AT1G02000,HORVU.MOREX.r3.1HG0018590,LOC_Os01g02730,Zm00001eb003930,SORBI_3001G047400,AT1G02790,HORVU.MOREX.r3.1HG0005780,LOC_Os01g01430,Zm00001eb002250,SORBI_3001G040200,AT1G03220,HORVU.MOREX.r3.1HG0004000,LOC_Os01g09640,Zm00001eb002250,SORBI_3001G045100,AT1G02620,HORVU.MOREX.r3.1HG0047980,LOC_Os01g04390,Zm00001eb005040,SORBI_3001G104800,AT1G03290,HORVU.MOREX.r3.1HG0022750,LOC_Os01g03880,Zm00001eb002620,SORBI_3001G080000,AT1G01790,HORVU.MOREX.r3.1HG0049760,LOC_Os01g01720,At5g39865_7,SORBI_3003G310100
AT1G02965,HORVU.MOREX.r3.1HG0009680,LOC_Os01g01440,Zm00001eb002290,SORBI_3001G040900,AT1G03470,HORVU.MOREX.r3.1HG0014350,LOC_Os01g04530,Zm00001eb001820,SORBI_3001G044200,AT1G02030,HORVU.MOREX.r3.1HG0026300,LOC_Os01g02740,Zm00001eb003970,SORBI_3001G047500,AT1G02800,HORVU.MOREX.r3.1HG0005790,LOC_Os01g01440,Zm00001eb002260,SORBI_3001G040300,AT1G03620,HORVU.MOREX.r3.1HG0004020,LOC_Os01g09810,Zm00001eb002260,SORBI_3001G045300,AT1G02630,HORVU.MOREX.r3.1HG0048040,LOC_Os01g04430,Zm00001eb005540,SORBI_3001G104900,AT1G03340,HORVU.MOREX.r3.1HG0023010,LOC_Os01g03890,Zm00001eb002960,SORBI_3001G080100,AT1G01830,HORVU.MOREX.r3.1HG0052290,LOC_Os01g01730,At5g57670_1,SORBI_3003G342000
AT1G03030,HORVU.MOREX.r3.1HG0009730,LOC_Os01g01450,Zm00001eb002300,SORBI_3001G041000,AT1G03570,HORVU.MOREX.r3.1HG0014400,LOC_Os01g04540,Zm00001eb001830,SORBI_3001G044300,AT1G02065,HORVU.MOREX.r3.1HG0026420,LOC_Os01g02790,Zm00001eb004000,SORBI_3001G047600,AT1G02860,HORVU.MOREX.r3.1HG0007690,LOC_Os01g01450,Zm00001eb002380,SORBI_3001G040400,AT1G03630,HORVU.MOREX.r3.1HG0005040,LOC_Os01g09990,Zm00001eb002310,SORBI_3001G045400,AT1G02640,HORVU.MOREX.r3.1HG0049450,LOC_Os01g04450,Zm00001eb005650,SORBI_3001G105900,AT1G03365,HORVU.MOREX.r3.1HG0037610,LOC_Os01g03900,Zm00001eb003140,SORBI_3001G080200,AT1G01840,HORVU.MOREX.r3.1HG0053590,LOC_Os01g01740,BHLH96_0,SORBI_3003G343500
AT1G03106,HORVU.MOREX.r3.1HG0009740,LOC_Os01g01470,Zm00001eb002460,SORBI_3001G041100,AT1G03620,HORVU.MOREX.r3.1HG0014660,LOC_Os01g04550,Zm00001eb001840,SORBI_3001G044400,AT1G02080,HORVU.MOREX.r3.1HG0026430,LOC_Os01g02800,Zm00001eb004020,SORBI_3001G047700,AT1G02870,HORVU.MOREX.r3.1HG0007840,LOC_Os01g01470,Zm00001eb002410,SORBI_3001G040500,AT1G03720,HORVU.MOREX.r3.1HG0005090,LOC_Os01g10020,Zm00001eb002320,SORBI_3001G045500,AT1G02650,HORVU.MOREX.r3.1HG0049460,LOC_Os01g04460,Zm00001eb005660,SORBI_3001G106000,AT1G03380,HORVU.MOREX.r3.1HG0043450,LOC_Os01g03914,Zm00001eb003150,SORBI_3001G080300,AT1G01880,HORVU.MOREX.r3.1HG0054280,LOC_Os01g01760,BLOS2,SORBI_3003G344050
AT1G03160,HORVU.MOREX.r3.1HG0009760,LOC_Os01g01484,Zm00001eb002600,SORBI_3001G041200,AT1G03660,HORVU.MOREX.r3.1HG0014680,LOC_Os01g04560,Zm00001eb002170,SORBI_3001G044500,AT1G02090,HORVU.MOREX.r3.1HG0034690,LOC_Os01g02830,Zm00001eb004030,SORBI_3001G047800,AT1G02890,HORVU.MOREX.r3.1HG0007850,LOC_Os01g01484,Zm00001eb002420,SORBI_3001G040600,AT1G03740,HORVU.MOREX.r3.1HG0005110,LOC_Os01g10140,Zm00001eb002570,SORBI_3001G045600,AT1G02660,HORVU.MOREX.r3.1HG0049580,LOC_Os01g04480,Zm00001eb005670,SORBI_3001G106100,AT1G03410,HORVU.MOREX.r3.1HG0043620,LOC_Os01g03930,Zm00001eb003160,SORBI_3001G080500,AT1G01920,HORVU.MOREX.r3.1HG0054940,LOC_Os01g01770,BROM1_4,SORBI_3003G359900
AT1G03180,HORVU.MOREX.r3.1HG0009870,LOC_Os01g01500,Zm00001eb002610,SORBI_3001G041300,AT1G03730,HORVU.MOREX.r3.1HG0014690,LOC_Os01g04570,Zm00001eb002180,SORBI_3001G044600,AT1G02100,HORVU.MOREX.r3.1HG0047710,LOC_Os01g02840,Zm00001eb004500,SORBI_3001G047900,AT1G03010,HORVU.MOREX.r3.1HG0007900,LOC_Os01g01500,Zm00001eb002430,SORBI_3001G047000,AT1G03746,HORVU.MOREX.r3.1HG0005130,LOC_Os01g10150,Zm00001eb002590,SORBI_3001G047700,AT1G02670,HORVU.MOREX.r3.1HG0049610,LOC_Os01g04520,Zm00001eb005680,SORBI_3001G111800,AT1G03430,HORVU.MOREX.r3.1HG0043640,LOC_Os01g03940,Zm00001eb003170,SORBI_3001G080600,AT1G01940,HORVU.MOREX.r3.1HG0056950,LOC_Os01g01780,CA2P13,SORBI_3003G360400
AT1G03720,HORVU.MOREX.r3.1HG0009920,LOC_Os01g01510,Zm00001eb002620,SORBI_3001G041400,AT1G03740,HORVU.MOREX.r3.1HG0016120,LOC_Os01g04620,Zm00001eb002190,SORBI_3001G047700,AT1G02110,HORVU.MOREX.r3.1HG0052020,LOC_Os01g02880,Zm00001eb004510,SORBI_3001G068132,AT1G03070,HORVU.MOREX.r3.1HG0007910,LOC_Os01g01510,Zm00001eb002830,SORBI_3001G047100,AT1G03760,HORVU.MOREX.r3.1HG0005170,LOC_Os01g10250,Zm00001eb002640,SORBI_3001G047800,AT1G02680,HORVU.MOREX.r3.1HG0049620,LOC_Os01g04540,Zm00001eb005710,SORBI_3001G111850,AT1G03440,HORVU.MOREX.r3.1HG0043860,LOC_Os01g03980,Zm00001eb003180,SORBI_3001G080700,AT1G01950,HORVU.MOREX.r3.1HG0057430,LOC_Os01g01790,CBF5_0,SORBI_3003G361500
AT1G03890,HORVU.MOREX.r3.1HG0010370,LOC_Os01g01520,Zm00001eb003130,SORBI_3001G041450,AT1G03750,HORVU.MOREX.r3.1HG0018130,LOC_Os01g04950,Zm00001eb002200,SORBI_3001G047800,AT1G02220,HORVU.MOREX.r3.1HG0052130,LOC_Os01g02960,Zm00001eb004530,SORBI_3001G068200,AT1G03090,HORVU.MOREX.r3.1HG0007940,LOC_Os01g01520,Zm00001eb003000,SORBI_3001G047200,AT1G03770,HORVU.MOREX.r3.1HG0005340,LOC_Os01g10430,Zm00001eb002740,SORBI_3001G047900,AT1G02690,HORVU.MOREX.r3.1HG0049650,LOC_Os01g04550,Zm00001eb005820,SORBI_3001G111900,AT1G03445,HORVU.MOREX.r3.1HG0046690,LOC_Os01g04800,Zm00001eb003190,SORBI_3001G080800,AT1G01960,HORVU.MOREX.r3.1HG0059350,LOC_Os01g01830,CBR1_2,SORBI_3003G427600
AT1G03900,HORVU.MOREX.r3.1HG0010380,LOC_Os01g01540,Zm00001eb003140,SORBI_3001G041500,AT1G03770,HORVU.MOREX.r3.1HG0018150,LOC_Os01g05000,Zm00001eb002210,SORBI_3001G047900,AT1G02305,HORVU.MOREX.r3.1HG0052290,LOC_Os01g03010,Zm00001eb004540,SORBI_3001G076200,AT1G03100,HORVU.MOREX.r3.1HG0009120,LOC_Os01g01540,Zm00001eb003010,SORBI_3001G047400,AT1G03780,HORVU.MOREX.r3.1HG0005350,LOC_Os01g10550,Zm00001eb002750,SORBI_3001G048000,AT1G02700,HORVU.MOREX.r3.1HG0049700,LOC_Os01g04570,Zm00001eb005830,SORBI_3001G112000,AT1G03470,HORVU.MOREX.r3.1HG0046700,LOC_Os01g04840,Zm00001eb003200,SORBI_3001G091000,AT1G01970,HORVU.MOREX.r3.1HG0064420,LOC_Os01g01840,CG9662,SORBI_3004G035100
AT1G03910,HORVU.MOREX.r3.1HG0010400,LOC_Os01g01640,Zm00001eb003150,SORBI_3001G041600,AT1G03780,HORVU.MOREX.r3.1HG0019320,LOC_Os01g05105,Zm00001eb002310,SORBI_3001G048000,AT1G02340,HORVU.MOREX.r3.1HG0052350,LOC_Os01g03144,Zm00001eb004550,SORBI_3001G076300,AT1G03106,HORVU.MOREX.r3.1HG0010600,LOC_Os01g01640,Zm00001eb003020,SORBI_3001G047500,AT1G03790,HORVU.MOREX.r3.1HG0005360,LOC_Os01g10640,Zm00001eb002760,SORBI_3001G048100,AT1G02720,HORVU.MOREX.r3.1HG0052290,LOC_Os01g04590,Zm00001eb005840,SORBI_3001G112100,AT1G03475,HORVU.MOREX.r3.1HG0046760,LOC_Os01g05280,Zm00001eb003210,SORBI_3001G091100,AT1G01990,HORVU.MOREX.r3.1HG0065550,LOC_Os01g01850,CNR7,SORBI_3004G035300
AT1G03920,HORVU.MOREX.r3.1HG0010990,LOC_Os01g01660,Zm00001eb003160,SORBI_3001G041700,AT1G03790,HORVU.MOREX.r3.1HG0019330,LOC_Os01g05320,Zm00001eb002320,SORBI_3001G048100,AT1G02370,HORVU.MOREX.r3.1HG0053960,LOC_Os01g03210,Zm00001eb004650,SORBI_3001G076400,AT1G03140,HORVU.MOREX.r3.1HG0010980,LOC_Os01g01680,Zm00001eb003030,SORBI_3001G047600,AT1G03800,HORVU.MOREX.r3.1HG0005370,LOC_Os01g10650,Zm00001eb002780,SORBI_3001G048200,AT1G02730,HORVU.MOREX.r3.1HG0054020,LOC_Os01g04600,Zm00001eb005850,SORBI_3001G112200,AT1G03560,HORVU.MOREX.r3.1HG0047710,LOC_Os01g05340,Zm00001eb003220,SORBI_3001G091200,AT1G02000,HORVU.MOREX.r3.1HG0066860,LOC_Os01g01860,CO040,SORBI_3004G038100
AT1G03930,HORVU.MOREX.r3.1HG0011010,LOC_Os01g01680,Zm00001eb003170,SORBI_3001G047700,AT1G03800,HORVU.MOREX.r3.1HG0019340,LOC_Os01g05330,Zm00001eb002330,SORBI_3001G048200,AT1G02391,HORVU.MOREX.r3.1HG0054180,LOC_Os01g03520,Zm00001eb004660,SORBI_3001G076500,AT1G03160,HORVU.MOREX.r3.1HG0010990,LOC_Os01g01689,Zm00001eb003110,SORBI_3001G047700,AT1G03810,HORVU.MOREX.r3.1HG0005400,LOC_Os01g10660,Zm00001eb003140,SORBI_3001G048300,AT1G02740,HORVU.MOREX.r3.1HG0054280,LOC_Os01g04770,Zm00001eb005860,SORBI_3001G125200,AT1G03590,HORVU.MOREX.r3.1HG0048670,LOC_Os01g05380,Zm00001eb003230,SORBI_3001G091300,AT1G02010,HORVU.MOREX.r3.1HG0068140,LOC_Os01g01870,CPK6,SORBI_3004G083000
AT1G04130,HORVU.MOREX.r3.1HG0011020,LOC_Os01g01780,Zm00001eb003350,SORBI_3001G047800,AT1G03810,HORVU.MOREX.r3.1HG0022910,LOC_Os01g05340,Zm00001eb002340,SORBI_3001G048300,AT1G02405,HORVU.MOREX.r3.1HG0054350,LOC_Os01g03549,Zm00001eb004670,SORBI_3001G076600,AT1G03170,HORVU.MOREX.r3.1HG0011010,LOC_Os01g01780,Zm00001eb003120,SORBI_3001G047800,AT1G03820,HORVU.MOREX.r3.1HG0005410,LOC_Os01g10670,Zm00001eb003150,SORBI_3001G048400,AT1G02800,HORVU.MOREX.r3.1HG0055630,LOC_Os01g04780,Zm00001eb005980,SORBI_3001G125300,AT1G03600,HORVU.MOREX.r3.1HG0055650,LOC_Os01g05390,Zm00001eb003470,SORBI_3001G091400,AT1G02030,HORVU.MOREX.r3.1HG0068460,LOC_Os01g01890,CRR2_0,SORBI_3004G095800
AT1G04140,HORVU.MOREX.r3.1HG0011080,LOC_Os01g01790,Zm00001eb003360,SORBI_3001G047900,AT1G03820,HORVU.MOREX.r3.1HG0045540,LOC_Os01g05350,Zm00001eb002350,SORBI_3001G048400,AT1G02410,HORVU.MOREX.r3.1HG0055970,LOC_Os01g03590,Zm00001eb004740,SORBI_3001G076700,AT1G03340,HORVU.MOREX.r3.1HG0011020,LOC_Os01g01790,Zm00001eb003180,SORBI_3001G054200,AT1G03830,HORVU.MOREX.r3.1HG0005750,LOC_Os01g10680,Zm00001eb003160,SORBI_3001G048500,AT1G03720,HORVU.MOREX.r3.1HG0055640,LOC_Os01g04814,Zm00001eb005990,SORBI_3001G125400,AT1G03620,HORVU.MOREX.r3.1HG0057310,LOC_Os01g05500,Zm00001eb003970,SORBI_3001G091500,AT1G02040,HORVU.MOREX.r3.1HG0069490,LOC_Os01g01900,CSN6A_1,SORBI_3004G110200
AT1G04150,HORVU.MOREX.r3.1HG0011090,LOC_Os01g01925,Zm00001eb003450,SORBI_3001G048000,AT1G03830,HORVU.MOREX.r3.1HG0046890,LOC_Os01g05370,Zm00001eb002380,SORBI_3001G048500,AT1G02420,HORVU.MOREX.r3.1HG0056840,LOC_Os01g03640,Zm00001eb004750,SORBI_3001G076800,AT1G03350,HORVU.MOREX.r3.1HG0013050,LOC_Os01g01800,Zm00001eb003190,SORBI_3001G054300,AT1G03840,HORVU.MOREX.r3.1HG0005760,LOC_Os01g10690,Zm00001eb003170,SORBI_3001G048600,AT1G03730,HORVU.MOREX.r3.1HG0055650,LOC_Os01g04840,Zm00001eb006040,SORBI_3001G125500,AT1G03670,HORVU.MOREX.r3.1HG0058280,LOC_Os01g05810,Zm00001eb004000,SORBI_3001G091600,AT1G02060,HORVU.MOREX.r3.1HG0069510,LOC_Os01g01910,CUT1_2,SORBI_3004G131200
AT1G04160,HORVU.MOREX.r3.1HG0011100,LOC_Os01g02110,Zm00001eb003660,SORBI_3001G048100,AT1G03840,HORVU.MOREX.r3.1HG0046900,LOC_Os01g05380,Zm00001eb002390,SORBI_3001G048600,AT1G02430,HORVU.MOREX.r3.1HG0057900,LOC_Os01g03760,Zm00001eb005020,SORBI_3001G076850,AT1G03365,HORVU.MOREX.r3.1HG0013070,LOC_Os01g01810,Zm00001eb003200,SORBI_3001G054400,AT1G03890,HORVU.MOREX.r3.1HG0005770,LOC_Os01g10700,Zm00001eb003210,SORBI_3001G048700,AT1G03740,HORVU.MOREX.r3.1HG0058240,LOC_Os01g05020,Zm00001eb006240,SORBI_3001G125600,AT1G03680,HORVU.MOREX.r3.1HG0063720,LOC_Os01g06640,Zm00001eb004020,SORBI_3001G091701,AT1G02065,HORVU.MOREX.r3.1HG0069530,LOC_Os01g01925,CYP78A6_4,SORBI_3004G151500
AT1G04170,HORVU.MOREX.r3.1HG0011400,LOC_Os01g02510,Zm00001eb005020,SORBI_3001G048200,AT1G03850,HORVU.MOREX.r3.1HG0048030,LOC_Os01g05500,Zm00001eb002470,SORBI_3001G048700,AT1G02440,HORVU.MOREX.r3.1HG0057910,LOC_Os01g03780,Zm00001eb005060,SORBI_3001G083900,AT1G03370,HORVU.MOREX.r3.1HG0014090,LOC_Os01g01830,Zm00001eb003210,SORBI_3001G054500,AT1G03900,HORVU.MOREX.r3.1HG0005780,LOC_Os01g10710,Zm00001eb003220,SORBI_3001G062700,AT1G03750,HORVU.MOREX.r3.1HG0058270,LOC_Os01g05260,Zm00001eb006260,SORBI_3001G125700,AT1G03860,HORVU.MOREX.r3.1HG0064240,LOC_Os01g06660,Zm00001eb004030,SORBI_3001G091801,AT1G02080,HORVU.MOREX.r3.1HG0069870,LOC_Os01g01980,CYP88A1,SORBI_3004G166600
AT1G04171,HORVU.MOREX.r3.1HG0011440,LOC_Os01g02530,Zm00001eb005070,SORBI_3001G048300,AT1G03860,HORVU.MOREX.r3.1HG0049760,LOC_Os01g05610,Zm00001eb002480,SORBI_3001G052000,AT1G02450,HORVU.MOREX.r3.1HG0058280,LOC_Os01g03880,Zm00001eb005190,SORBI_3001G084000,AT1G03380,HORVU.MOREX.r3.1HG0015390,LOC_Os01g01850,Zm00001eb003220,SORBI_3001G054600,AT1G03910,HORVU.MOREX.r3.1HG0005790,LOC_Os01g10760,Zm00001eb003230,SORBI_3001G062750,AT1G03760,HORVU.MOREX.r3.1HG0058550,LOC_Os01g05330,Zm00001eb006270,SORBI_3001G125800,AT1G03910,HORVU.MOREX.r3.1HG0065300,LOC_Os01g06670,Zm00001eb004040,SORBI_3001G113700,AT1G02090,HORVU.MOREX.r3.1HG0070250,LOC_Os01g01990,CYP98A1_0,SORBI_3004G174500
AT1G04180,HORVU.MOREX.r3.1HG0011660,LOC_Os01g02890,Zm00001eb005320,SORBI_3001G048400,AT1G03870,HORVU.MOREX.r3.1HG0049770,LOC_Os01g05620,Zm00001eb002490,SORBI_3001G052100,AT1G02460,HORVU.MOREX.r3.1HG0059350,LOC_Os01g03960,Zm00001eb005500,SORBI_3001G084100,AT1G03410,HORVU.MOREX.r3.1HG0026420,LOC_Os01g01870,Zm00001eb003230,SORBI_3001G054700,AT1G04020,HORVU.MOREX.r3.1HG0006090,LOC_Os01g10790,Zm00001eb003350,SORBI_3001G062800,AT1G03770,HORVU.MOREX.r3.1HG0061550,LOC_Os01g05340,Zm00001eb006530,SORBI_3001G161200,AT1G03930,HORVU.MOREX.r3.1HG0065310,LOC_Os01g06690,Zm00001eb004160,SORBI_3001G113800,AT1G02120,HORVU.MOREX.r3.1HG0070290,LOC_Os01g02050,CesA-8,SORBI_3004G176600
AT1G04230,HORVU.MOREX.r3.1HG0012140,LOC_Os01g02940,Zm00001eb005350,SORBI_3001G048500,AT1G03880,HORVU.MOREX.r3.1HG0050860,LOC_Os01g05660,Zm00001eb002600,SORBI_3001G052200,AT1G02470,HORVU.MOREX.r3.1HG0060630,LOC_Os01g03980,Zm00001eb005510,SORBI_3001G084133,AT1G03740,HORVU.MOREX.r3.1HG0026430,LOC_Os01g01900,Zm00001eb003810,SORBI_3001G054800,AT1G04030,HORVU.MOREX.r3.1HG0006100,LOC_Os01g10880,Zm00001eb003360,SORBI_3001G062900,AT1G03780,HORVU.MOREX.r3.1HG0061580,LOC_Os01g05350,Zm00001eb006540,SORBI_3001G161300,AT1G03960,HORVU.MOREX.r3.1HG0066110,LOC_Os01g06700,Zm00001eb004170,SORBI_3001G113900,AT1G02205,HORVU.MOREX.r3.1HG0073500,LOC_Os01g02070,D14L_2,SORBI_3004G270350
AT1G04270,HORVU.MOREX.r3.1HG0012160,LOC_Os01g02990,Zm00001eb005360,SORBI_3001G048600,AT1G03900,HORVU.MOREX.r3.1HG0050880,LOC_Os01g05870,Zm00001eb002610,SORBI_3001G052300,AT1G02510,HORVU.MOREX.r3.1HG0060640,LOC_Os01g03989,Zm00001eb005530,SORBI_3001G084166,AT1G03890,HORVU.MOREX.r3.1HG0029510,LOC_Os01g01910,Zm00001eb003890,SORBI_3001G082500,AT1G04040,HORVU.MOREX.r3.1HG0006110,LOC_Os01g11360,Zm00001eb003480,SORBI_3001G063000,AT1G03790,HORVU.MOREX.r3.1HG0064730,LOC_Os01g05380,Zm00001eb006550,SORBI_3001G161400,AT1G03970,HORVU.MOREX.r3.1HG0066140,LOC_Os01g06710,Zm00001eb004240,SORBI_3001G114000,AT1G02250,HORVU.MOREX.r3.1HG0076740,LOC_Os01g02080,D3_1,SORBI_3004G276200
