,maize_aridity_index
SEEDGWAS4437:MRG:4:250096283,2646
SEEDGWAS4438:MRG:4:250096284,2646
SEEDGWAS4439:MRG:4:250096285,2829
SEEDGWAS444:MRG:4:250059211,10141
SEEDGWAS4440:MRG:4:250096287,5633
SEEDGWAS4441:MRG:4:250096288,2783
SEEDGWAS4442:MRG:4:250096289,3257
SEEDGWAS4443:MRG:4:250096290,3257
SEEDGWAS4444:MRG:4:250096291,3257
SEEDGWAS4445:MRG:4:250096294,2955
SEEDGWAS4446:MRG:4:250096295,2955
SEEDGWAS4447:MRG:4:250096296,3809
SEEDGWAS4448:MRG:4:250096297,3809
SEEDGWAS4449:MRG:4:250096298,3809
SEEDGWAS445:MRG:4:250059212,12192
SEEDGWAS4450:MRG:4:250096300,3809
SEEDGWAS4451:MRG:4:250096303,2698
SEEDGWAS4452:MRG:4:250096305,3129
SEEDGWAS4453:MRG:4:250096306,3129
SEEDGWAS4454:MRG:4:250096309,1965
SEEDGWAS4455:MRG:4:250096310,1965
SEEDGWAS4456:MRG:4:250096312,2505
SEEDGWAS4457:MRG:4:250096314,4642
SEEDGWAS4458:MRG:4:250096315,4642
SEEDGWAS4459:MRG:4:250096317,4523
SEEDGWAS446:MRG:4:250059213,7988
SEEDGWAS4460:MRG:4:250096318,4820
SEEDGWAS4461:MRG:4:250096351,4820
SEEDGWAS4462:MRG:4:250096352,4823
SEEDGWAS4463:MRG:4:250096355,4523
SEEDGWAS4464:MRG:4:250096358,4887
SEEDGWAS4465:MRG:4:250096359,5164
SEEDGWAS4466:MRG:4:250096360,4642
SEEDGWAS4467:MRG:4:250096365,4427
SEEDGWAS4468:MRG:4:250096366,4861
SEEDGWAS447:MRG:4:250059214,5863
SEEDGWAS4470:MRG:4:250096370,4686
SEEDGWAS4471:MRG:4:250096371,5164
SEEDGWAS4472:MRG:4:250096372,4578
SEEDGWAS4473:MRG:4:250096373,4427
SEEDGWAS4474:MRG:4:250096374,5164
SEEDGWAS4475:MRG:4:250096375,5164
SEEDGWAS4476:MRG:4:250096377,4726
SEEDGWAS4476:MRG:4:250096378,4726
SEEDGWAS4477:MRG:4:250096379,5425
SEEDGWAS4478:MRG:4:250096381,4747
SEEDGWAS4479:MRG:4:250096382,4747
SEEDGWAS448:MRG:4:250059215,7384
SEEDGWAS4480:MRG:4:250096384,4021
SEEDGWAS4481:MRG:4:250096388,4021
SEEDGWAS4482:MRG:4:250096389,4021
SEEDGWAS4483:MRG:4:250096391,4021
SEEDGWAS4484:MRG:4:250096392,4021
SEEDGWAS4485:MRG:4:250096393,3644
SEEDGWAS4486:MRG:4:250096396,7650
SEEDGWAS4487:MRG:4:250096398,1381
SEEDGWAS4488:MRG:4:250096399,3403
SEEDGWAS4489:MRG:4:250096401,4222
SEEDGWAS449:MRG:4:250059216,7640
SEEDGWAS4490:MRG:4:250096402,4864
SEEDGWAS4491:MRG:4:250096403,4998
SEEDGWAS4492:MRG:4:250096404,2682
SEEDGWAS4493:MRG:4:250096405,2829
SEEDGWAS4494:MRG:4:250096406,2829
SEEDGWAS4495:MRG:4:250096407,2797
SEEDGWAS4497:MRG:4:250096409,6208
SEEDGWAS4498:MRG:4:250096410,4595
SEEDGWAS4499:MRG:4:250096411,4975
SEEDGWAS4500:MRG:4:250096412,4674
SEEDGWAS4501:MRG:4:250096415,5945
SEEDGWAS4502:MRG:4:250096416,5121
SEEDGWAS4503:MRG:4:250096417,4448
SEEDGWAS4504:MRG:4:250096418,3391
SEEDGWAS4504:MRG:4:250096419,3391
SEEDGWAS4508:MRG:4:250096425,2809
SEEDGWAS4509:MRG:4:250096426,2809
SEEDGWAS451:MRG:4:250059217,8135
SEEDGWAS4510:MRG:4:250096429,3008
SEEDGWAS4511:MRG:4:250096430,3150
SEEDGWAS4512:MRG:4:250096431,3150
SEEDGWAS4513:MRG:4:250096432,3150
SEEDGWAS4514:MRG:4:250096433,3150
SEEDGWAS4515:MRG:4:250096434,3150
SEEDGWAS4516:MRG:4:250096435,3150
SEEDGWAS4517:MRG:4:250096438,2647
SEEDGWAS4518:MRG:4:250096439,2924
SEEDGWAS4519:MRG:4:250096443,2924
SEEDGWAS4520:MRG:4:250096478,3311
SEEDGWAS4520:MRG:4:250096479,3311
SEEDGWAS4521:MRG:4:250096480,3292
SEEDGWAS4522:MRG:4:250096482,3081
SEEDGWAS4523:MRG:4:250096483,3081
SEEDGWAS4524:MRG:4:250096484,3465
SEEDGWAS4525:MRG:4:250096486,3465
SEEDGWAS4526:MRG:4:250096488,3637
SEEDGWAS4527:MRG:4:250096489,5590
SEEDGWAS4528:MRG:4:250096490,5590
SEEDGWAS4529:MRG:4:250096491,5590
SEEDGWAS453:MRG:4:250059219,5978
SEEDGWAS4530:MRG:4:250096494,4007
SEEDGWAS4531:MRG:4:250096495,3023
SEEDGWAS4532:MRG:4:250096496,3023
SEEDGWAS4533:MRG:4:250096497,3930
SEEDGWAS4534:MRG:4:250096498,3023
SEEDGWAS4535:MRG:4:250096499,3023
SEEDGWAS4538:MRG:4:250096504,4227
SEEDGWAS4539:MRG:4:250096505,4227
SEEDGWAS454:MRG:4:250059220,9267
SEEDGWAS4544:MRG:4:250096511,11427
SEEDGWAS4545:MRG:4:250096512,5855
SEEDGWAS4546:MRG:4:250096513,4864
SEEDGWAS4547:MRG:4:250096515,4609
SEEDGWAS4548:MRG:4:250096517,2727
SEEDGWAS4549:MRG:4:250096518,3164
SEEDGWAS455:MRG:4:250059221,9266
SEEDGWAS4550:MRG:4:250096520,3759
SEEDGWAS4551:MRG:4:250096521,8472
SEEDGWAS4552:MRG:4:250096522,5074
SEEDGWAS4553:MRG:4:250096523,3524
SEEDGWAS4554:MRG:4:250096525,4314
SEEDGWAS4555:MRG:4:250096526,2599
SEEDGWAS4556:MRG:4:250096529,2136
SEEDGWAS4558:MRG:4:250096531,2053
SEEDGWAS4559:MRG:4:250096532,4314
SEEDGWAS456:MRG:4:250059222,7650
SEEDGWAS4560:MRG:4:250096533,4915
SEEDGWAS4561:MRG:4:250096534,4409
SEEDGWAS4562:MRG:4:250096537,3534
SEEDGWAS4563:MRG:4:250096538,3467
SEEDGWAS4564:MRG:4:250096539,5247
SEEDGWAS4565:MRG:4:250096540,2136
SEEDGWAS4567:MRG:4:250096542,3008
SEEDGWAS4568:MRG:4:250096543,2744
SEEDGWAS4569:MRG:4:250096544,3366
SEEDGWAS4570:MRG:4:250096545,3277
SEEDGWAS4571:MRG:4:250096548,4905
SEEDGWAS4572:MRG:4:250096549,8050
SEEDGWAS4573:MRG:4:250096551,6761
SEEDGWAS4574:MRG:4:250096553,4110
SEEDGWAS4575:MRG:4:250096554,3433
SEEDGWAS4576:MRG:4:250096555,3433
SEEDGWAS4577:MRG:4:250096556,4719
SEEDGWAS4578:MRG:4:250096559,4409
SEEDGWAS4579:MRG:4:250096560,4622
SEEDGWAS458:MRG:4:250059223,7161
SEEDGWAS4580:MRG:4:250096562,4347
SEEDGWAS4581:MRG:4:250096563,4509
SEEDGWAS4582:MRG:4:250096564,11399
SEEDGWAS4582:MRG:4:250096566,11399
SEEDGWAS4583:MRG:4:250096567,11399
SEEDGWAS4584:MRG:4:250096568,2694
SEEDGWAS4585:MRG:4:250096570,161
SEEDGWAS4589:MRG:4:250096605,6544
SEEDGWAS4589:MRG:4:250096606,6544
SEEDGWAS459:MRG:4:250059225,6934
SEEDGWAS4591:MRG:4:250096611,2535
SEEDGWAS4592:MRG:4:250096612,2893
SEEDGWAS4593:MRG:4:250096613,3899
SEEDGWAS4594:MRG:4:250096614,2894
SEEDGWAS4595:MRG:4:250096615,2894
SEEDGWAS4596:MRG:4:250096616,3877
SEEDGWAS4597:MRG:4:250096617,3411
SEEDGWAS4598:MRG:4:250096623,5501
SEEDGWAS4599:MRG:4:250096624,8206
SEEDGWAS46:MRG:4:250054477,5959
SEEDGWAS460:MRG:4:250059226,6934
SEEDGWAS4600:MRG:4:250096625,8604
SEEDGWAS4601:MRG:4:250096626,7148
SEEDGWAS4603:MRG:4:250096628,12568
SEEDGWAS4604:MRG:4:250096632,4106
SEEDGWAS4605:MRG:4:250096633,3787
SEEDGWAS4606:MRG:4:250096635,2390
SEEDGWAS4607:MRG:4:250096636,3899
SEEDGWAS4608:MRG:4:250096637,2336
SEEDGWAS4609:MRG:4:250096638,5492
SEEDGWAS461:MRG:4:250059227,4891
SEEDGWAS4610:MRG:4:250096640,3759
SEEDGWAS4611:MRG:4:250096642,3338
SEEDGWAS4613:MRG:4:250096645,2893
SEEDGWAS4614:MRG:4:250096647,5114
SEEDGWAS4615:MRG:4:250096648,3098
SEEDGWAS4616:MRG:4:250096649,2819
SEEDGWAS4617:MRG:4:250096651,3432
SEEDGWAS4618:MRG:4:250096653,3684
SEEDGWAS4619:MRG:4:250096656,3440
SEEDGWAS462:MRG:4:250059228,15005
SEEDGWAS4620:MRG:4:250096657,2924
SEEDGWAS4621:MRG:4:250096659,3401
SEEDGWAS4622:MRG:4:250096661,5113
SEEDGWAS4623:MRG:4:250096662,7650
SEEDGWAS4624:MRG:4:250096666,3949
SEEDGWAS4625:MRG:4:250096667,4259
SEEDGWAS4627:MRG:4:250096671,6383
SEEDGWAS4628:MRG:4:250096674,3382
SEEDGWAS4629:MRG:4:250096676,3395
SEEDGWAS4630:MRG:4:250096677,2535
SEEDGWAS4631:MRG:4:250096679,2468
SEEDGWAS4632:MRG:4:250096681,2572
SEEDGWAS4633:MRG:4:250096683,4285
SEEDGWAS4634:MRG:4:250096684,4162
SEEDGWAS4635:MRG:4:250096686,2985
SEEDGWAS4636:MRG:4:250096687,2736
SEEDGWAS4636:MRG:4:250096688,2736
SEEDGWAS4638:MRG:4:250096689,3319
SEEDGWAS4639:MRG:4:250096691,4918
SEEDGWAS4640:MRG:4:250096693,3565
SEEDGWAS4641:MRG:4:250096694,3503
SEEDGWAS4642:MRG:4:250096695,3880
SEEDGWAS4643:MRG:4:250096699,4544
SEEDGWAS4644:MRG:4:250096700,4513
SEEDGWAS4645:MRG:4:250096734,4299
SEEDGWAS4646:MRG:4:250096736,4099
SEEDGWAS4647:MRG:4:250096737,3450
SEEDGWAS4648:MRG:4:250096738,5177
SEEDGWAS4649:MRG:4:250096739,8528
SEEDGWAS4650:MRG:4:250096740,5501
SEEDGWAS4651:MRG:4:250096742,8206
SEEDGWAS4652:MRG:4:250096743,7988
SEEDGWAS4653:MRG:4:250096744,1876
SEEDGWAS4654:MRG:4:250096745,4369
SEEDGWAS4655:MRG:4:250096746,3115
SEEDGWAS4656:MRG:4:250096747,3411
SEEDGWAS4657:MRG:4:250096748,3462
SEEDGWAS4658:MRG:4:250096750,3967
SEEDGWAS4659:MRG:4:250096751,4005
SEEDGWAS4660:MRG:4:250096752,3061
SEEDGWAS4661:MRG:4:250096753,3395
SEEDGWAS4662:MRG:4:250096754,2259
SEEDGWAS4663:MRG:4:250096756,2509
SEEDGWAS4664:MRG:4:250096757,5203
SEEDGWAS4665:MRG:4:250096758,3984
SEEDGWAS4666:MRG:4:250096760,4392
SEEDGWAS4667:MRG:4:250096761,5445
SEEDGWAS4667:MRG:4:250096762,5445
SEEDGWAS4668:MRG:4:250096764,2924
SEEDGWAS4669:MRG:4:250096765,5699
SEEDGWAS4669:MRG:4:250096766,5699
SEEDGWAS4669:MRG:4:250096768,5699
SEEDGWAS467:MRG:4:250059232,6942
SEEDGWAS4670:MRG:4:250096767,3237
SEEDGWAS4670:MRG:4:250096769,3237
SEEDGWAS4672:MRG:4:250096770,7988
SEEDGWAS4674:MRG:4:250096772,1699
SEEDGWAS4675:MRG:4:250096773,2744
SEEDGWAS4676:MRG:4:250096774,3221
SEEDGWAS4677:MRG:4:250096775,3182
SEEDGWAS4678:MRG:4:250096776,3408
SEEDGWAS4679:MRG:4:250096777,7650
SEEDGWAS4680:MRG:4:250096779,10807
SEEDGWAS4681:MRG:4:250096780,1699
SEEDGWAS4682:MRG:4:250096781,2343
SEEDGWAS4684:MRG:4:250096785,3450
SEEDGWAS4685:MRG:4:250096787,3433
SEEDGWAS4686:MRG:4:250096789,2408
SEEDGWAS4687:MRG:4:250096790,2744
SEEDGWAS4688:MRG:4:250096795,4282
SEEDGWAS4689:MRG:4:250096797,2379
SEEDGWAS469:MRG:4:250059233,7201
SEEDGWAS4690:MRG:4:250096798,5773
SEEDGWAS4691:MRG:4:250096800,4282
SEEDGWAS4692:MRG:4:250096801,2683
SEEDGWAS4693:MRG:4:250096802,3686
SEEDGWAS4695:MRG:4:250096804,2390
SEEDGWAS4696:MRG:4:250096805,5623
SEEDGWAS4697:MRG:4:250096806,7098
SEEDGWAS4698:MRG:4:250096807,4392
SEEDGWAS4699:MRG:4:250096808,7069
SEEDGWAS470:MRG:4:250059234,7650
SEEDGWAS4700:MRG:4:250096809,5728
SEEDGWAS4701:MRG:4:250096810,2447
SEEDGWAS4702:MRG:4:250096814,4706
SEEDGWAS4703:MRG:4:250096815,11601
SEEDGWAS4704:MRG:4:250096816,4977
SEEDGWAS4705:MRG:4:250096817,4977
SEEDGWAS4706:MRG:4:250096818,3338
SEEDGWAS4707:MRG:4:250096819,2364
SEEDGWAS4708:MRG:4:250096820,4282
SEEDGWAS4708:MRG:4:250096821,4282
SEEDGWAS4709:MRG:4:250096822,4977
SEEDGWAS471:MRG:4:250059235,7201
SEEDGWAS4710:MRG:4:250096823,3558
SEEDGWAS4711:MRG:4:250096824,3558
SEEDGWAS4712:MRG:4:250096825,15129
SEEDGWAS4713:MRG:4:250096827,4453
SEEDGWAS4714:MRG:4:250096859,4453
SEEDGWAS4715:MRG:4:250096860,7650
SEEDGWAS4716:MRG:4:250096861,9266
SEEDGWAS4717:MRG:4:250096864,4410
SEEDGWAS4718:MRG:4:250096865,4453
SEEDGWAS4719:MRG:4:250096866,4453
SEEDGWAS4720:MRG:4:250096867,4453
SEEDGWAS4721:MRG:4:250096868,7650
SEEDGWAS4722:MRG:4:250096872,3683
SEEDGWAS4723:MRG:4:250096875,4177
SEEDGWAS4724:MRG:4:250096877,6628
SEEDGWAS4725:MRG:4:250096879,4769
SEEDGWAS4726:MRG:4:250096880,57
SEEDGWAS4727:MRG:4:250096883,2649
SEEDGWAS4728:MRG:4:250096884,2649
SEEDGWAS4729:MRG:4:250096885,2979
SEEDGWAS4730:MRG:4:250096886,2568
SEEDGWAS4731:MRG:4:250096887,2608
SEEDGWAS4732:MRG:4:250096888,3849
SEEDGWAS4733:MRG:4:250096889,2380
SEEDGWAS4734:MRG:4:250096890,5113
SEEDGWAS4735:MRG:4:250096891,4977
SEEDGWAS4736:MRG:4:250096894,6934
SEEDGWAS4737:MRG:4:250096897,1695
SEEDGWAS4738:MRG:4:250096899,2678
SEEDGWAS4739:MRG:4:250096900,2894
SEEDGWAS4740:MRG:4:250096901,4487
SEEDGWAS4741:MRG:4:250096903,2608
SEEDGWAS4742:MRG:4:250096904,2655
SEEDGWAS4743:MRG:4:250096906,4977
SEEDGWAS4744:MRG:4:250096907,4662
SEEDGWAS4745:MRG:4:250096909,6934
SEEDGWAS4746:MRG:4:250096910,1695
SEEDGWAS4747:MRG:4:250096912,5226
SEEDGWAS4748:MRG:4:250096914,5260
SEEDGWAS4749:MRG:4:250096915,2364
SEEDGWAS4750:MRG:4:250096916,2825
SEEDGWAS4751:MRG:4:250096920,4691
SEEDGWAS4751:MRG:4:250096921,4691
SEEDGWAS4752:MRG:4:250096923,3439
SEEDGWAS4753:MRG:4:250096925,4343
SEEDGWAS4754:MRG:4:250096926,4248
SEEDGWAS4755:MRG:4:250096927,6798
SEEDGWAS4756:MRG:4:250096929,3807
SEEDGWAS4757:MRG:4:250096930,3390
SEEDGWAS4758:MRG:4:250096931,3028
SEEDGWAS4759:MRG:4:250096932,3662
SEEDGWAS476:MRG:4:250059237,3855
SEEDGWAS4760:MRG:4:250096933,4248
SEEDGWAS4761:MRG:4:250096934,3390
SEEDGWAS4762:MRG:4:250096935,4361
SEEDGWAS4763:MRG:4:250096936,7650
SEEDGWAS4764:MRG:4:250096937,5473
SEEDGWAS4765:MRG:4:250096938,1142
SEEDGWAS4766:MRG:4:250096939,2593
SEEDGWAS4767:MRG:4:250096940,2024
SEEDGWAS4768:MRG:4:250096941,2024
SEEDGWAS4769:MRG:4:250096946,7650
SEEDGWAS477:MRG:4:250059238,10657
SEEDGWAS4770:MRG:4:250096947,7201
SEEDGWAS4771:MRG:4:250096949,3988
SEEDGWAS4772:MRG:4:250096952,2893
SEEDGWAS4773:MRG:4:250096953,4516
SEEDGWAS4774:MRG:4:250104987,2685
SEEDGWAS4775:MRG:4:250104991,4314
SEEDGWAS4776:MRG:4:250104992,8206
SEEDGWAS4777:MRG:4:250104993,8206
SEEDGWAS4778:MRG:4:250104995,7201
SEEDGWAS4779:MRG:4:250104998,2685
SEEDGWAS478:MRG:4:250059239,4845
SEEDGWAS4780:MRG:4:250104999,2572
SEEDGWAS4781:MRG:4:250105000,7650
SEEDGWAS4782:MRG:4:250105001,7201
SEEDGWAS4783:MRG:4:250105003,4706
SEEDGWAS4784:MRG:4:250105004,1965
SEEDGWAS4785:MRG:4:250105005,4299
SEEDGWAS4786:MRG:4:250105007,4564
SEEDGWAS4787:MRG:4:250105008,2102
SEEDGWAS4788:MRG:4:250105009,3640
SEEDGWAS4789:MRG:4:250105010,8206
SEEDGWAS479:MRG:4:250059271,5170
SEEDGWAS4790:MRG:4:250105011,7650
SEEDGWAS4791:MRG:4:250105014,7201
SEEDGWAS4792:MRG:4:250105020,4500
SEEDGWAS4793:MRG:4:250105021,1695
SEEDGWAS4794:MRG:4:250105022,2427
SEEDGWAS4795:MRG:4:250105023,2824
SEEDGWAS4796:MRG:4:250105024,4500
SEEDGWAS4797:MRG:4:250105025,5419
SEEDGWAS4798:MRG:4:250105027,3055
SEEDGWAS4799:MRG:4:250105029,13937
SEEDGWAS48:MRG:4:250054478,11366
SEEDGWAS480:MRG:4:250059272,7161
SEEDGWAS4800:MRG:4:250105031,4020
SEEDGWAS4801:MRG:4:250105032,3233
SEEDGWAS4802:MRG:4:250105033,3332
SEEDGWAS4803:MRG:4:250105034,5055
SEEDGWAS4804:MRG:4:250105037,5553
SEEDGWAS4805:MRG:4:250105040,4927
SEEDGWAS4806:MRG:4:250105041,2527
SEEDGWAS4807:MRG:4:250105043,2560
SEEDGWAS4808:MRG:4:250105044,1779
SEEDGWAS4809:MRG:4:250105045,2100
SEEDGWAS481:MRG:4:250059273,6564
SEEDGWAS4810:MRG:4:250105047,1994
SEEDGWAS4811:MRG:4:250105051,6706
SEEDGWAS4812:MRG:4:250105052,2934
SEEDGWAS4813:MRG:4:250105053,7650
SEEDGWAS4814:MRG:4:250105054,7201
SEEDGWAS4815:MRG:4:250105055,4227
SEEDGWAS4816:MRG:4:250105057,4408
SEEDGWAS4817:MRG:4:250105061,3926
SEEDGWAS4818:MRG:4:250105063,7650
SEEDGWAS4819:MRG:4:250105068,2053
SEEDGWAS482:MRG:4:250059274,14083
SEEDGWAS4820:MRG:4:250105070,2649
SEEDGWAS4821:MRG:4:250105071,3048
SEEDGWAS4822:MRG:4:250105072,3849
SEEDGWAS4823:MRG:4:250105073,6706
SEEDGWAS4824:MRG:4:250105074,6706
SEEDGWAS4825:MRG:4:250105077,5440
SEEDGWAS4826:MRG:4:250105078,4511
SEEDGWAS4827:MRG:4:250105079,3764
SEEDGWAS4828:MRG:4:250105080,8197
SEEDGWAS4829:MRG:4:250105113,5364
SEEDGWAS483:MRG:4:250059275,7161
SEEDGWAS4830:MRG:4:250105116,2989
SEEDGWAS4831:MRG:4:250105118,2246
SEEDGWAS4832:MRG:4:250105119,2246
SEEDGWAS4833:MRG:4:250105120,2246
SEEDGWAS4834:MRG:4:250105121,2246
SEEDGWAS4835:MRG:4:250105122,4662
SEEDGWAS4836:MRG:4:250105123,4227
SEEDGWAS4837:MRG:4:250105124,5440
SEEDGWAS4838:MRG:4:250105125,5440
SEEDGWAS4839:MRG:4:250105126,7650
SEEDGWAS484:MRG:4:250059276,6495
SEEDGWAS4840:MRG:4:250105127,7201
SEEDGWAS4841:MRG:4:250105128,2101
SEEDGWAS4842:MRG:4:250105129,1758
SEEDGWAS4843:MRG:4:250105130,2095
SEEDGWAS4844:MRG:4:250105132,1942
SEEDGWAS4845:MRG:4:250105133,2050
SEEDGWAS4847:MRG:4:250105135,7260
SEEDGWAS4848:MRG:4:250105136,7148
SEEDGWAS4849:MRG:4:250105137,7148
SEEDGWAS4850:MRG:4:250105139,4237
SEEDGWAS4851:MRG:4:250105140,2259
SEEDGWAS4852:MRG:4:250105141,2370
SEEDGWAS4853:MRG:4:250105145,5234
SEEDGWAS4854:MRG:4:250105146,5234
SEEDGWAS4855:MRG:4:250105147,5234
SEEDGWAS4856:MRG:4:250105148,4953
SEEDGWAS4857:MRG:4:250105150,5366
SEEDGWAS4858:MRG:4:250105151,2048
SEEDGWAS4859:MRG:4:250105152,3630
SEEDGWAS486:MRG:4:250059278,6546
SEEDGWAS4860:MRG:4:250105153,2048
SEEDGWAS4861:MRG:4:250105155,4970
SEEDGWAS4862:MRG:4:250105157,5366
SEEDGWAS4863:MRG:4:250105158,3429
SEEDGWAS4864:MRG:4:250105159,5220
SEEDGWAS4865:MRG:4:250105160,5220
SEEDGWAS4866:MRG:4:250105162,5292
SEEDGWAS4867:MRG:4:250105163,2094
SEEDGWAS4868:MRG:4:250105166,3539
SEEDGWAS4869:MRG:4:250105169,3700
SEEDGWAS487:MRG:4:250059279,6421
SEEDGWAS4870:MRG:4:250105171,8807
SEEDGWAS4870:MRG:4:250105172,8807
SEEDGWAS4871:MRG:4:250105175,8050
SEEDGWAS4872:MRG:4:250105176,8050
SEEDGWAS4873:MRG:4:250105177,7261
SEEDGWAS4874:MRG:4:250105181,7098
SEEDGWAS4875:MRG:4:250105186,7148
SEEDGWAS4876:MRG:4:250105187,7148
SEEDGWAS4877:MRG:4:250105191,5113
SEEDGWAS4878:MRG:4:250105193,3637
SEEDGWAS4879:MRG:4:250105194,4020
SEEDGWAS488:MRG:4:250059280,5563
SEEDGWAS4880:MRG:4:250105195,4769
SEEDGWAS4883:MRG:4:250096166,7236
SEEDGWAS4884:MRG:4:250096167,8662
SEEDGWAS4885:MRG:4:250096311,3460
SEEDGWAS4886:MRG:4:250095971,6520
SEEDGWAS4887:MRG:4:250095984,4824
SEEDGWAS4889:MRG:4:250096015,6451
SEEDGWAS489:MRG:4:250059281,3230
SEEDGWAS4890:MRG:4:250096021,6019
SEEDGWAS4891:MRG:4:250096153,4122
SEEDGWAS4893:MRG:4:250096763,4712
SEEDGWAS4894:MRG:4:250096908,6934
SEEDGWAS4895:MRG:4:250105038,5109
SEEDGWAS4896:MRG:4:250105039,5109
SEEDGWAS4899:MRG:4:250095988,3425
SEEDGWAS49:MRG:4:250054479,11328
SEEDGWAS490:MRG:4:250059282,7721
SEEDGWAS4900:MRG:4:250095989,3419
SEEDGWAS4901:MRG:4:250095997,4686
SEEDGWAS4903:MRG:4:250096002,1969
SEEDGWAS4904:MRG:4:250096005,2358
SEEDGWAS4905:MRG:4:250096010,4314
SEEDGWAS4906:MRG:4:250096017,4206
SEEDGWAS4907:MRG:4:250096050,4108
SEEDGWAS4908:MRG:4:250096098,6985
SEEDGWAS4909:MRG:4:250096099,2700
SEEDGWAS491:MRG:4:250059283,5010
SEEDGWAS4911:MRG:4:250096126,2397
SEEDGWAS4912:MRG:4:250096130,4977
SEEDGWAS4914:MRG:4:250096136,4681
SEEDGWAS4915:MRG:4:250096137,4760
SEEDGWAS4916:MRG:4:250096141,4834
SEEDGWAS4917:MRG:4:250096142,4834
SEEDGWAS4918:MRG:4:250096143,6053
SEEDGWAS4919:MRG:4:250096150,5646
SEEDGWAS492:MRG:4:250059284,12023
SEEDGWAS4920:MRG:4:250096157,4511
SEEDGWAS4921:MRG:4:250096159,4747
SEEDGWAS4922:MRG:4:250096160,3288
SEEDGWAS4923:MRG:4:250096169,4110
SEEDGWAS4924:MRG:4:250096236,4576
SEEDGWAS4925:MRG:4:250096241,6704
SEEDGWAS4926:MRG:4:250096256,1381
SEEDGWAS4927:MRG:4:250096280,2646
SEEDGWAS4928:MRG:4:250096281,2646
SEEDGWAS4929:MRG:4:250096292,4005
SEEDGWAS493:MRG:4:250059285,5553
SEEDGWAS4930:MRG:4:250096304,3101
SEEDGWAS4931:MRG:4:250096307,3129
SEEDGWAS4931:MRG:4:250096308,3129
SEEDGWAS4932:MRG:4:250096313,4576
SEEDGWAS4933:MRG:4:250096524,4619
SEEDGWAS4935:MRG:4:250096546,2492
SEEDGWAS4936:MRG:4:250096550,5286
SEEDGWAS4937:MRG:4:250096552,4093
SEEDGWAS4938:MRG:4:250096630,4143
SEEDGWAS4939:MRG:4:250096631,3057
SEEDGWAS4940:MRG:4:250096643,3857
SEEDGWAS4941:MRG:4:250096650,4259
SEEDGWAS4942:MRG:4:250096682,4244
SEEDGWAS4943:MRG:4:250096698,2118
SEEDGWAS4944:MRG:4:250096782,3430
SEEDGWAS4945:MRG:4:250096786,6761
SEEDGWAS4946:MRG:4:250096826,12568
SEEDGWAS4947:MRG:4:250096862,3558
SEEDGWAS4948:MRG:4:250096871,3695
SEEDGWAS4949:MRG:4:250096874,4177
SEEDGWAS4950:MRG:4:250096878,4375
SEEDGWAS4951:MRG:4:250096895,12568
SEEDGWAS4952:MRG:4:250096896,2385
SEEDGWAS4953:MRG:4:250096924,3662
SEEDGWAS4954:MRG:4:250104997,4719
SEEDGWAS4955:MRG:4:250105016,4719
SEEDGWAS4956:MRG:4:250105018,2932
SEEDGWAS4957:MRG:4:250105115,2083
SEEDGWAS4958:MRG:4:250105131,945
SEEDGWAS4960:MRG:4:250095991,3640
SEEDGWAS4964:MRG:4:250096037,5235
SEEDGWAS4965:MRG:4:250096038,4448
SEEDGWAS4966:MRG:4:250096044,4448
SEEDGWAS4967:MRG:4:250096047,4578
SEEDGWAS4968:MRG:4:250096049,5405
SEEDGWAS4971:MRG:4:250096119,2137
SEEDGWAS4972:MRG:4:250096128,8604
SEEDGWAS4973:MRG:4:250096156,2719
SEEDGWAS4974:MRG:4:250096162,8528
SEEDGWAS4975:MRG:4:250096175,4448
SEEDGWAS4976:MRG:4:250096176,6718
SEEDGWAS4977:MRG:4:250096179,5121
SEEDGWAS4978:MRG:4:250096183,7308
SEEDGWAS4980:MRG:4:250096224,11067
SEEDGWAS4980:MRG:4:250096225,11067
SEEDGWAS4981:MRG:4:250096230,5945
SEEDGWAS4982:MRG:4:250096231,5945
SEEDGWAS4983:MRG:4:250096232,4325
SEEDGWAS4984:MRG:4:250096248,4638
SEEDGWAS4985:MRG:4:250096253,7420
SEEDGWAS4986:MRG:4:250096258,2286
SEEDGWAS4986:MRG:4:250096259,2286
SEEDGWAS4988:MRG:4:250096265,2479
SEEDGWAS4989:MRG:4:250096276,2370
SEEDGWAS4990:MRG:4:250096286,6326
SEEDGWAS4991:MRG:4:250096293,2694
SEEDGWAS4992:MRG:4:250096301,2600
SEEDGWAS4993:MRG:4:250096316,4823
SEEDGWAS4994:MRG:4:250096353,4726
SEEDGWAS4995:MRG:4:250096356,4726
SEEDGWAS4996:MRG:4:250096357,4726
SEEDGWAS4997:MRG:4:250096361,4692
SEEDGWAS4998:MRG:4:250096362,4666
SEEDGWAS4999:MRG:4:250096363,3672
SEEDGWAS5:MRG:4:250054449,7804
SEEDGWAS500:MRG:4:250059293,5457
SEEDGWAS5000:MRG:4:250096364,4758
SEEDGWAS5001:MRG:4:250096367,3971
SEEDGWAS5002:MRG:4:250096369,4686
SEEDGWAS5003:MRG:4:250096380,5425
SEEDGWAS5004:MRG:4:250096383,4567
SEEDGWAS5005:MRG:4:250096386,4237
SEEDGWAS5006:MRG:4:250096387,3971
