Arabidopsis_gene,Rice_gene,Maize_gene,Sorghum_gene,Barley_gene
AT1G42120,LOC_Os03g41500,,,
AT1G42190,LOC_Os03g41530,,,
AT1G42430,LOC_Os03g41540,,,
AT1G42440,LOC_Os03g41770,,,
AT1G42470,LOC_Os03g42760,,,
AT1G42480,LOC_Os03g42960,,,
AT1G42525,LOC_Os03g43230,,,
AT1G42550,LOC_Os03g43350,,,
AT1G42560,LOC_Os03g43750,,,
AT1G42680,LOC_Os03g43990,,,
AT1G42699,LOC_Os03g44030,,,
AT1G42700,LOC_Os03g44040,,,
AT1G42710,LOC_Os03g44070,,,
AT1G42960,LOC_Os03g44290,,,
AT1G42970,LOC_Os03g44430,,,
AT1G43000,LOC_Os03g44530,,,
AT1G43005,LOC_Os03g44810,,,
AT1G43020,LOC_Os03g45070,,,
AT1G43040,LOC_Os03g45160,,,
AT1G43080,LOC_Os03g45320,,,
AT1G43145,LOC_Os03g45590,,,
AT1G43171,LOC_Os03g45680,,,
AT1G43245,LOC_Os03g45890,,,
AT1G43260,LOC_Os03g46040,,,
AT1G43310,LOC_Os03g46100,,,
AT1G43330,LOC_Os03g46220,,,
AT1G43415,LOC_Os03g46270,,,
AT1G43560,LOC_Os03g46290,,,
AT1G43580,LOC_Os03g46710,,,
AT1G43600,LOC_Os03g46780,,,
AT1G43610,LOC_Os03g47034,,,
AT1G43630,LOC_Os03g47210,,,
AT1G43640,LOC_Os03g47330,,,
AT1G43665,LOC_Os03g47640,,,
AT1G43666,LOC_Os03g47749,,,
AT1G43667,LOC_Os03g48260,,,
AT1G43690,LOC_Os03g49210,,,
AT1G43710,LOC_Os03g49464,,,
AT1G43720,LOC_Os03g49720,,,
AT1G43722,LOC_Os03g49800,,,
AT1G43730,LOC_Os03g49880,,,
AT1G43760,LOC_Os03g49890,,,
AT1G43765,LOC_Os03g49900,,,
AT1G43770,LOC_Os03g49930,,,
AT1G43780,LOC_Os03g50280,,,
AT1G43800,LOC_Os03g50470,,,
AT1G43810,LOC_Os03g50870,,,
AT1G43820,LOC_Os03g51240,,,
AT1G43850,LOC_Os03g51350,,,
AT1G43860,LOC_Os03g51390,,,
AT1G43890,LOC_Os03g51420,,,
AT1G43900,LOC_Os03g51459,,,
AT1G43910,LOC_Os03g51610,,,
AT1G43950,LOC_Os03g51620,,,
AT1G43970,LOC_Os03g51640,,,
AT1G43980,LOC_Os03g51650,,,
AT1G44000,LOC_Os03g51660,,,
AT1G44020,LOC_Os03g51670,,,
AT1G44030,LOC_Os03g51680,,,
AT1G44050,LOC_Os03g51690,,,
AT1G44080,LOC_Os03g51740,,,
AT1G44085,LOC_Os03g52090,,,
AT1G44170,LOC_Os03g52190,,,
AT1G44180,LOC_Os03g52320,,,
AT1G44224,LOC_Os03g52794,,,
AT1G44318,LOC_Os03g53110,,,
AT1G44350,LOC_Os03g53130,,,
AT1G44414,LOC_Os03g53140,,,
AT1G44446,LOC_Os03g53260,,,
AT1G44478,LOC_Os03g53270,,,
AT1G44542,LOC_Os03g53360,,,
AT1G44575,LOC_Os03g53380,,,
AT1G44608,LOC_Os03g53950,,,
AT1G44674,LOC_Os03g54050,,,
AT1G44740,LOC_Os03g54850,,,
AT1G44750,LOC_Os03g55150,,,
AT1G44770,LOC_Os03g56782,,,
AT1G44790,LOC_Os03g56784,,,
AT1G44800,LOC_Os03g56970,,,
AT1G44810,LOC_Os03g57010,,,
AT1G44820,LOC_Os03g57070,,,
AT1G44830,LOC_Os03g57149,,,
AT1G44835,LOC_Os03g57200,,,
AT1G44890,LOC_Os03g57210,,,
AT1G44900,LOC_Os03g57240,,,
AT1G44910,LOC_Os03g57260,,,
AT1G44920,LOC_Os03g57270,,,
AT1G44940,LOC_Os03g57280,,,
AT1G44941,LOC_Os03g57290,,,
AT1G45010,LOC_Os03g57320,,,
AT1G45015,LOC_Os03g57330,,,
AT1G45050,LOC_Os03g57340,,,
AT1G45063,LOC_Os03g57349,,,
AT1G45110,LOC_Os03g57360,,,
AT1G45145,LOC_Os03g57370,,,
AT1G45150,LOC_Os03g57380,,,
AT1G45160,LOC_Os03g57390,,,
AT1G45163,LOC_Os03g57400,,,
AT1G45170,LOC_Os03g57420,,,
AT1G45180,LOC_Os03g57430,,,
AT1G45190,LOC_Os03g57450,,,
AT1G45191,LOC_Os03g57470,,,
AT1G45201,LOC_Os03g57480,,,
AT1G45207,LOC_Os03g57780,,,
AT1G45215,LOC_Os03g57820,,,
AT1G45223,LOC_Os03g57870,,,
AT1G45229,LOC_Os03g57890,,,
AT1G45230,LOC_Os03g57900,,,
AT1G45231,LOC_Os03g57940,,,
AT1G45233,LOC_Os03g58170,,,
AT1G45242,LOC_Os03g58230,,,
AT1G45243,LOC_Os03g58390,,,
AT1G45244,LOC_Os03g58560,,,
AT1G45246,LOC_Os03g58840,,,
AT1G45248,LOC_Os03g58850,,,
AT1G45249,LOC_Os03g58910,,,
AT1G45403,LOC_Os03g59080,,,
AT1G45474,LOC_Os03g59100,,,
AT1G45616,LOC_Os03g59110,,,
AT1G45688,LOC_Os03g59140,,,
AT1G45976,LOC_Os03g59146,,,
AT1G46264,LOC_Os03g59160,,,
AT1G46336,LOC_Os03g59170,,,
AT1G46408,LOC_Os03g59180,,,
AT1G46480,LOC_Os03g59350,,,
AT1G46554,LOC_Os03g59780,,,
AT1G46696,LOC_Os03g59960,,,
AT1G46840,LOC_Os03g60509,,,
AT1G46912,LOC_Os03g60540,,,
AT1G46984,LOC_Os03g60930,,,
AT1G47056,LOC_Os03g61870,,,
AT1G47128,LOC_Os03g61900,,,
AT1G47200,LOC_Os03g62060,,,
AT1G47210,LOC_Os03g62190,,,
AT1G47230,LOC_Os03g62270,,,
AT1G47240,LOC_Os03g62340,,,
AT1G47250,LOC_Os03g63040,,,
AT1G47260,LOC_Os03g63074,,,
AT1G47265,LOC_Os03g63170,,,
AT1G47280,LOC_Os03g63210,,,
AT1G47290,LOC_Os03g63510,,,
AT1G47300,LOC_Os03g63650,,,
AT1G47310,LOC_Os03g63770,,,
AT1G47330,LOC_Os03g63810,,,
AT1G47340,LOC_Os03g63820,,,
AT1G47350,LOC_Os03g63830,,,
AT1G47370,LOC_Os03g63840,,,
AT1G47380,LOC_Os03g64219,,,
AT1G47389,LOC_Os03g64340,,,
AT1G47390,LOC_Os03g64350,,,
AT1G47395,LOC_Os03g64400,,,
AT1G47400,LOC_Os03g64420,,,
AT1G47410,LOC_Os04g01120,,,
AT1G47420,LOC_Os04g01124,,,
AT1G47450,LOC_Os04g01140,,,
AT1G47470,LOC_Os04g01210,,,
AT1G47480,LOC_Os04g01230,,,
AT1G47485,LOC_Os04g01260,,,
AT1G47495,LOC_Os04g01290,,,
AT1G47497,LOC_Os04g01310,,,
AT1G47500,LOC_Os04g01370,,,
AT1G47510,LOC_Os04g01439,,,
AT1G47530,LOC_Os04g01470,,,
AT1G47540,LOC_Os04g01590,,,
AT1G47550,LOC_Os04g01610,,,
AT1G47560,LOC_Os04g01720,,,
AT1G47570,LOC_Os04g01740,,,
AT1G47580,LOC_Os04g01930,,,
AT1G47600,LOC_Os04g02160,,,
AT1G47603,LOC_Os04g02180,,,
AT1G47610,LOC_Os04g02200,,,
AT1G47620,LOC_Os04g02210,,,
AT1G47640,LOC_Os04g02310,,,
AT1G47655,LOC_Os04g02340,,,
AT1G47660,LOC_Os04g02500,,,
AT1G47670,LOC_Os04g02920,,,
AT1G47680,LOC_Os04g02950,,,
AT1G47690,LOC_Os04g02960,,,
AT1G47700,LOC_Os04g03130,,,
AT1G47710,LOC_Os04g03420,,,
AT1G47720,LOC_Os04g03810,,,
AT1G47730,LOC_Os04g03980,,,
AT1G47760,LOC_Os04g04150,,,
AT1G47765,LOC_Os04g04180,,,
AT1G47770,LOC_Os04g04280,,,
AT1G47780,LOC_Os04g04360,,,
AT1G47786,LOC_Os04g04510,,,
AT1G47790,LOC_Os04g04574,,,
AT1G47800,LOC_Os04g05420,,,
AT1G47810,LOC_Os04g05530,,,
AT1G47870,LOC_Os04g05630,,,
AT1G47885,LOC_Os04g06280,,,
AT1G47890,LOC_Os04g06790,,,
AT1G47900,LOC_Os04g07200,,,
AT1G47915,LOC_Os04g07350,,,
AT1G47920,LOC_Os04g07370,,,
AT1G47940,LOC_Os04g07460,,,
AT1G47960,LOC_Os04g07470,,,
AT1G47970,LOC_Os04g07520,,,
AT1G47980,LOC_Os04g07660,,,
AT1G48000,LOC_Os04g08260,,,
AT1G48010,LOC_Os04g08470,,,
AT1G48020,LOC_Os04g08500,,,
AT1G48040,LOC_Os04g08812,,,
AT1G48090,LOC_Os04g09310,,,
AT1G48095,LOC_Os04g09730,,,
AT1G48100,LOC_Os04g09770,,,
AT1G48170,LOC_Os04g10000,,,
AT1G48260,LOC_Os04g10020,,,
AT1G48267,LOC_Os04g10460,,,
AT1G48270,LOC_Os04g10470,,,
AT1G48280,LOC_Os04g10700,,,
AT1G48300,LOC_Os04g11990,,,
AT1G48400,LOC_Os04g12140,,,
AT1G48480,LOC_Os04g12240,,,
AT1G48490,LOC_Os04g12760,,,
AT1G48500,LOC_Os04g13040,,,
AT1G48510,LOC_Os04g13110,,,
AT1G48520,LOC_Os04g13740,,,
AT1G48540,LOC_Os04g13920,,,
AT1G48560,LOC_Os04g14190,,,
AT1G48590,LOC_Os04g14220,,,
AT1G48730,LOC_Os04g14390,,,
AT1G48750,LOC_Os04g14410,,,
AT1G48760,LOC_Os04g14580,,,
AT1G48770,LOC_Os04g14590,,,
AT1G48780,LOC_Os04g14654,,,
AT1G48790,LOC_Os04g14710,,,
AT1G48820,LOC_Os04g14980,,,
AT1G48870,LOC_Os04g15910,,,
AT1G48880,LOC_Os04g16010,,,
AT1G48910,LOC_Os04g16550,,,
AT1G48912,LOC_Os04g16580,,,
AT1G48920,LOC_Os04g16649,,,
AT1G48930,LOC_Os04g16680,,,
AT1G48960,LOC_Os04g16712,,,
AT1G49005,LOC_Os04g16722,,,
AT1G49010,LOC_Os04g16878,,,
AT1G49015,LOC_Os04g17010,,,
AT1G49020,LOC_Os04g17020,,,
AT1G49030,LOC_Os04g17050,,,
AT1G49040,LOC_Os04g17140,,,
AT1G49100,LOC_Os04g17290,,,
AT1G49120,LOC_Os04g17574,,,
AT1G49130,LOC_Os04g17640,,,
AT1G49140,LOC_Os04g17650,,,
AT1G49160,LOC_Os04g17780,,,
AT1G49170,LOC_Os04g17860,,,
AT1G49200,LOC_Os04g17890,,,
AT1G49230,LOC_Os04g18100,,,
AT1G49260,LOC_Os04g18200,,,
AT1G49280,LOC_Os04g18710,,,
AT1G49300,LOC_Os04g18730,,,
AT1G49310,LOC_Os04g19180,,,
AT1G49320,LOC_Os04g19200,,,
AT1G49340,LOC_Os04g19270,,,
AT1G49420,LOC_Os04g19710,,,
AT1G49450,LOC_Os04g20260,,,
AT1G49470,LOC_Os04g20510,,,
AT1G49500,LOC_Os04g20680,,,
AT1G49590,LOC_Os04g20960,,,
AT1G49620,LOC_Os04g21410,,,
AT1G49630,LOC_Os04g21760,,,
AT1G49680,LOC_Os04g21800,,,
AT1G49710,LOC_Os04g21860,,,
AT1G49720,LOC_Os04g21900,,,
AT1G49730,LOC_Os04g21910,,,
AT1G49740,LOC_Os04g21980,,,
AT1G49750,LOC_Os04g21990,,,
AT1G49760,LOC_Os04g22060,,,
AT1G49770,LOC_Os04g22610,,,
AT1G49780,LOC_Os04g22640,,,
AT1G49790,LOC_Os04g22660,,,
AT1G49800,LOC_Os04g22760,,,
AT1G49810,LOC_Os04g22790,,,
AT1G49820,LOC_Os04g22830,,,
AT1G49832,LOC_Os04g22870,,,
AT1G49840,LOC_Os04g22880,,,
AT1G49850,LOC_Os04g22890,,,
AT1G49860,LOC_Os04g23090,,,
AT1G49920,LOC_Os04g23180,,,
AT1G49930,LOC_Os04g23200,,,
AT1G49940,LOC_Os04g23210,,,
AT1G50020,LOC_Os04g23230,,,
AT1G50030,LOC_Os04g23260,,,
AT1G50040,LOC_Os04g23440,,,
AT1G50110,LOC_Os04g23720,,,
AT1G50140,LOC_Os04g23739,,,
AT1G50190,LOC_Os04g24080,,,
AT1G50220,LOC_Os04g24130,,,
AT1G50260,LOC_Os04g24160,,,
AT1G50290,LOC_Os04g24350,,,
AT1G50300,LOC_Os04g24430,,,
AT1G50360,LOC_Os04g25520,,,
AT1G50380,LOC_Os04g25880,,,
AT1G50410,LOC_Os04g25980,,,
AT1G50430,LOC_Os04g26630,,,
AT1G50490,LOC_Os04g27210,,,
AT1G50500,LOC_Os04g27380,,,
AT1G50580,LOC_Os04g27420,,,
AT1G50603,LOC_Os04g27510,,,
AT1G50620,LOC_Os04g27550,,,
AT1G50630,LOC_Os04g27790,,,
AT1G50650,LOC_Os04g28060,,,
AT1G50700,LOC_Os04g29120,,,
AT1G50710,LOC_Os04g30090,,,
AT1G50720,LOC_Os04g30420,,,
AT1G50730,LOC_Os04g30850,,,
AT1G50732,LOC_Os04g31160,,,
AT1G50740,LOC_Os04g31590,,,
AT1G50750,LOC_Os04g31620,,,
AT1G50760,LOC_Os04g31760,,,
AT1G50770,LOC_Os04g31790,,,
AT1G50800,LOC_Os04g31804,,,
AT1G50840,LOC_Os04g32120,,,
AT1G50870,LOC_Os04g32920,,,
AT1G50880,LOC_Os04g32950,,,
AT1G50940,LOC_Os04g33120,,,
AT1G50960,LOC_Os04g33190,,,
AT1G50970,LOC_Os04g33300,,,
AT1G51010,LOC_Os04g34120,,,
AT1G51020,LOC_Os04g34250,,,
AT1G51030,LOC_Os04g35030,,,
AT1G51040,LOC_Os04g35680,,,
AT1G51070,LOC_Os04g35864,,,
AT1G51090,LOC_Os04g37619,,,
AT1G51110,LOC_Os04g37770,,,
AT1G51170,LOC_Os04g38100,,,
AT1G51172,LOC_Os04g38650,,,
AT1G51190,LOC_Os04g39700,,,
AT1G51200,LOC_Os04g39800,,,
AT1G51230,LOC_Os04g41110,,,
AT1G51260,LOC_Os04g41140,,,
AT1G51270,LOC_Os04g41229,,,
AT1G51300,LOC_Os04g42370,,,
AT1G51320,LOC_Os04g44170,,,
AT1G51340,LOC_Os04g44660,,,
AT1G51402,LOC_Os04g44690,,,
AT1G51405,LOC_Os04g44840,,,
AT1G51410,LOC_Os04g45010,,,
AT1G51580,LOC_Os04g45160,,,
AT1G51590,LOC_Os04g45180,,,
AT1G51610,LOC_Os04g45240,,,
AT1G51823,LOC_Os04g45350,,,
AT1G51850,LOC_Os04g45450,,,
AT1G51860,LOC_Os04g46050,,,
AT1G51880,LOC_Os04g46160,,,
AT1G51910,LOC_Os04g47059,,,
AT1G51915,LOC_Os04g47140,,,
AT1G51940,LOC_Os04g47240,,,
AT1G51950,LOC_Os04g47430,,,
AT1G51970,LOC_Os04g47590,,,
AT1G51980,LOC_Os04g47700,,,
AT1G51990,LOC_Os04g47830,,,
AT1G52030,LOC_Os04g47940,,,
AT1G52040,LOC_Os04g47970,,,
AT1G52050,LOC_Os04g48010,,,
AT1G52060,LOC_Os04g48050,,,
AT1G52070,LOC_Os04g48060,,,
AT1G52080,LOC_Os04g48310,,,
AT1G52110,LOC_Os04g48375,,,
AT1G52120,LOC_Os04g48770,,,
AT1G52150,LOC_Os04g48780,,,
AT1G52180,LOC_Os04g49010,,,
AT1G52185,LOC_Os04g49640,,,
AT1G52200,LOC_Os04g49860,,,
AT1G52240,LOC_Os04g50740,,,
AT1G52260,LOC_Os04g50920,,,
AT1G52280,LOC_Os04g51550,,,
AT1G52300,LOC_Os04g51580,,,
AT1G52325,LOC_Os04g51700,,,
AT1G52340,LOC_Os04g51800,,,
AT1G52342,LOC_Os04g52440,,,
AT1G52347,LOC_Os04g52504,,,
AT1G52350,LOC_Os04g52540,,,
AT1G52360,LOC_Os04g52550,,,
AT1G52370,LOC_Os04g52580,,,
AT1G52380,LOC_Os04g52590,,,
AT1G52390,LOC_Os04g52840,,,
AT1G52400,LOC_Os04g53060,,,
AT1G52410,LOC_Os04g53070,,,
AT1G52415,LOC_Os04g53080,,,
AT1G52420,LOC_Os04g53496,,,
AT1G52430,LOC_Os04g53544,,,
AT1G52440,LOC_Os04g53550,,,
AT1G52490,LOC_Os04g53760,,,
AT1G52510,LOC_Os04g53890,,,
AT1G52530,LOC_Os04g54002,,,
AT1G52540,LOC_Os04g54030,,,
AT1G52560,LOC_Os04g54120,,,
AT1G52565,LOC_Os04g54250,,,
AT1G52600,LOC_Os04g54260,,,
AT1G52615,LOC_Os04g54280,,,
AT1G52618,LOC_Os04g54310,,,
AT1G52630,LOC_Os04g54330,,,
AT1G52690,LOC_Os04g54340,,,
AT1G52695,LOC_Os04g54410,,,
AT1G52710,LOC_Os04g54440,,,
AT1G52720,LOC_Os04g54610,,,
AT1G52790,LOC_Os04g54620,,,
AT1G52830,LOC_Os04g54650,,,
AT1G52857,LOC_Os04g54670,,,
AT1G52890,LOC_Os04g54700,,,
AT1G53050,LOC_Os04g54830,,,
AT1G53080,LOC_Os04g54850,,,
AT1G53180,LOC_Os04g54860,,,
AT1G53200,LOC_Os04g54870,,,
AT1G53240,LOC_Os04g54880,,,
AT1G53285,LOC_Os04g54890,,,
AT1G53290,LOC_Os04g54900,,,
AT1G53370,LOC_Os04g54910,,,
AT1G53390,LOC_Os04g54930,,,
AT1G53430,LOC_Os04g54940,,,
AT1G53460,LOC_Os04g54960,,,
AT1G53480,LOC_Os04g54970,,,
AT1G53580,LOC_Os04g54980,,,
AT1G53610,LOC_Os04g55000,,,
AT1G53633,LOC_Os04g55020,,,
AT1G53635,LOC_Os04g55030,,,
AT1G53640,LOC_Os04g55040,,,
AT1G53650,LOC_Os04g55050,,,
AT1G53670,LOC_Os04g55060,,,
AT1G53680,LOC_Os04g55110,,,
AT1G53690,LOC_Os04g55230,,,
AT1G53700,LOC_Os04g55240,,,
AT1G53708,LOC_Os04g55250,,,
AT1G53720,LOC_Os04g55260,,,
AT1G53780,LOC_Os04g55270,,,
AT1G53820,LOC_Os04g55350,,,
AT1G53830,LOC_Os04g55410,,,
AT1G53860,LOC_Os04g55420,,,
AT1G53930,LOC_Os04g55430,,,
AT1G54040,LOC_Os04g55440,,,
AT1G54080,LOC_Os04g55450,,,
AT1G54090,LOC_Os04g55480,,,
AT1G54120,LOC_Os04g55490,,,
AT1G54200,LOC_Os04g55500,,,
AT1G54220,LOC_Os04g55505,,,
AT1G54290,LOC_Os04g55510,,,
AT1G54300,LOC_Os04g55520,,,
AT1G54330,LOC_Os04g55530,,,
AT1G54410,LOC_Os04g55540,,,
AT1G54420,LOC_Os04g55560,,,
AT1G54445,LOC_Os04g55570,,,
AT1G54450,LOC_Os04g55590,,,
AT1G54460,LOC_Os04g55600,,,
AT1G54470,LOC_Os04g55610,,,
AT1G54490,LOC_Os04g55620,,,
AT1G54520,LOC_Os04g55630,,,
AT1G54560,LOC_Os04g55640,,,
AT1G54610,LOC_Os04g55650,,,
AT1G54630,LOC_Os04g55660,,,
AT1G54640,LOC_Os04g55670,,,
AT1G54650,LOC_Os04g55680,,,
AT1G54710,LOC_Os04g55690,,,
AT1G54730,LOC_Os04g55700,,,
AT1G54860,LOC_Os04g55750,,,
AT1G54870,LOC_Os04g55760,,,
AT1G54890,LOC_Os04g55770,,,
AT1G54920,LOC_Os04g55780,,,
AT1G54930,LOC_Os04g55790,,,
AT1G54940,LOC_Os04g55800,,,
AT1G54950,LOC_Os04g55810,,,
AT1G54960,LOC_Os04g55820,,,
AT1G54970,LOC_Os04g55860,,,
AT1G54980,LOC_Os04g55870,,,
AT1G55000,LOC_Os04g55890,,,
AT1G55020,LOC_Os04g55899,,,
AT1G55045,LOC_Os04g55910,,,
AT1G55070,LOC_Os04g55920,,,
AT1G55120,LOC_Os04g55940,,,
AT1G55230,LOC_Os04g55950,,,
AT1G55250,LOC_Os04g55960,,,
AT1G55280,LOC_Os04g55970,,,
AT1G55290,LOC_Os04g56010,,,
AT1G55310,LOC_Os04g56030,,,
AT1G55320,LOC_Os04g56040,,,
AT1G55325,LOC_Os04g56050,,,
AT1G55330,LOC_Os04g56060,,,
AT1G55350,LOC_Os04g56080,,,
AT1G55420,LOC_Os04g56090,,,
AT1G55430,LOC_Os04g56100,,,
AT1G55440,LOC_Os04g56110,,,
AT1G55450,LOC_Os04g56120,,,
AT1G55460,LOC_Os04g56130,,,
AT1G55510,LOC_Os04g56150,,,
AT1G55540,LOC_Os04g56160,,,
AT1G55546,LOC_Os04g56170,,,
AT1G55560,LOC_Os04g56180,,,
AT1G55670,LOC_Os04g56190,,,
AT1G55690,LOC_Os04g56210,,,
AT1G55720,LOC_Os04g56220,,,
AT1G55820,LOC_Os04g56230,,,
AT1G55840,LOC_Os04g56240,,,
AT1G55860,LOC_Os04g56250,,,
AT1G55920,LOC_Os04g56260,,,
AT1G55950,LOC_Os04g56280,,,
AT1G55960,LOC_Os04g56290,,,
AT1G55990,LOC_Os04g56360,,,
AT1G56020,LOC_Os04g56370,,,
AT1G56030,LOC_Os04g56380,,,
AT1G56045,LOC_Os04g56400,,,
AT1G56060,LOC_Os04g56420,,,
AT1G56100,LOC_Os04g56430,,,
AT1G56130,LOC_Os04g56440,,,
AT1G56310,LOC_Os04g56450,,,
AT1G56350,LOC_Os04g56460,,,
AT1G56380,LOC_Os04g56470,,,
AT1G56450,LOC_Os04g56480,,,
AT1G56510,LOC_Os04g56490,,,
AT1G56530,LOC_Os04g56500,,,
AT1G56540,LOC_Os04g57920,,,
AT1G56550,LOC_Os04g58100,,,
AT1G56553,LOC_Os04g58140,,,
AT1G56555,LOC_Os04g58230,,,
AT1G56560,LOC_Os04g58564,,,
AT1G56570,LOC_Os04g58720,,,
AT1G56580,LOC_Os04g58780,,,
AT1G56590,LOC_Os04g58900,,,
AT1G56600,LOC_Os04g59210,,,
AT1G56610,LOC_Os04g59520,,,
AT1G56612,LOC_Os05g01130,,,
AT1G56620,LOC_Os05g01940,,,
AT1G56630,LOC_Os05g02370,,,
AT1G56660,LOC_Os05g02710,,,
AT1G56720,LOC_Os05g03200,,,
AT1G57600,LOC_Os05g03210,,,
AT1G57610,LOC_Os05g03220,,,
AT1G57613,LOC_Os05g03240,,,
AT1G57660,LOC_Os05g03280,,,
AT1G57750,LOC_Os05g03320,,,
AT1G57770,LOC_Os05g03339,,,
AT1G57777,LOC_Os05g03440,,,
AT1G57790,LOC_Os05g03520,,,
AT1G57800,LOC_Os05g03540,,,
AT1G57830,LOC_Os05g03800,,,
AT1G57835,LOC_Os05g03884,,,
AT1G57860,LOC_Os05g04520,,,
AT1G57943,LOC_Os05g04570,,,
AT1G57990,LOC_Os05g04730,,,
AT1G58007,LOC_Os05g05354,,,
AT1G58025,LOC_Os05g05400,,,
AT1G58030,LOC_Os05g06510,,,
AT1G58120,LOC_Os05g06660,,,
AT1G58190,LOC_Os05g06740,,,
AT1G58200,LOC_Os05g06750,,,
AT1G58225,LOC_Os05g06770,,,
AT1G58230,LOC_Os05g06790,,,
AT1G58242,LOC_Os05g06960,,,
AT1G58245,LOC_Os05g06970,,,
AT1G58248,LOC_Os05g06980,,,
AT1G58250,LOC_Os05g06990,,,
AT1G58260,LOC_Os05g07030,,,
AT1G58310,LOC_Os05g07040,,,
AT1G58330,LOC_Os05g07100,,,
AT1G58340,LOC_Os05g07210,,,
AT1G58350,LOC_Os05g07380,,,
AT1G58360,LOC_Os05g07670,,,
AT1G58420,LOC_Os05g07910,,,
AT1G58460,LOC_Os05g08000,,,
AT1G58470,LOC_Os05g08050,,,
AT1G58520,LOC_Os05g08410,,,
AT1G58590,LOC_Os05g08414,,,
AT1G58602,LOC_Os05g08440,,,
AT1G59500,LOC_Os05g08770,,,
AT1G59510,LOC_Os05g09070,,,
AT1G59520,LOC_Os05g09300,,,
AT1G59530,LOC_Os05g10800,,,
AT1G59535,LOC_Os05g11000,,,
AT1G59540,LOC_Os05g11030,,,
AT1G59560,LOC_Os05g11060,,,
AT1G59590,LOC_Os05g11414,,,
AT1G59600,LOC_Os05g11630,,,
AT1G59610,LOC_Os05g11650,,,
AT1G59620,LOC_Os05g11850,,,
AT1G59630,LOC_Os05g12150,,,
AT1G59640,LOC_Os05g12190,,,
AT1G59650,LOC_Os05g12270,,,
AT1G59660,LOC_Os05g12580,,,
AT1G59722,LOC_Os05g12740,,,
AT1G59730,LOC_Os05g12780,,,
AT1G59740,LOC_Os05g13300,,,
AT1G59750,LOC_Os05g13420,,,
AT1G59760,LOC_Os05g13730,,,
AT1G59780,LOC_Os05g13760,,,
AT1G59820,LOC_Os05g13770,,,
AT1G59835,LOC_Os05g14010,,,
AT1G59890,LOC_Os05g14040,,,
AT1G59900,LOC_Os05g14070,,,
AT1G59930,LOC_Os05g14170,,,
AT1G59970,LOC_Os05g14210,,,
AT1G59980,LOC_Os05g14220,,,
AT1G60010,LOC_Os05g14540,,,
AT1G60025,LOC_Os05g14790,,,
AT1G60030,LOC_Os05g14960,,,
AT1G60060,LOC_Os05g15300,,,
AT1G60070,LOC_Os05g15470,,,
AT1G60080,LOC_Os05g15560,,,
AT1G60095,LOC_Os05g16060,,,
AT1G60110,LOC_Os05g16240,,,
AT1G60140,LOC_Os05g16500,,,
AT1G60160,LOC_Os05g16520,,,
AT1G60200,LOC_Os05g16750,,,
AT1G60260,LOC_Os05g17340,,,
AT1G60270,LOC_Os05g17500,,,
AT1G60440,LOC_Os05g17530,,,
AT1G60450,LOC_Os05g17604,,,
AT1G60610,LOC_Os05g17630,,,
AT1G60625,LOC_Os05g17710,,,
AT1G60630,LOC_Os05g17830,,,
AT1G60670,LOC_Os05g17840,,,
AT1G60680,LOC_Os05g18080,,,
AT1G60700,LOC_Os05g18390,,,
AT1G60783,LOC_Os05g18400,,,
AT1G60790,LOC_Os05g18500,,,
AT1G60800,LOC_Os05g18604,,,
AT1G60850,LOC_Os05g18750,,,
AT1G60900,LOC_Os05g18770,,,
AT1G60970,LOC_Os05g18774,,,
AT1G60980,LOC_Os05g18920,,,
AT1G61000,LOC_Os05g19290,,,
AT1G61040,LOC_Os05g19370,,,
AT1G61070,LOC_Os05g19630,,,
AT1G61080,LOC_Os05g19650,,,
AT1G61090,LOC_Os05g19690,,,
AT1G61093,LOC_Os05g19710,,,
AT1G61095,LOC_Os05g19870,,,
AT1G61097,LOC_Os05g19954,,,
AT1G61100,LOC_Os05g20010,,,
AT1G61105,LOC_Os05g20020,,,
AT1G61120,LOC_Os05g20160,,,
AT1G61140,LOC_Os05g20200,,,
AT1G61160,LOC_Os05g20310,,,
AT1G61170,LOC_Os05g20520,,,
AT1G61180,LOC_Os05g20570,,,
AT1G61200,LOC_Os05g20670,,,
AT1G61210,LOC_Os05g20910,,,
AT1G61215,LOC_Os05g20970,,,
AT1G61250,LOC_Os05g21120,,,
AT1G61260,LOC_Os05g21210,,,
AT1G61270,LOC_Os05g22440,,,
AT1G61275,LOC_Os05g22540,,,
AT1G61280,LOC_Os05g22670,,,
AT1G61290,LOC_Os05g22870,,,
AT1G61300,LOC_Os05g22960,,,
AT1G61310,LOC_Os05g22990,,,
AT1G61320,LOC_Os05g23040,,,
AT1G61330,LOC_Os05g23050,,,
AT1G61340,LOC_Os05g23500,,,
AT1G61350,LOC_Os05g24070,,,
AT1G61430,LOC_Os05g24460,,,
AT1G61520,LOC_Os05g24660,,,
AT1G61550,LOC_Os05g24710,,,
AT1G61667,LOC_Os05g24730,,,
AT1G61688,LOC_Os05g24810,,,
AT1G61760,LOC_Os05g24990,,,
AT1G61795,LOC_Os05g25060,,,
AT1G61810,LOC_Os05g25390,,,
AT1G61840,LOC_Os05g25650,,,
AT1G61880,LOC_Os05g25750,,,
AT1G61890,LOC_Os05g25784,,,
AT1G61920,LOC_Os05g26040,,,
AT1G61930,LOC_Os05g26070,,,
AT1G61940,LOC_Os05g26140,,,
