Species,Trait,Gene,SNP,Pvalue,Relation,Distance_bp,Chr,Pos
barley,soilN,HORVU.MOREX.r3.6HG0563440,"chr6H:85610068\A,\G",0.002029717,upstream,5422,chr6H,85610068
barley,soilN,HORVU.MOREX.r3.5HG0496870,"chr5H:493522573\A,\T",0.002029764,downstream,2328,chr5H,493522573
barley,soilN,HORVU.MOREX.r3.4HG0334920,"chr4H:9952240\C,\T",0.002042148,upstream,281,chr4H,9952240
barley,soilN,HORVU.MOREX.r3.4HG0336900,"chr4H:16648194\C,\T",0.002046692,downstream,2965,chr4H,16648194
barley,soilN,HORVU.MOREX.r3.7HG0658790,"chr7H:57825617\C,\T",0.002058981,in_gene,0,chr7H,57825617
barley,soilN,HORVU.MOREX.r3.7HG0649470,"chr7H:28203227\C,\A",0.002059156,upstream,3231,chr7H,28203227
barley,soilN,HORVU.MOREX.r3.6HG0625940,"chr6H:543482853\C,\T",0.002073092,downstream,5381,chr6H,543482853
barley,soilN,HORVU.MOREX.r3.7HG0642580,"chr7H:15179814\G,\A",0.00207842,downstream,5243,chr7H,15179814
barley,soilN,HORVU.MOREX.r3.5HG0526210,"chr5H:563014493\A,\C",0.00207956,upstream,19980,chr5H,563014493
barley,soilN,HORVU.MOREX.r3.2HG0116790,"chr2H:55369112\A,\G",0.002081153,upstream,17717,chr2H,55369112
barley,soilN,HORVU.MOREX.r3.5HG0489320,"chr5H:473428213\A,\G",0.002084188,downstream,6408,chr5H,473428213
barley,soilN,HORVU.MOREX.r3.5HG0515890,"chr5H:540003334\G,\A",0.002087381,upstream,1975,chr5H,540003334
barley,soilN,HORVU.MOREX.r3.5HG0515890,"chr5H:540003348\A,\G",0.002087381,upstream,1961,chr5H,540003348
barley,soilN,HORVU.MOREX.r3.4HG0336160,"chr4H:13717032\T,\C",0.002095451,upstream,3031,chr4H,13717032
barley,soilN,HORVU.MOREX.r3.7HG0648880,"chr7H:27474468\G,\A",0.00209613,upstream,22483,chr7H,27474468
barley,soilN,HORVU.MOREX.r3.7HG0724360,"chr7H:550971084\C,\T",0.002104762,upstream,415,chr7H,550971084
barley,soilN,HORVU.MOREX.r3.1HG0084010,"chr1H:493684756\T,\G",0.002110502,in_gene,0,chr1H,493684756
barley,soilN,HORVU.MOREX.r3.3HG0252840,"chr3H:168283025\A,\T",0.002111586,downstream,1097,chr3H,168283025
barley,soilN,HORVU.MOREX.r3.6HG0554400,"chr6H:39699524\C,\T",0.002112448,upstream,17422,chr6H,39699524
barley,soilN,HORVU.MOREX.r3.3HG0286340,"chr3H:470933410\C,\T",0.00211485,upstream,6637,chr3H,470933410
barley,soilN,HORVU.MOREX.r3.6HG0621460,"chr6H:530541350\G,\A",0.002118851,downstream,11885,chr6H,530541350
barley,soilN,HORVU.MOREX.r3.6HG0627000,"chr6H:545856216\C,\T",0.002121259,downstream,223,chr6H,545856216
barley,soilN,HORVU.MOREX.r3.3HG0314660,"chr3H:586159852\A,\G",0.002123446,downstream,2927,chr3H,586159852
barley,soilN,HORVU.MOREX.r3.7HG0667410,"chr7H:99383136\G,\A",0.002127024,downstream,17483,chr7H,99383136
barley,soilN,HORVU.MOREX.r3.5HG0528390,"chr5H:567852262\C,\T",0.00212896,in_gene,0,chr5H,567852262
barley,soilN,HORVU.MOREX.r3.4HG0388180,"chr4H:473424436\A,\T",0.002131557,downstream,5586,chr4H,473424436
barley,soilN,HORVU.MOREX.r3.7HG0744420,"chr7H:613737665\A,\G",0.002137015,upstream,9954,chr7H,613737665
barley,soilN,HORVU.MOREX.r3.1HG0010370,"chr1H:24237071\A,\G",0.002138707,upstream,15013,chr1H,24237071
barley,soilN,HORVU.MOREX.r3.5HG0432400,"chr5H:37832472\A,\G",0.002139225,downstream,235,chr5H,37832472
barley,soilN,HORVU.MOREX.r3.6HG0585920,"chr6H:273658556\G,\A",0.002140783,upstream,19412,chr6H,273658556
barley,soilN,HORVU.MOREX.r3.5HG0492630,"chr5H:484010625\T,\C",0.002144995,downstream,1690,chr5H,484010625
barley,soilN,HORVU.MOREX.r3.4HG0333950,"chr4H:6760452\C,\A",0.002157338,downstream,160,chr4H,6760452
barley,soilN,HORVU.MOREX.r3.4HG0333950,"chr4H:6760476\A,\G",0.002157338,downstream,184,chr4H,6760476
barley,soilN,HORVU.MOREX.r3.3HG0306830,"chr3H:562961526\G,\A",0.002157453,upstream,9140,chr3H,562961526
barley,soilN,HORVU.MOREX.r3.3HG0226590,"chr3H:15483169\G,\T",0.002162461,upstream,3685,chr3H,15483169
barley,soilN,HORVU.MOREX.r3.1HG0055250,"chr1H:368750688\C,\T",0.002166791,upstream,13863,chr1H,368750688
barley,soilN,HORVU.MOREX.r3.1HG0084370,"chr1H:494182458\A,\G",0.002173546,in_gene,0,chr1H,494182458
barley,soilN,HORVU.MOREX.r3.4HG0414130,"chr4H:598848413\C,\A",0.002185093,downstream,208,chr4H,598848413
barley,soilN,HORVU.MOREX.r3.5HG0432290,"chr5H:36709171\A,\T",0.002187203,upstream,24084,chr5H,36709171
barley,soilN,HORVU.MOREX.r3.1HG0076370,"chr1H:474861798\A,\G",0.002190759,downstream,22890,chr1H,474861798
barley,soilN,HORVU.MOREX.r3.3HG0276940,"chr3H:407634886\T,\C",0.002194695,upstream,3046,chr3H,407634886
barley,soilN,HORVU.MOREX.r3.7HG0744500,"chr7H:613850754\C,\T",0.002195619,upstream,7170,chr7H,613850754
barley,soilN,HORVU.MOREX.r3.7HG0650100,"chr7H:29898927\A,\G",0.002196092,in_gene,0,chr7H,29898927
barley,soilN,HORVU.MOREX.r3.7HG0667410,"chr7H:99383150\T,\C",0.002204464,downstream,17497,chr7H,99383150
barley,soilN,HORVU.MOREX.r3.6HG0561250,"chr6H:75230960\G,\A",0.002205024,upstream,6504,chr6H,75230960
barley,soilN,HORVU.MOREX.r3.6HG0598650,"chr6H:395101226\C,\T",0.00220767,downstream,1930,chr6H,395101226
barley,soilN,HORVU.MOREX.r3.4HG0343160,"chr4H:44412284\T,\A",0.002208363,downstream,22701,chr4H,44412284
barley,soilN,HORVU.MOREX.r3.1HG0085330,"chr1H:495642444\C,\G",0.002209546,downstream,8380,chr1H,495642444
barley,soilN,HORVU.MOREX.r3.3HG0322170,"chr3H:600734340\A,\G",0.002212203,downstream,923,chr3H,600734340
barley,soilN,HORVU.MOREX.r3.6HG0627100,"chr6H:545896110\T,\C",0.002213296,in_gene,0,chr6H,545896110
barley,soilN,HORVU.MOREX.r3.6HG0612090,"chr6H:489855784\C,\T",0.002220608,downstream,6146,chr6H,489855784
barley,soilN,HORVU.MOREX.r3.1HG0002380,"chr1H:4945724\A,\G",0.002220759,downstream,2099,chr1H,4945724
barley,soilN,HORVU.MOREX.r3.3HG0285020,"chr3H:463270962\G,\T",0.002221502,upstream,11071,chr3H,463270962
barley,soilN,HORVU.MOREX.r3.3HG0227830,"chr3H:18244090\A,\T",0.002227037,upstream,3864,chr3H,18244090
barley,soilN,HORVU.MOREX.r3.3HG0286770,"chr3H:473232116\G,\C",0.002240495,downstream,12602,chr3H,473232116
barley,soilN,HORVU.MOREX.r3.3HG0286770,"chr3H:473232132\T,\C",0.002240495,downstream,12618,chr3H,473232132
barley,soilN,HORVU.MOREX.r3.7HG0717930,"chr7H:514834508\C,\T",0.002247249,upstream,14834,chr7H,514834508
barley,soilN,HORVU.MOREX.r3.7HG0724280,"chr7H:550644745\A,\G",0.002248183,upstream,15055,chr7H,550644745
barley,soilN,HORVU.MOREX.r3.1HG0052350,"chr1H:349181446\A,\C",0.002248636,in_gene,0,chr1H,349181446
barley,soilN,HORVU.MOREX.r3.6HG0618890,"chr6H:521974613\G,\A",0.002264288,downstream,2385,chr6H,521974613
barley,soilN,HORVU.MOREX.r3.7HG0744480,"chr7H:613813471\G,\T",0.002270266,downstream,11822,chr7H,613813471
barley,soilN,HORVU.MOREX.r3.3HG0319620,"chr3H:595255796\G,\C",0.002271329,upstream,15242,chr3H,595255796
barley,soilN,HORVU.MOREX.r3.3HG0319620,"chr3H:595255724\G,\A",0.002271329,upstream,15314,chr3H,595255724
barley,soilN,HORVU.MOREX.r3.7HG0642580,"chr7H:15179832\G,\A",0.002281527,downstream,5261,chr7H,15179832
barley,soilN,HORVU.MOREX.r3.3HG0231040,"chr3H:25068929\T,\C",0.002281986,upstream,12905,chr3H,25068929
barley,soilN,TOC1,"chr6H:368086348\A,\C",0.002286617,upstream,14524,chr6H,368086348
barley,soilN,HORVU.MOREX.r3.5HG0428610,"chr5H:22341188\T,\G",0.002287819,downstream,1140,chr5H,22341188
barley,soilN,HORVU.MOREX.r3.3HG0325760,"chr3H:609405853\G,\A",0.002292112,downstream,9444,chr3H,609405853
barley,soilN,HORVU.MOREX.r3.3HG0329230,"chr3H:616052443\C,\G",0.002296974,downstream,14425,chr3H,616052443
barley,soilN,HORVU.MOREX.r3.3HG0329230,"chr3H:616052451\G,\C",0.002296974,downstream,14433,chr3H,616052451
barley,soilN,HORVU.MOREX.r3.6HG0625940,"chr6H:543482896\A,\C",0.002297517,downstream,5424,chr6H,543482896
barley,soilN,HORVU.MOREX.r3.4HG0343160,"chr4H:44408526\G,\A",0.002306077,downstream,18943,chr4H,44408526
barley,soilN,HORVU.MOREX.r3.4HG0343160,"chr4H:44408479\A,\G",0.002306077,downstream,18896,chr4H,44408479
barley,soilN,HORVU.MOREX.r3.1HG0005090,"chr1H:10118020\G,\A",0.002307057,downstream,17665,chr1H,10118020
barley,soilN,HORVU.MOREX.r3.1HG0010330,"chr1H:24146313\T,\A",0.002311659,downstream,5622,chr1H,24146313
barley,soilN,HORVU.MOREX.r3.5HG0475280,"chr5H:401467317\A,\G",0.002314391,upstream,22713,chr5H,401467317
barley,soilN,HORVU.MOREX.r3.2HG0156680,"chr2H:379981889\G,\A",0.002314421,upstream,18270,chr2H,379981889
barley,soilN,HORVU.MOREX.r3.1HG0005400,"chr1H:10818339\T,\C",0.002317047,in_gene,0,chr1H,10818339
barley,soilN,HORVU.MOREX.r3.7HG0659030,"chr7H:58990967\T,\C",0.002319545,upstream,480,chr7H,58990967
barley,soilN,HORVU.MOREX.r3.3HG0276050,"chr3H:400421524\C,\T",0.002320344,in_gene,0,chr3H,400421524
barley,soilN,HORVU.MOREX.r3.7HG0664600,"chr7H:81919741\A,\T",0.002322943,downstream,6809,chr7H,81919741
barley,soilN,HORVU.MOREX.r3.7HG0664600,"chr7H:81919785\A,\T",0.002322943,downstream,6853,chr7H,81919785
barley,soilN,HORVU.MOREX.r3.2HG0098810,"chr2H:8883991\G,\A",0.002332654,upstream,5465,chr2H,8883991
barley,soilN,HORVU.MOREX.r3.3HG0226460,"chr3H:15305155\C,\G",0.002334925,in_gene,0,chr3H,15305155
barley,soilN,HORVU.MOREX.r3.3HG0226460,"chr3H:15305157\C,\A",0.002334925,in_gene,0,chr3H,15305157
barley,soilN,HORVU.MOREX.r3.1HG0008490,"chr1H:20007092\G,\A",0.002335367,downstream,23860,chr1H,20007092
barley,soilN,Cer-q,"chr2H:4740473\A,\G",0.002343166,downstream,219,chr2H,4740473
barley,soilN,HORVU.MOREX.r3.5HG0491620,"chr5H:481075552\A,\G",0.002343411,in_gene,0,chr5H,481075552
barley,soilN,HORVU.MOREX.r3.2HG0097510,"chr2H:4963457\C,\G",0.002353954,upstream,13563,chr2H,4963457
barley,soilN,HORVU.MOREX.r3.7HG0640660,"chr7H:11422245\A,\C",0.002363065,in_gene,0,chr7H,11422245
barley,soilN,HORVU.MOREX.r3.2HG0204530,"chr2H:634431032\G,\A",0.002371441,upstream,19164,chr2H,634431032
barley,soilN,HORVU.MOREX.r3.7HG0653160,"chr7H:40194766\G,\A",0.002372181,downstream,8267,chr7H,40194766
barley,soilN,HORVU.MOREX.r3.4HG0333450,"chr4H:5719022\C,\T",0.002374939,upstream,10308,chr4H,5719022
barley,soilN,HORVU.MOREX.r3.6HG0573850,"chr6H:153411452\T,\C",0.002376032,upstream,17206,chr6H,153411452
barley,soilN,HORVU.MOREX.r3.1HG0060360,"chr1H:402008411\A,\G",0.002376992,upstream,2764,chr1H,402008411
barley,soilN,HORVU.MOREX.r3.4HG0393620,"chr4H:514078148\G,\A",0.002380357,upstream,4306,chr4H,514078148
barley,soilN,HORVU.MOREX.r3.4HG0343710,"chr4H:47976127\G,\A",0.002389447,upstream,21519,chr4H,47976127
barley,soilN,HORVU.MOREX.r3.7HG0722820,"chr7H:544607701\G,\A",0.002392833,upstream,3358,chr7H,544607701
barley,soilN,HORVU.MOREX.r3.7HG0742810,"chr7H:610282749\G,\C",0.002395504,downstream,15914,chr7H,610282749
barley,soilN,HORVU.MOREX.r3.7HG0742810,"chr7H:610282822\T,\C",0.002395504,downstream,15987,chr7H,610282822
barley,soilN,HORVU.MOREX.r3.7HG0659670,"chr7H:61840184\C,\T",0.002396397,in_gene,0,chr7H,61840184
barley,soilN,HORVU.MOREX.r3.2HG0208220,"chr2H:643080149\G,\A",0.00239698,in_gene,0,chr2H,643080149
barley,soilN,HORVU.MOREX.r3.5HG0485510,"chr5H:454340046\A,\C",0.002408653,upstream,2211,chr5H,454340046
barley,soilN,HORVU.MOREX.r3.2HG0174440,"chr2H:519565264\A,\G",0.002419459,downstream,3247,chr2H,519565264
barley,soilN,HORVU.MOREX.r3.5HG0492560,"chr5H:483642272\G,\A",0.002420986,downstream,838,chr5H,483642272
barley,soilN,HORVU.MOREX.r3.7HG0748690,"chr7H:621825231\T,\C",0.0024233,upstream,11769,chr7H,621825231
barley,soilN,HORVU.MOREX.r3.6HG0542960,"chr6H:12260175\A,\G",0.002427362,upstream,1581,chr6H,12260175
barley,soilN,HORVU.MOREX.r3.5HG0516760,"chr5H:541783553\C,\T",0.002431667,in_gene,0,chr5H,541783553
barley,soilN,HORVU.MOREX.r3.7HG0694130,"chr7H:311416544\A,\G",0.00243747,downstream,4195,chr7H,311416544
barley,soilN,HORVU.MOREX.r3.3HG0226770,"chr3H:15742429\G,\A",0.002455534,upstream,6628,chr3H,15742429
barley,soilN,HORVU.MOREX.r3.2HG0114030,"chr2H:45774437\C,\T",0.002457388,upstream,3147,chr2H,45774437
barley,soilN,HORVU.MOREX.r3.5HG0521230,"chr5H:551658778\A,\G",0.002458882,downstream,4370,chr5H,551658778
barley,soilN,HORVU.MOREX.r3.1HG0076070,"chr1H:473844251\C,\A",0.002459911,upstream,5017,chr1H,473844251
barley,soilN,HORVU.MOREX.r3.1HG0082370,"chr1H:490308413\C,\T",0.002459974,upstream,14746,chr1H,490308413
barley,soilN,HORVU.MOREX.r3.6HG0584690,"chr6H:259885922\C,\T",0.002461191,upstream,23037,chr6H,259885922
barley,soilN,HORVU.MOREX.r3.2HG0107620,"chr2H:25735809\G,\A",0.00246227,downstream,570,chr2H,25735809
barley,soilN,HORVU.MOREX.r3.6HG0541450,"chr6H:8427419\G,\C",0.002471758,downstream,14792,chr6H,8427419
barley,soilN,HORVU.MOREX.r3.2HG0214670,"chr2H:657142539\C,\A",0.002475578,downstream,4073,chr2H,657142539
barley,soilN,HORVU.MOREX.r3.2HG0214670,"chr2H:657142603\A,\G",0.002475578,downstream,4137,chr2H,657142603
barley,soilN,HORVU.MOREX.r3.5HG0509720,"chr5H:524762991\T,\C",0.002475927,downstream,3937,chr5H,524762991
barley,soilN,HORVU.MOREX.r3.5HG0501480,"chr5H:507052961\A,\G",0.002477274,downstream,195,chr5H,507052961
barley,soilN,HORVU.MOREX.r3.7HG0730740,"chr7H:578878809\G,\T",0.0024811,upstream,10580,chr7H,578878809
barley,soilN,HORVU.MOREX.r3.4HG0408230,"chr4H:581423200\C,\T",0.00248397,upstream,9096,chr4H,581423200
barley,soilN,HORVU.MOREX.r3.3HG0316680,"chr3H:589597315\A,\G",0.002484906,downstream,1728,chr3H,589597315
barley,soilN,HORVU.MOREX.r3.7HG0647320,"chr7H:23914734\T,\A",0.002488206,upstream,2868,chr7H,23914734
barley,soilN,HORVU.MOREX.r3.5HG0521230,"chr5H:551658802\C,\T",0.002489963,downstream,4394,chr5H,551658802
barley,soilN,HORVU.MOREX.r3.5HG0476870,"chr5H:409626955\C,\G",0.002490524,downstream,596,chr5H,409626955
barley,soilN,HORVU.MOREX.r3.1HG0001070,"chr1H:2515642\A,\T",0.002497465,downstream,3284,chr1H,2515642
barley,soilN,HORVU.MOREX.r3.3HG0223500,"chr3H:10028270\T,\A",0.002501937,upstream,7699,chr3H,10028270
barley,soilN,HORVU.MOREX.r3.3HG0303330,"chr3H:552388465\C,\T",0.002507672,upstream,15,chr3H,552388465
barley,soilN,HORVU.MOREX.r3.3HG0225910,"chr3H:14013209\G,\C",0.002508407,upstream,4851,chr3H,14013209
barley,soilN,HORVU.MOREX.r3.5HG0458220,"chr5H:268765416\G,\A",0.002508777,upstream,4767,chr5H,268765416
barley,soilN,HORVU.MOREX.r3.5HG0458220,"chr5H:268765417\T,\C",0.002508777,upstream,4766,chr5H,268765417
barley,soilN,HORVU.MOREX.r3.5HG0458220,"chr5H:268765426\A,\G",0.002508777,upstream,4757,chr5H,268765426
barley,soilN,HORVU.MOREX.r3.4HG0411620,"chr4H:592215814\T,\C",0.002510936,in_gene,0,chr4H,592215814
barley,soilN,HORVU.MOREX.r3.2HG0209640,"chr2H:646076325\G,\A",0.002512738,in_gene,0,chr2H,646076325
barley,soilN,HORVU.MOREX.r3.6HG0541450,"chr6H:8427358\C,\T",0.002521818,downstream,14731,chr6H,8427358
barley,soilN,HORVU.MOREX.r3.3HG0286340,"chr3H:470933371\C,\T",0.002527312,upstream,6676,chr3H,470933371
barley,soilN,HORVU.MOREX.r3.3HG0286340,"chr3H:470933465\G,\A",0.002527312,upstream,6582,chr3H,470933465
barley,soilN,HORVU.MOREX.r3.7HG0740650,"chr7H:606135784\T,\C",0.002527863,upstream,13150,chr7H,606135784
barley,soilN,HORVU.MOREX.r3.3HG0240960,"chr3H:74653201\T,\C",0.002532579,upstream,16331,chr3H,74653201
barley,soilN,HORVU.MOREX.r3.7HG0656510,"chr7H:50260649\G,\A",0.002533911,upstream,4734,chr7H,50260649
barley,soilN,HORVU.MOREX.r3.3HG0286650,"chr3H:472526136\C,\T",0.002534459,downstream,23109,chr3H,472526136
barley,soilN,HORVU.MOREX.r3.1HG0077840,"chr1H:479617376\T,\C",0.00253805,in_gene,0,chr1H,479617376
barley,soilN,HORVU.MOREX.r3.3HG0322180,"chr3H:600763563\C,\A",0.002549443,downstream,284,chr3H,600763563
barley,soilN,HORVU.MOREX.r3.6HG0541250,"chr6H:7900735\A,\G",0.00255763,downstream,291,chr6H,7900735
barley,soilN,HORVU.MOREX.r3.1HG0079200,"chr1H:483278474\C,\T",0.002569404,upstream,2718,chr1H,483278474
barley,soilN,HORVU.MOREX.r3.3HG0312160,"chr3H:579759735\G,\A",0.002575692,in_gene,0,chr3H,579759735
barley,soilN,HORVU.MOREX.r3.3HG0312160,"chr3H:579759738\A,\G",0.002575692,in_gene,0,chr3H,579759738
barley,soilN,HORVU.MOREX.r3.4HG0341440,"chr4H:34472113\C,\A",0.002579039,upstream,24221,chr4H,34472113
barley,soilN,HORVU.MOREX.r3.7HG0729040,"chr7H:573707173\G,\A",0.002579909,upstream,10964,chr7H,573707173
barley,soilN,HORVU.MOREX.r3.7HG0648780,"chr7H:27154625\T,\C",0.002581929,downstream,160,chr7H,27154625
barley,soilN,HORVU.MOREX.r3.1HG0010400,"chr1H:24284755\G,\A",0.002585437,downstream,5682,chr1H,24284755
barley,soilN,HORVU.MOREX.r3.5HG0526140,"chr5H:562867251\C,\T",0.002585599,in_gene,0,chr5H,562867251
barley,soilN,HORVU.MOREX.r3.5HG0526140,"chr5H:562867244\G,\A",0.002585599,in_gene,0,chr5H,562867244
barley,soilN,HORVU.MOREX.r3.5HG0425710,"chr5H:12308296\A,\T",0.002587677,upstream,14693,chr5H,12308296
barley,soilN,HORVU.MOREX.r3.1HG0026430,"chr1H:113962015\C,\G",0.002592855,downstream,62,chr1H,113962015
barley,soilN,HORVU.MOREX.r3.1HG0079040,"chr1H:482730468\G,\A",0.002593948,in_gene,0,chr1H,482730468
barley,soilN,HORVU.MOREX.r3.5HG0463140,"chr5H:313577524\A,\G",0.002607574,downstream,2542,chr5H,313577524
barley,soilN,HORVU.MOREX.r3.5HG0463140,"chr5H:313577583\C,\G",0.002607574,downstream,2601,chr5H,313577583
barley,soilN,HORVU.MOREX.r3.5HG0463140,"chr5H:313577588\G,\A",0.002607574,downstream,2606,chr5H,313577588
barley,soilN,HORVU.MOREX.r3.4HG0384790,"chr4H:450871911\A,\G",0.002609403,upstream,5654,chr4H,450871911
barley,soilN,HORVU.MOREX.r3.2HG0177340,"chr2H:537411049\G,\T",0.002610437,upstream,13654,chr2H,537411049
barley,soilN,HORVU.MOREX.r3.2HG0172800,"chr2H:507428955\G,\A",0.002615,upstream,21242,chr2H,507428955
barley,soilN,HORVU.MOREX.r3.1HG0006570,"chr1H:13842334\C,\T",0.002618385,upstream,21012,chr1H,13842334
barley,soilN,HORVU.MOREX.r3.2HG0109530,"chr2H:30361903\T,\C",0.002619712,downstream,6524,chr2H,30361903
barley,soilN,HORVU.MOREX.r3.2HG0097510,"chr2H:4955376\C,\T",0.002626652,upstream,21644,chr2H,4955376
barley,soilN,HORVU.MOREX.r3.2HG0209370,"chr2H:645435073\G,\A",0.002629483,upstream,1574,chr2H,645435073
barley,soilN,HORVU.MOREX.r3.3HG0322180,"chr3H:600763564\A,\T",0.002636961,downstream,285,chr3H,600763564
barley,soilN,HORVU.MOREX.r3.1HG0068280,"chr1H:442647495\C,\T",0.002652401,downstream,871,chr1H,442647495
barley,soilN,HORVU.MOREX.r3.6HG0554400,"chr6H:39699606\T,\C",0.002655786,upstream,17340,chr6H,39699606
barley,soilN,HORVU.MOREX.r3.3HG0286660,"chr3H:472758595\A,\G",0.002658455,downstream,11738,chr3H,472758595
barley,soilN,HORVU.MOREX.r3.5HG0508300,"chr5H:521332737\T,\A",0.002663426,downstream,3834,chr5H,521332737
barley,soilN,HORVU.MOREX.r3.5HG0489380,"chr5H:473452458\G,\A",0.002680569,downstream,1511,chr5H,473452458
barley,soilN,HORVU.MOREX.r3.1HG0046660,"chr1H:306557104\C,\T",0.002689081,downstream,14391,chr1H,306557104
barley,soilN,HORVU.MOREX.r3.3HG0221900,"chr3H:7092653\T,\A",0.002689291,upstream,2424,chr3H,7092653
barley,soilN,HORVU.MOREX.r3.1HG0078910,"chr1H:482283965\T,\C",0.002689826,in_gene,0,chr1H,482283965
barley,soilN,HORVU.MOREX.r3.5HG0432280,"chr5H:36689734\T,\C",0.002695987,downstream,22957,chr5H,36689734
barley,soilN,HORVU.MOREX.r3.1HG0003090,"chr1H:5969464\T,\C",0.002701531,in_gene,0,chr1H,5969464
barley,soilN,HORVU.MOREX.r3.6HG0610980,"chr6H:484396890\G,\A",0.00270281,downstream,849,chr6H,484396890
barley,soilN,HORVU.MOREX.r3.7HG0661250,"chr7H:65938268\T,\A",0.002703641,upstream,2741,chr7H,65938268
barley,soilN,HORVU.MOREX.r3.4HG0399510,"chr4H:548055557\A,\C",0.002707705,upstream,4943,chr4H,548055557
barley,soilN,HORVU.MOREX.r3.5HG0432380,"chr5H:37587241\G,\T",0.002709532,downstream,6347,chr5H,37587241
barley,soilN,HORVU.MOREX.r3.3HG0223500,"chr3H:10019208\A,\C",0.002711187,upstream,16761,chr3H,10019208
barley,soilN,HORVU.MOREX.r3.6HG0601790,"chr6H:420204335\C,\G",0.002720042,upstream,4322,chr6H,420204335
barley,soilN,HORVU.MOREX.r3.3HG0226510,"chr3H:15393258\T,\C",0.002723217,downstream,14736,chr3H,15393258
barley,soilN,HORVU.MOREX.r3.5HG0536740,"chr5H:584196389\G,\C",0.002725362,upstream,7,chr5H,584196389
barley,soilN,HORVU.MOREX.r3.2HG0145370,"chr2H:260541129\C,\T",0.002736139,in_gene,0,chr2H,260541129
barley,soilN,HORVU.MOREX.r3.7HG0653690,"chr7H:41788821\A,\G",0.002737554,downstream,4135,chr7H,41788821
barley,soilN,HORVU.MOREX.r3.5HG0525850,"chr5H:562294900\C,\T",0.00273792,downstream,736,chr5H,562294900
barley,soilN,HORVU.MOREX.r3.7HG0715890,"chr7H:501516193\G,\C",0.00274176,upstream,194,chr7H,501516193
barley,soilN,HORVU.MOREX.r3.2HG0203890,"chr2H:632907181\A,\T",0.002748049,upstream,10653,chr2H,632907181
barley,soilN,HORVU.MOREX.r3.1HG0046660,"chr1H:306557110\G,\A",0.002750685,downstream,14397,chr1H,306557110
barley,soilN,HORVU.MOREX.r3.5HG0475890,"chr5H:404607900\A,\C",0.002759323,downstream,17572,chr5H,404607900
barley,soilN,HORVU.MOREX.r3.7HG0747140,"chr7H:618571541\C,\T",0.002760804,in_gene,0,chr7H,618571541
barley,soilN,HORVU.MOREX.r3.5HG0488230,"chr5H:469219301\G,\C",0.002768928,in_gene,0,chr5H,469219301
barley,soilN,HORVU.MOREX.r3.1HG0003090,"chr1H:5951212\A,\G",0.00276927,in_gene,0,chr1H,5951212
barley,soilN,HORVU.MOREX.r3.1HG0005040,"chr1H:9932544\T,\G",0.002770308,downstream,4472,chr1H,9932544
barley,soilN,HORVU.MOREX.r3.2HG0109520,"chr2H:30310647\A,\G",0.002773835,downstream,3696,chr2H,30310647
barley,soilN,HORVU.MOREX.r3.4HG0392440,"chr4H:505255384\C,\T",0.002774052,downstream,1424,chr4H,505255384
barley,soilN,HORVU.MOREX.r3.3HG0308420,"chr3H:567390048\C,\T",0.002775229,downstream,293,chr3H,567390048
barley,soilN,HORVU.MOREX.r3.1HG0006570,"chr1H:13842257\T,\C",0.00277651,upstream,21089,chr1H,13842257
barley,soilN,HORVU.MOREX.r3.5HG0424830,"chr5H:10425263\A,\G",0.002779114,downstream,14868,chr5H,10425263
barley,soilN,HORVU.MOREX.r3.5HG0516310,"chr5H:540848272\G,\A",0.002780106,upstream,7133,chr5H,540848272
barley,soilN,HORVU.MOREX.r3.7HG0700940,"chr7H:392590742\G,\A",0.002782871,downstream,12994,chr7H,392590742
barley,soilN,HORVU.MOREX.r3.7HG0658660,"chr7H:56957480\G,\A",0.002783907,downstream,1219,chr7H,56957480
barley,soilN,HORVU.MOREX.r3.4HG0397970,"chr4H:540284221\C,\G",0.002795894,upstream,823,chr4H,540284221
barley,soilN,HORVU.MOREX.r3.3HG0233610,"chr3H:32230946\A,\G",0.002796216,downstream,646,chr3H,32230946
barley,soilN,HORVU.MOREX.r3.5HG0492560,"chr5H:483642230\T,\C",0.002796688,downstream,796,chr5H,483642230
barley,soilN,HORVU.MOREX.r3.3HG0311570,"chr3H:578112859\T,\C",0.002798912,upstream,16066,chr3H,578112859
barley,soilN,HORVU.MOREX.r3.5HG0484850,"chr5H:451168701\C,\G",0.002813355,in_gene,0,chr5H,451168701
barley,soilN,HORVU.MOREX.r3.3HG0305050,"chr3H:557631959\T,\A",0.002816732,upstream,368,chr3H,557631959
barley,soilN,HORVU.MOREX.r3.1HG0007850,"chr1H:16462526\G,\A",0.002818559,downstream,5926,chr1H,16462526
barley,soilN,HORVU.MOREX.r3.1HG0079040,"chr1H:482730494\A,\T",0.002827092,in_gene,0,chr1H,482730494
barley,soilN,HORVU.MOREX.r3.6HG0599760,"chr6H:403744724\A,\C",0.002828769,upstream,1375,chr6H,403744724
barley,soilN,HORVU.MOREX.r3.1HG0065570,"chr1H:429713054\A,\G",0.002829142,upstream,16870,chr1H,429713054
barley,soilN,HORVU.MOREX.r3.4HG0339180,"chr4H:25302403\T,\C",0.002832343,in_gene,0,chr4H,25302403
barley,soilN,HORVU.MOREX.r3.6HG0573850,"chr6H:153411460\A,\C",0.002833524,upstream,17198,chr6H,153411460
barley,soilN,HORVU.MOREX.r3.4HG0342810,"chr4H:41852147\A,\G",0.002839575,downstream,18380,chr4H,41852147
