,maize_ph,maize_cec
SEEDGWAS431:MRG:4:250059199,NA,NA
SEEDGWAS4311:MRG:4:250096029,80,179
SEEDGWAS4313:MRG:4:250096031,66,234
SEEDGWAS4314:MRG:4:250096032,NA,NA
SEEDGWAS4315:MRG:4:250096033,NA,NA
SEEDGWAS4316:MRG:4:250096035,63,308
SEEDGWAS4317:MRG:4:250096036,NA,NA
SEEDGWAS4318:MRG:4:250096039,62,274
SEEDGWAS4319:MRG:4:250096040,65,298
SEEDGWAS4320:MRG:4:250096042,NA,NA
SEEDGWAS4321:MRG:4:250096043,59,251
SEEDGWAS4322:MRG:4:250096045,62,282
SEEDGWAS4323:MRG:4:250096046,65,262
SEEDGWAS4324:MRG:4:250096048,68,229
SEEDGWAS4325:MRG:4:250096051,63,290
SEEDGWAS4326:MRG:4:250096052,61,308
SEEDGWAS4327:MRG:4:250096053,58,285
SEEDGWAS4328:MRG:4:250096054,66,285
SEEDGWAS4329:MRG:4:250096055,68,292
SEEDGWAS433:MRG:4:250059201,54,230
SEEDGWAS4331:MRG:4:250096057,79,214
SEEDGWAS4332:MRG:4:250096058,76,259
SEEDGWAS4333:MRG:4:250096059,74,238
SEEDGWAS4334:MRG:4:250096060,70,266
SEEDGWAS4335:MRG:4:250096061,70,251
SEEDGWAS4336:MRG:4:250096062,63,273
SEEDGWAS4337:MRG:4:250096063,68,169
SEEDGWAS4338:MRG:4:250096064,73,305
SEEDGWAS4339:MRG:4:250096065,63,273
SEEDGWAS4340:MRG:4:250096097,63,264
SEEDGWAS4341:MRG:4:250096100,64,226
SEEDGWAS4346:MRG:4:250096105,67,240
SEEDGWAS4353:MRG:4:250096115,65,270
SEEDGWAS4354:MRG:4:250096116,63,273
SEEDGWAS4355:MRG:4:250096117,59,285
SEEDGWAS4356:MRG:4:250096118,70,236
SEEDGWAS4358:MRG:4:250096121,61,258
SEEDGWAS436:MRG:4:250059203,60,196
SEEDGWAS4362:MRG:4:250096125,NA,NA
SEEDGWAS4363:MRG:4:250096127,59,280
SEEDGWAS4364:MRG:4:250096129,74,269
SEEDGWAS4366:MRG:4:250096134,66,253
SEEDGWAS4367:MRG:4:250096135,70,261
SEEDGWAS4368:MRG:4:250096138,NA,NA
SEEDGWAS4369:MRG:4:250096139,72,255
SEEDGWAS437:MRG:4:250059204,58,170
SEEDGWAS4370:MRG:4:250096140,71,298
SEEDGWAS4371:MRG:4:250096144,67,277
SEEDGWAS4372:MRG:4:250096145,67,277
SEEDGWAS4373:MRG:4:250096147,NA,NA
SEEDGWAS4374:MRG:4:250096148,NA,NA
SEEDGWAS4375:MRG:4:250096149,63,268
SEEDGWAS4376:MRG:4:250096151,71,264
SEEDGWAS4377:MRG:4:250096152,65,192
SEEDGWAS4378:MRG:4:250096154,NA,NA
SEEDGWAS4379:MRG:4:250096155,74,259
SEEDGWAS4380:MRG:4:250096158,61,277
SEEDGWAS4381:MRG:4:250096161,75,212
SEEDGWAS4383:MRG:4:250096165,NA,NA
SEEDGWAS4385:MRG:4:250096170,65,274
SEEDGWAS4386:MRG:4:250096171,70,253
SEEDGWAS4387:MRG:4:250096172,61,306
SEEDGWAS4387:MRG:4:250096173,61,306
SEEDGWAS4388:MRG:4:250096174,61,306
SEEDGWAS4389:MRG:4:250096177,62,273
SEEDGWAS4390:MRG:4:250096178,62,298
SEEDGWAS4391:MRG:4:250096180,NA,NA
SEEDGWAS4392:MRG:4:250096181,63,263
SEEDGWAS4393:MRG:4:250096182,68,163
SEEDGWAS4394:MRG:4:250096184,59,283
SEEDGWAS4395:MRG:4:250096185,59,295
SEEDGWAS4396:MRG:4:250096187,54,205
SEEDGWAS4397:MRG:4:250096188,73,197
SEEDGWAS4398:MRG:4:250096189,61,217
SEEDGWAS4399:MRG:4:250096190,53,238
SEEDGWAS4400:MRG:4:250096191,53,238
SEEDGWAS4401:MRG:4:250096226,56,229
SEEDGWAS4402:MRG:4:250096227,61,195
SEEDGWAS4403:MRG:4:250096228,58,199
SEEDGWAS4404:MRG:4:250096229,55,239
SEEDGWAS4405:MRG:4:250096233,66,187
SEEDGWAS4406:MRG:4:250096234,61,195
SEEDGWAS4407:MRG:4:250096235,56,193
SEEDGWAS4408:MRG:4:250096237,50,209
SEEDGWAS4409:MRG:4:250096239,55,208
SEEDGWAS441:MRG:4:250059208,NA,NA
SEEDGWAS4410:MRG:4:250096240,61,217
SEEDGWAS4411:MRG:4:250096242,55,239
SEEDGWAS4412:MRG:4:250096243,55,239
SEEDGWAS4413:MRG:4:250096244,55,239
SEEDGWAS4414:MRG:4:250096245,55,239
SEEDGWAS4415:MRG:4:250096246,61,195
SEEDGWAS4416:MRG:4:250096247,56,193
SEEDGWAS4417:MRG:4:250096249,65,223
SEEDGWAS4418:MRG:4:250096250,65,205
SEEDGWAS4419:MRG:4:250096251,50,209
SEEDGWAS4419:MRG:4:250096252,50,209
SEEDGWAS442:MRG:4:250059209,65,206
SEEDGWAS4420:MRG:4:250096254,65,205
SEEDGWAS4421:MRG:4:250096257,63,254
SEEDGWAS4422:MRG:4:250096260,59,251
SEEDGWAS4423:MRG:4:250096261,69,234
SEEDGWAS4424:MRG:4:250096262,58,245
SEEDGWAS4425:MRG:4:250096263,58,245
SEEDGWAS4426:MRG:4:250096266,64,246
SEEDGWAS4427:MRG:4:250096267,64,246
SEEDGWAS4428:MRG:4:250096269,59,251
SEEDGWAS4429:MRG:4:250096270,57,237
SEEDGWAS443:MRG:4:250059210,NA,NA
SEEDGWAS4430:MRG:4:250096272,57,237
SEEDGWAS4431:MRG:4:250096274,57,230
SEEDGWAS4432:MRG:4:250096275,64,236
SEEDGWAS4433:MRG:4:250096277,73,236
SEEDGWAS4434:MRG:4:250096278,60,212
SEEDGWAS4435:MRG:4:250096279,64,260
SEEDGWAS4436:MRG:4:250096282,74,214
SEEDGWAS4437:MRG:4:250096283,74,214
SEEDGWAS4438:MRG:4:250096284,74,214
SEEDGWAS4439:MRG:4:250096285,72,222
SEEDGWAS444:MRG:4:250059211,67,232
SEEDGWAS4440:MRG:4:250096287,58,264
SEEDGWAS4441:MRG:4:250096288,71,249
SEEDGWAS4442:MRG:4:250096289,72,239
SEEDGWAS4443:MRG:4:250096290,72,239
SEEDGWAS4444:MRG:4:250096291,72,239
SEEDGWAS4445:MRG:4:250096294,66,238
SEEDGWAS4446:MRG:4:250096295,66,238
SEEDGWAS4447:MRG:4:250096296,60,245
SEEDGWAS4448:MRG:4:250096297,60,245
SEEDGWAS4449:MRG:4:250096298,60,245
SEEDGWAS445:MRG:4:250059212,54,236
SEEDGWAS4450:MRG:4:250096300,60,245
SEEDGWAS4451:MRG:4:250096303,70,264
SEEDGWAS4452:MRG:4:250096305,NA,NA
SEEDGWAS4453:MRG:4:250096306,NA,NA
SEEDGWAS4454:MRG:4:250096309,73,252
SEEDGWAS4455:MRG:4:250096310,73,252
SEEDGWAS4456:MRG:4:250096312,77,221
SEEDGWAS4457:MRG:4:250096314,68,230
SEEDGWAS4458:MRG:4:250096315,68,230
SEEDGWAS4459:MRG:4:250096317,NA,NA
SEEDGWAS446:MRG:4:250059213,56,278
SEEDGWAS4460:MRG:4:250096318,66,265
SEEDGWAS4461:MRG:4:250096351,66,265
SEEDGWAS4462:MRG:4:250096352,66,272
SEEDGWAS4463:MRG:4:250096355,NA,NA
SEEDGWAS4464:MRG:4:250096358,64,269
SEEDGWAS4465:MRG:4:250096359,65,278
SEEDGWAS4466:MRG:4:250096360,68,230
SEEDGWAS4467:MRG:4:250096365,66,281
SEEDGWAS4468:MRG:4:250096366,66,258
SEEDGWAS447:MRG:4:250059214,73,314
SEEDGWAS4470:MRG:4:250096370,67,254
SEEDGWAS4471:MRG:4:250096371,65,278
SEEDGWAS4472:MRG:4:250096372,67,268
SEEDGWAS4473:MRG:4:250096373,66,281
SEEDGWAS4474:MRG:4:250096374,65,278
SEEDGWAS4475:MRG:4:250096375,65,278
SEEDGWAS4476:MRG:4:250096377,NA,NA
SEEDGWAS4476:MRG:4:250096378,NA,NA
SEEDGWAS4477:MRG:4:250096379,66,244
SEEDGWAS4478:MRG:4:250096381,69,242
SEEDGWAS4479:MRG:4:250096382,69,242
SEEDGWAS448:MRG:4:250059215,73,282
SEEDGWAS4480:MRG:4:250096384,71,220
SEEDGWAS4481:MRG:4:250096388,71,220
SEEDGWAS4482:MRG:4:250096389,71,220
SEEDGWAS4483:MRG:4:250096391,71,220
SEEDGWAS4484:MRG:4:250096392,71,220
SEEDGWAS4485:MRG:4:250096393,NA,NA
SEEDGWAS4486:MRG:4:250096396,NA,NA
SEEDGWAS4487:MRG:4:250096398,77,199
SEEDGWAS4488:MRG:4:250096399,63,254
SEEDGWAS4489:MRG:4:250096401,58,245
SEEDGWAS449:MRG:4:250059216,57,158
SEEDGWAS4490:MRG:4:250096402,65,213
SEEDGWAS4491:MRG:4:250096403,59,239
SEEDGWAS4492:MRG:4:250096404,73,236
SEEDGWAS4493:MRG:4:250096405,72,222
SEEDGWAS4494:MRG:4:250096406,72,222
SEEDGWAS4495:MRG:4:250096407,74,226
SEEDGWAS4497:MRG:4:250096409,60,264
SEEDGWAS4498:MRG:4:250096410,62,265
SEEDGWAS4499:MRG:4:250096411,NA,NA
SEEDGWAS4500:MRG:4:250096412,68,277
SEEDGWAS4501:MRG:4:250096415,59,278
SEEDGWAS4502:MRG:4:250096416,62,298
SEEDGWAS4503:MRG:4:250096417,67,295
SEEDGWAS4504:MRG:4:250096418,73,197
SEEDGWAS4504:MRG:4:250096419,73,197
SEEDGWAS4508:MRG:4:250096425,62,232
SEEDGWAS4509:MRG:4:250096426,62,232
SEEDGWAS451:MRG:4:250059217,61,249
SEEDGWAS4510:MRG:4:250096429,NA,NA
SEEDGWAS4511:MRG:4:250096430,73,299
SEEDGWAS4512:MRG:4:250096431,73,299
SEEDGWAS4513:MRG:4:250096432,73,299
SEEDGWAS4514:MRG:4:250096433,73,299
SEEDGWAS4515:MRG:4:250096434,73,299
SEEDGWAS4516:MRG:4:250096435,73,299
SEEDGWAS4517:MRG:4:250096438,68,274
SEEDGWAS4518:MRG:4:250096439,74,283
SEEDGWAS4519:MRG:4:250096443,74,283
SEEDGWAS4520:MRG:4:250096478,72,281
SEEDGWAS4520:MRG:4:250096479,72,281
SEEDGWAS4521:MRG:4:250096480,NA,NA
SEEDGWAS4522:MRG:4:250096482,NA,NA
SEEDGWAS4523:MRG:4:250096483,NA,NA
SEEDGWAS4524:MRG:4:250096484,NA,NA
SEEDGWAS4525:MRG:4:250096486,NA,NA
SEEDGWAS4526:MRG:4:250096488,NA,NA
SEEDGWAS4527:MRG:4:250096489,NA,NA
SEEDGWAS4528:MRG:4:250096490,NA,NA
SEEDGWAS4529:MRG:4:250096491,NA,NA
SEEDGWAS453:MRG:4:250059219,62,200
SEEDGWAS4530:MRG:4:250096494,69,285
SEEDGWAS4531:MRG:4:250096495,70,289
SEEDGWAS4532:MRG:4:250096496,70,289
SEEDGWAS4533:MRG:4:250096497,70,268
SEEDGWAS4534:MRG:4:250096498,70,289
SEEDGWAS4535:MRG:4:250096499,70,289
SEEDGWAS4538:MRG:4:250096504,66,277
SEEDGWAS4539:MRG:4:250096505,66,277
SEEDGWAS454:MRG:4:250059220,62,252
SEEDGWAS4544:MRG:4:250096511,58,199
SEEDGWAS4545:MRG:4:250096512,61,309
SEEDGWAS4546:MRG:4:250096513,65,213
SEEDGWAS4547:MRG:4:250096515,66,239
SEEDGWAS4548:MRG:4:250096517,74,213
SEEDGWAS4549:MRG:4:250096518,74,207
SEEDGWAS455:MRG:4:250059221,59,270
SEEDGWAS4550:MRG:4:250096520,62,282
SEEDGWAS4551:MRG:4:250096521,57,244
SEEDGWAS4552:MRG:4:250096522,62,271
SEEDGWAS4553:MRG:4:250096523,73,320
SEEDGWAS4554:MRG:4:250096525,60,184
SEEDGWAS4555:MRG:4:250096526,70,242
SEEDGWAS4556:MRG:4:250096529,70,228
SEEDGWAS4558:MRG:4:250096531,72,290
SEEDGWAS4559:MRG:4:250096532,60,184
SEEDGWAS456:MRG:4:250059222,NA,NA
SEEDGWAS4560:MRG:4:250096533,64,265
SEEDGWAS4561:MRG:4:250096534,65,256
SEEDGWAS4562:MRG:4:250096537,72,309
SEEDGWAS4563:MRG:4:250096538,74,217
SEEDGWAS4564:MRG:4:250096539,61,277
SEEDGWAS4565:MRG:4:250096540,70,228
SEEDGWAS4567:MRG:4:250096542,NA,NA
SEEDGWAS4568:MRG:4:250096543,NA,NA
SEEDGWAS4569:MRG:4:250096544,68,290
SEEDGWAS4570:MRG:4:250096545,71,261
SEEDGWAS4571:MRG:4:250096548,66,194
SEEDGWAS4572:MRG:4:250096549,58,238
SEEDGWAS4573:MRG:4:250096551,56,260
SEEDGWAS4574:MRG:4:250096553,74,256
SEEDGWAS4575:MRG:4:250096554,73,197
SEEDGWAS4576:MRG:4:250096555,73,197
SEEDGWAS4577:MRG:4:250096556,64,213
SEEDGWAS4578:MRG:4:250096559,65,256
SEEDGWAS4579:MRG:4:250096560,66,239
SEEDGWAS458:MRG:4:250059223,71,298
SEEDGWAS4580:MRG:4:250096562,68,232
SEEDGWAS4581:MRG:4:250096563,65,209
SEEDGWAS4582:MRG:4:250096564,58,241
SEEDGWAS4582:MRG:4:250096566,58,241
SEEDGWAS4583:MRG:4:250096567,58,241
SEEDGWAS4584:MRG:4:250096568,67,246
SEEDGWAS4585:MRG:4:250096570,82,191
SEEDGWAS4589:MRG:4:250096605,NA,NA
SEEDGWAS4589:MRG:4:250096606,NA,NA
SEEDGWAS459:MRG:4:250059225,NA,NA
SEEDGWAS4591:MRG:4:250096611,73,244
SEEDGWAS4592:MRG:4:250096612,70,299
SEEDGWAS4593:MRG:4:250096613,65,231
SEEDGWAS4594:MRG:4:250096614,70,292
SEEDGWAS4595:MRG:4:250096615,70,292
SEEDGWAS4596:MRG:4:250096616,72,242
SEEDGWAS4597:MRG:4:250096617,70,201
SEEDGWAS4598:MRG:4:250096623,64,252
SEEDGWAS4599:MRG:4:250096624,58,278
SEEDGWAS46:MRG:4:250054477,69,198
SEEDGWAS460:MRG:4:250059226,NA,NA
SEEDGWAS4600:MRG:4:250096625,59,280
SEEDGWAS4601:MRG:4:250096626,62,210
SEEDGWAS4603:MRG:4:250096628,55,258
SEEDGWAS4604:MRG:4:250096632,NA,NA
SEEDGWAS4605:MRG:4:250096633,67,251
SEEDGWAS4606:MRG:4:250096635,67,242
SEEDGWAS4607:MRG:4:250096636,65,231
SEEDGWAS4608:MRG:4:250096637,67,259
SEEDGWAS4609:MRG:4:250096638,NA,NA
SEEDGWAS461:MRG:4:250059227,63,223
SEEDGWAS4610:MRG:4:250096640,62,282
SEEDGWAS4611:MRG:4:250096642,71,225
SEEDGWAS4613:MRG:4:250096645,70,299
SEEDGWAS4614:MRG:4:250096647,NA,NA
SEEDGWAS4615:MRG:4:250096648,72,221
SEEDGWAS4616:MRG:4:250096649,77,301
SEEDGWAS4617:MRG:4:250096651,72,286
SEEDGWAS4618:MRG:4:250096653,66,293
SEEDGWAS4619:MRG:4:250096656,77,230
SEEDGWAS462:MRG:4:250059228,53,233
SEEDGWAS4620:MRG:4:250096657,74,283
SEEDGWAS4621:MRG:4:250096659,NA,NA
SEEDGWAS4622:MRG:4:250096661,65,249
SEEDGWAS4623:MRG:4:250096662,NA,NA
SEEDGWAS4624:MRG:4:250096666,66,199
SEEDGWAS4625:MRG:4:250096667,59,277
SEEDGWAS4627:MRG:4:250096671,60,206
SEEDGWAS4628:MRG:4:250096674,73,214
SEEDGWAS4629:MRG:4:250096676,62,263
SEEDGWAS4630:MRG:4:250096677,73,244
SEEDGWAS4631:MRG:4:250096679,68,253
SEEDGWAS4632:MRG:4:250096681,74,283
SEEDGWAS4633:MRG:4:250096683,59,293
SEEDGWAS4634:MRG:4:250096684,66,235
SEEDGWAS4635:MRG:4:250096686,76,272
SEEDGWAS4636:MRG:4:250096687,68,277
SEEDGWAS4636:MRG:4:250096688,68,277
SEEDGWAS4638:MRG:4:250096689,75,282
SEEDGWAS4639:MRG:4:250096691,65,298
SEEDGWAS4640:MRG:4:250096693,NA,NA
SEEDGWAS4641:MRG:4:250096694,74,230
SEEDGWAS4642:MRG:4:250096695,70,209
SEEDGWAS4643:MRG:4:250096699,71,260
SEEDGWAS4644:MRG:4:250096700,NA,NA
SEEDGWAS4645:MRG:4:250096734,67,242
SEEDGWAS4646:MRG:4:250096736,NA,NA
SEEDGWAS4647:MRG:4:250096737,75,234
SEEDGWAS4648:MRG:4:250096738,67,224
SEEDGWAS4649:MRG:4:250096739,59,295
SEEDGWAS4650:MRG:4:250096740,64,252
SEEDGWAS4651:MRG:4:250096742,58,278
SEEDGWAS4652:MRG:4:250096743,56,278
SEEDGWAS4653:MRG:4:250096744,79,216
SEEDGWAS4654:MRG:4:250096745,65,277
SEEDGWAS4655:MRG:4:250096746,76,171
SEEDGWAS4656:MRG:4:250096747,70,201
SEEDGWAS4657:MRG:4:250096748,72,214
SEEDGWAS4658:MRG:4:250096750,71,201
SEEDGWAS4659:MRG:4:250096751,73,205
SEEDGWAS4660:MRG:4:250096752,73,261
SEEDGWAS4661:MRG:4:250096753,62,263
SEEDGWAS4662:MRG:4:250096754,62,243
SEEDGWAS4663:MRG:4:250096756,68,250
SEEDGWAS4664:MRG:4:250096757,63,281
SEEDGWAS4665:MRG:4:250096758,66,303
SEEDGWAS4666:MRG:4:250096760,63,298
SEEDGWAS4667:MRG:4:250096761,63,312
SEEDGWAS4667:MRG:4:250096762,63,312
SEEDGWAS4668:MRG:4:250096764,74,283
SEEDGWAS4669:MRG:4:250096765,65,253
SEEDGWAS4669:MRG:4:250096766,65,253
SEEDGWAS4669:MRG:4:250096768,65,253
SEEDGWAS467:MRG:4:250059232,NA,NA
SEEDGWAS4670:MRG:4:250096767,NA,NA
SEEDGWAS4670:MRG:4:250096769,NA,NA
SEEDGWAS4672:MRG:4:250096770,56,278
SEEDGWAS4674:MRG:4:250096772,79,201
SEEDGWAS4675:MRG:4:250096773,NA,NA
SEEDGWAS4676:MRG:4:250096774,71,303
SEEDGWAS4677:MRG:4:250096775,76,204
SEEDGWAS4678:MRG:4:250096776,74,201
SEEDGWAS4679:MRG:4:250096777,NA,NA
SEEDGWAS4680:MRG:4:250096779,58,213
SEEDGWAS4681:MRG:4:250096780,79,201
SEEDGWAS4682:MRG:4:250096781,75,267
SEEDGWAS4684:MRG:4:250096785,75,234
SEEDGWAS4685:MRG:4:250096787,73,197
SEEDGWAS4686:MRG:4:250096789,NA,NA
SEEDGWAS4687:MRG:4:250096790,NA,NA
SEEDGWAS4688:MRG:4:250096795,NA,NA
SEEDGWAS4689:MRG:4:250096797,74,243
SEEDGWAS469:MRG:4:250059233,59,287
SEEDGWAS4690:MRG:4:250096798,63,278
SEEDGWAS4691:MRG:4:250096800,NA,NA
SEEDGWAS4692:MRG:4:250096801,68,243
SEEDGWAS4693:MRG:4:250096802,71,233
SEEDGWAS4695:MRG:4:250096804,67,265
SEEDGWAS4696:MRG:4:250096805,64,259
SEEDGWAS4697:MRG:4:250096806,60,220
SEEDGWAS4698:MRG:4:250096807,63,298
SEEDGWAS4699:MRG:4:250096808,63,236
SEEDGWAS470:MRG:4:250059234,NA,NA
SEEDGWAS4700:MRG:4:250096809,60,297
SEEDGWAS4701:MRG:4:250096810,NA,NA
SEEDGWAS4702:MRG:4:250096814,70,233
SEEDGWAS4703:MRG:4:250096815,55,248
SEEDGWAS4704:MRG:4:250096816,59,221
SEEDGWAS4705:MRG:4:250096817,59,221
SEEDGWAS4706:MRG:4:250096818,71,225
SEEDGWAS4707:MRG:4:250096819,64,334
SEEDGWAS4708:MRG:4:250096820,NA,NA
SEEDGWAS4708:MRG:4:250096821,NA,NA
SEEDGWAS4709:MRG:4:250096822,59,221
SEEDGWAS471:MRG:4:250059235,59,287
SEEDGWAS4710:MRG:4:250096823,71,218
SEEDGWAS4711:MRG:4:250096824,71,218
SEEDGWAS4712:MRG:4:250096825,NA,NA
SEEDGWAS4713:MRG:4:250096827,60,208
SEEDGWAS4714:MRG:4:250096859,60,208
SEEDGWAS4715:MRG:4:250096860,NA,NA
SEEDGWAS4716:MRG:4:250096861,59,270
SEEDGWAS4717:MRG:4:250096864,71,234
SEEDGWAS4718:MRG:4:250096865,60,208
SEEDGWAS4719:MRG:4:250096866,60,208
SEEDGWAS4720:MRG:4:250096867,60,208
SEEDGWAS4721:MRG:4:250096868,NA,NA
SEEDGWAS4722:MRG:4:250096872,70,231
SEEDGWAS4723:MRG:4:250096875,67,220
SEEDGWAS4724:MRG:4:250096877,64,228
SEEDGWAS4725:MRG:4:250096879,66,192
SEEDGWAS4726:MRG:4:250096880,84,197
SEEDGWAS4727:MRG:4:250096883,78,220
SEEDGWAS4728:MRG:4:250096884,78,220
SEEDGWAS4729:MRG:4:250096885,65,262
SEEDGWAS4730:MRG:4:250096886,66,253
SEEDGWAS4731:MRG:4:250096887,69,254
SEEDGWAS4732:MRG:4:250096888,70,240
SEEDGWAS4733:MRG:4:250096889,71,282
SEEDGWAS4734:MRG:4:250096890,65,249
SEEDGWAS4735:MRG:4:250096891,59,221
SEEDGWAS4736:MRG:4:250096894,NA,NA
SEEDGWAS4737:MRG:4:250096897,79,216
SEEDGWAS4738:MRG:4:250096899,74,231
SEEDGWAS4739:MRG:4:250096900,67,282
SEEDGWAS4740:MRG:4:250096901,68,238
SEEDGWAS4741:MRG:4:250096903,69,254
SEEDGWAS4742:MRG:4:250096904,66,255
SEEDGWAS4743:MRG:4:250096906,59,221
SEEDGWAS4744:MRG:4:250096907,67,256
SEEDGWAS4745:MRG:4:250096909,NA,NA
SEEDGWAS4746:MRG:4:250096910,79,216
SEEDGWAS4747:MRG:4:250096912,NA,NA
SEEDGWAS4748:MRG:4:250096914,63,282
SEEDGWAS4749:MRG:4:250096915,67,281
SEEDGWAS4750:MRG:4:250096916,68,270
SEEDGWAS4751:MRG:4:250096920,65,211
SEEDGWAS4751:MRG:4:250096921,65,211
SEEDGWAS4752:MRG:4:250096923,66,268
SEEDGWAS4753:MRG:4:250096925,61,232
SEEDGWAS4754:MRG:4:250096926,59,217
SEEDGWAS4755:MRG:4:250096927,62,230
SEEDGWAS4756:MRG:4:250096929,65,205
SEEDGWAS4757:MRG:4:250096930,64,270
SEEDGWAS4758:MRG:4:250096931,68,257
SEEDGWAS4759:MRG:4:250096932,63,272
SEEDGWAS476:MRG:4:250059237,72,202
SEEDGWAS4760:MRG:4:250096933,59,217
SEEDGWAS4761:MRG:4:250096934,64,270
SEEDGWAS4762:MRG:4:250096935,64,247
SEEDGWAS4763:MRG:4:250096936,NA,NA
SEEDGWAS4764:MRG:4:250096937,65,251
SEEDGWAS4765:MRG:4:250096938,81,187
SEEDGWAS4766:MRG:4:250096939,70,252
SEEDGWAS4767:MRG:4:250096940,72,254
SEEDGWAS4768:MRG:4:250096941,72,254
SEEDGWAS4769:MRG:4:250096946,NA,NA
SEEDGWAS477:MRG:4:250059238,70,253
SEEDGWAS4770:MRG:4:250096947,59,287
SEEDGWAS4771:MRG:4:250096949,NA,NA
SEEDGWAS4772:MRG:4:250096952,70,299
SEEDGWAS4773:MRG:4:250096953,65,263
SEEDGWAS4774:MRG:4:250104987,70,255
SEEDGWAS4775:MRG:4:250104991,60,184
SEEDGWAS4776:MRG:4:250104992,58,278
SEEDGWAS4777:MRG:4:250104993,58,278
SEEDGWAS4778:MRG:4:250104995,59,287
SEEDGWAS4779:MRG:4:250104998,70,255
SEEDGWAS478:MRG:4:250059239,66,215
SEEDGWAS4780:MRG:4:250104999,74,283
SEEDGWAS4781:MRG:4:250105000,NA,NA
SEEDGWAS4782:MRG:4:250105001,59,287
SEEDGWAS4783:MRG:4:250105003,66,259
SEEDGWAS4784:MRG:4:250105004,76,288
SEEDGWAS4785:MRG:4:250105005,67,242
SEEDGWAS4786:MRG:4:250105007,NA,NA
SEEDGWAS4787:MRG:4:250105008,74,241
SEEDGWAS4788:MRG:4:250105009,63,264
SEEDGWAS4789:MRG:4:250105010,58,278
SEEDGWAS479:MRG:4:250059271,76,377
SEEDGWAS4790:MRG:4:250105011,NA,NA
SEEDGWAS4791:MRG:4:250105014,59,287
SEEDGWAS4792:MRG:4:250105020,NA,NA
SEEDGWAS4793:MRG:4:250105021,79,216
SEEDGWAS4794:MRG:4:250105022,69,229
SEEDGWAS4795:MRG:4:250105023,70,273
SEEDGWAS4796:MRG:4:250105024,NA,NA
SEEDGWAS4797:MRG:4:250105025,65,254
SEEDGWAS4798:MRG:4:250105027,71,268
SEEDGWAS4799:MRG:4:250105029,62,216
SEEDGWAS48:MRG:4:250054478,57,222
SEEDGWAS480:MRG:4:250059272,71,298
SEEDGWAS4800:MRG:4:250105031,65,241
SEEDGWAS4801:MRG:4:250105032,71,244
SEEDGWAS4802:MRG:4:250105033,69,257
SEEDGWAS4803:MRG:4:250105034,63,264
SEEDGWAS4804:MRG:4:250105037,68,275
SEEDGWAS4805:MRG:4:250105040,61,169
SEEDGWAS4806:MRG:4:250105041,68,174
SEEDGWAS4807:MRG:4:250105043,66,247
SEEDGWAS4808:MRG:4:250105044,78,230
SEEDGWAS4809:MRG:4:250105045,68,249
SEEDGWAS481:MRG:4:250059273,69,293
SEEDGWAS4810:MRG:4:250105047,66,264
SEEDGWAS4811:MRG:4:250105051,64,295
SEEDGWAS4812:MRG:4:250105052,74,269
SEEDGWAS4813:MRG:4:250105053,NA,NA
SEEDGWAS4814:MRG:4:250105054,59,287
SEEDGWAS4815:MRG:4:250105055,66,277
SEEDGWAS4816:MRG:4:250105057,NA,NA
SEEDGWAS4817:MRG:4:250105061,NA,NA
SEEDGWAS4818:MRG:4:250105063,NA,NA
SEEDGWAS4819:MRG:4:250105068,72,290
SEEDGWAS482:MRG:4:250059274,56,236
SEEDGWAS4820:MRG:4:250105070,78,220
SEEDGWAS4821:MRG:4:250105071,74,204
SEEDGWAS4822:MRG:4:250105072,70,240
SEEDGWAS4823:MRG:4:250105073,64,295
SEEDGWAS4824:MRG:4:250105074,64,295
SEEDGWAS4825:MRG:4:250105077,NA,NA
SEEDGWAS4826:MRG:4:250105078,61,212
SEEDGWAS4827:MRG:4:250105079,73,213
SEEDGWAS4828:MRG:4:250105080,NA,NA
SEEDGWAS4829:MRG:4:250105113,62,212
SEEDGWAS483:MRG:4:250059275,71,298
SEEDGWAS4830:MRG:4:250105116,74,227
SEEDGWAS4831:MRG:4:250105118,63,241
SEEDGWAS4832:MRG:4:250105119,63,241
SEEDGWAS4833:MRG:4:250105120,63,241
SEEDGWAS4834:MRG:4:250105121,63,241
SEEDGWAS4835:MRG:4:250105122,67,256
SEEDGWAS4836:MRG:4:250105123,66,277
SEEDGWAS4837:MRG:4:250105124,NA,NA
SEEDGWAS4838:MRG:4:250105125,NA,NA
SEEDGWAS4839:MRG:4:250105126,NA,NA
SEEDGWAS484:MRG:4:250059276,71,311
SEEDGWAS4840:MRG:4:250105127,59,287
SEEDGWAS4841:MRG:4:250105128,74,180
SEEDGWAS4842:MRG:4:250105129,78,166
SEEDGWAS4843:MRG:4:250105130,74,158
SEEDGWAS4844:MRG:4:250105132,76,176
SEEDGWAS4845:MRG:4:250105133,74,161
SEEDGWAS4847:MRG:4:250105135,59,277
SEEDGWAS4848:MRG:4:250105136,62,210
SEEDGWAS4849:MRG:4:250105137,62,210
SEEDGWAS4850:MRG:4:250105139,70,186
SEEDGWAS4851:MRG:4:250105140,62,243
SEEDGWAS4852:MRG:4:250105141,74,250
SEEDGWAS4853:MRG:4:250105145,59,290
SEEDGWAS4854:MRG:4:250105146,59,290
SEEDGWAS4855:MRG:4:250105147,59,290
SEEDGWAS4856:MRG:4:250105148,61,258
SEEDGWAS4857:MRG:4:250105150,65,245
